dist;dist_km;be001l_bruxelles ;be002l_antwerpen ;be003l_gent ;be006l_brugge ;be004l_charleroi ;be005l_liege ;be007l_namur ;fr009c_lille ;fr010l_montpellier ;fr012l_le_havre ;fr017l_metz ;fr032l_toulon ;fr203c_marseille ;fr205c_nice ;fr207c_lens_lievin ;fr016l_nancy ;fr022l_clermont-ferrand ;fr006l_strasbourg ;fr008l_nantes ;fr011c_saint_etienne ;fr014l_amiens ;fr018l_reims ;fr019l_orleans ;fr026l_grenoble ;fr035l_tours ;fr202c_aix_en_provence ;fr013l_rennes ;fr004l_toulouse ;fr020l_dijon ;fr021l_poitiers ;fr007l_bordeaux ;fr025l_besancon ;fr023l_caen ;fr027l_ajaccio ;fr024l_limoges ;fr015l_rouen ;fr001l_paris ;fr003l_lyon ;at001l_wien ;at002l_graz ;at003l_linz ;at004l_salzburg ;at005l_innsbruck ;bg002l_plovdiv ;bg003l_varna ;bg004l_burgas ;bg006l_ruse ;bg007l_vidin ;bg005l_pleven ;bg001l_sofia ;bg501c_starazagora ;cy001l_lefkosia ;cz002l_brno ;cz003l_ostrava ;cz005l_usti_nad_labem ;cz006l_olomouc ;cz007l_liberec ;cz009l_hradec_kralove ;cz010l_pardubice ;cz011l_zlin ;cz014l_jihlava ;cz008l_ceske_budejovice ;cz004l_plzen ;cz013l_karlovyvary ;cz001l_praha ;de003l_munchen ;de004l_koln ;de009l_dresden ;de012l_bremen ;de013l_hannover ;de016l_wuppertal ;de017l_bielefeld ;de025l_darmstadt ;de026l_trier ;de029l_frankfurt_oder ;de035l_karlsruhe ;de036l_monchengladbach ;de011l_dusseldorf ; ;de005l_frankfurt_am_main ;de008l_leipzig ;de019l_magdeburg ;de031l_schwerin ;de042l_koblenz ;de030l_weimar ;de039l_kiel ;de032l_erfurt ;de034l_bonn ;de037l_mainz ;de020l_wiesbaden ;de027l_freiburg_im_breisgau ;de002l_hamburg ;de007l_stuttgart ;de014l_nurnberg ;de018l_halle_an_der_saale ;de021l_gottingen ;de028l_regensburg ;de033l_augsburg ;de001l_berlin ;de038l_essen ;dk001l_kobenhavn ;dk003l_odense ;dk002l_aarhus ;dk004l_aalborg ;ee001l_tallinn ;ee002l_tartu ;es003l_valencia ;es004l_sevilla ;es005l_zaragoza ;es008l_las_palmas ;es009l_valladolid ;es010l_palma_di_mallorca ; ;es020l_cordoba ;es022l_vigo ;es023l_gijon ;es015l_santander ;es021l_alicante ;es025l_santa_cruz_de_tenerife ;es006l_malaga ;es007l_murcia ;es011l_santiago_de_compostela ;es017l_badajoz ;es018l_logrono ;es012l_vitoria_gasteiz ;es014l_pamplona_iruna ;es013l_oviedo ;es016l_toledo ;es001l_madrid ;es002l_barcelona ;fi001l_helsinki ;fi002l_tampere ;fi004l_oulu ;fi003l_turku ;gr002l_thessaloniki ;gr003l_patrai ;gr004l_iraklion ;gr005l_larisa ;gr006l_volos ;gr007l_ioannina ;gr008l_kavala ;gr009l_kalamata ;gr001l_athina ;hu001l_budapest ;hu002l_miskolc ;hu004l_pecs ;hu005l_debrecen ;hu006l_szeged ;hu007l_gyor ;hu009l_szekesfehervar ;hu003l_nyiregyhaza ;hu008l_kecskemet ;ie004c_galway ;ie005c_waterford ;ie002l_cork ;ie001l_dublin ;ie003l_limerick ;it002l_milano ;it003l_napoli ;it004l_torino ;it005l_palermo ;it007l_firenze ;it015l_trieste ;it017l_ancona ;it019l_pescara ;it025l_reggio_di_calabria ;it029l_brescia ;it010l_catania ;it013l_cremona ;it014l_trento ;it021l_caserta ;it022l_taranto ;it024l_catanzaro ;it027l_cagliari ;it030l_modena ;it031l_foggia ;it008l_bari ;it011l_venezia ;it012l_verona ;it016l_perugia ;it028l_padova ;it032l_salerno ;it009l_bologna ;it018l_laquila ;it023l_potenza ;it020l_campobasso ;it006l_genova ;it026l_sassari ;it001l_roma ;lt001l_vilnius ;lt002l_kaunas ;lt003l_panevezys ;lu001l_luxembourg ;lv002l_liepaja ;lv001l_riga ;mt001l_valletta ;mt002l_gozo ;nl001l_sgravenhage ;nl002l_amsterdam ;nl003l_rotterdam ;nl004l_utrecht ;nl005l_eindhoven ;nl006l_tilburg ;nl007l_groningen ;nl012l_breda ;nl013l_nijmegen ;nl014l_apeldoorn ;nl008l_enschede ;nl009l_arnhem ;nl015l_leeuwarden ;nl010l_heerlen ;pl001l_warszawa ;pl002l_lodz ;pl003l_krakow ;pl005l_poznan ;pl009l_lublin ;pl013l_torun ;pl014l_olsztyn ;pl006l_gdansk ;pl012l_kielce ;pl025l_radom ;pl008l_bydgoszcz ;pl010l_katowice ;pl026l_plock ;pl028l_koszalin ;pl017l_gorzow_wielkopolski ;pl018l_zielona_gora ;pl022l_konin ;pl024l_czestochowa ;pl004l_wroclaw ;pl011l_bialystok ;pl027l_kalisz ;pl007l_szczecin ;pl019l_jelenia_gora ;pl016l_opole ;pl020l_nowy_sacz ;pl015l_rzeszow ;pl021l_suwalki ;pt005l_coimbra ;pt003l_braga ;pt001l_lisboa ;pt006l_setubal ;pt008l_aveiro ;pt009l_faro ;pt002l_oporto ;pt007l_ponta_delgada ;pt004l_funchal ;ro004l_craiova ;ro003l_timisoara ;ro002l_cluj_napoca ;ro001l_bucuresti ;ro005l_braila ;ro006l_oradea ;ro007l_bacau ;ro008l_arad ;ro009l_sibiu ;ro011l_piatra_neamt ;ro012l_calarasi ;ro013l_giurgiu ;ro014l_alba_iulia ;ro010l_targu_mures ;se004l_jonkoping ;se003l_malmo ;se008l_orebro ;se005l_umea ;se007l_linkoping ;se002l_goteborg ;se006l_uppsala ;se001l_stockholm ;si001l_ljubljana ;si002l_maribor ;sk005l_presov ;sk003l_banska_bystrica ;sk002l_kosice ;sk001l_bratislava ;sk004l_nitra ;sk007l_trnava ;sk008l_trencin ;sk006l_zilina ;uk010l_sheffield ;uk014l_leicester ;uk012l_belfast ;uk017l_cambridge ;uk027l_stoke_on_trent ;uk028l_wolverhampton ;uk029l_nottingham ;uk006l_liverpool ;uk007l_edinburgh ;uk015l_derry ;uk022l_wrexham ;uk024l_worcester ;uk025l_coventry ;uk002l_birmingham ;uk023l_portsmouth ;uk009l_cardiff ;uk026l_kingston_upon_hull ;uk004l_glasgow ;uk013l_newcastle_upon_tyne ;uk016l_aberdeen ;uk018l_exeter ;uk019l_lincoln ;uk011l_bristol ;uk001l_london ;uk008l_manchester ;uk201l_leeds 
0;0;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;NA;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;NA;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;NA;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;NA;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000
100;0,1;0.995249;0.996520;1.000000;0.914053;0.997371;0.993680;0.998647;0.991004;0.992672;0.957094;0.991086;0.804966;0.999090;0.923300;0.997371;0.999092;0.878261;0.954484;0.947325;0.833368;0.997371;0.985515;0.892303;0.391773;0.871975;0.995249;0.992307;0.919854;0.994568;0.997371;0.906907;0.988634;1.000000;0.767095;0.908376;0.845324;0.977683;0.930538;0.774965;0.993042;0.875540;0.816906;0.994140;0.894921;0.999493;0.974421;0.917164;0.919470;0.992663;0.776998;0.851469;NA;0.950080;0.688963;0.978171;0.999494;0.999103;0.747323;0.975447;0.876641;0.935704;0.939185;0.991561;0.606721;0.999035;1.000000;0.944582;0.998366;0.999889;0.679081;0.988883;0.913780;0.993222;0.997337;0.994847;0.989546;0.542184;0.823811;NA;0.930077;0.833027;0.961729;0.991006;0.995421;0.993200;0.931644;0.945031;0.971984;0.809225;0.933882;0.994972;0.934756;0.998476;0.996078;0.997640;0.996826;0.880168;1.000000;0.859660;0.997371;0.995249;0.943572;0.863224;0.997569;1.000000;0.793584;0.883833;0.870889;0.857659;0.868975;0.997037;0.995249;NA;0.999494;0.734985;0.743921;0.920005;0.950859;0.952162;0.509932;0.796463;0.936149;0.998805;0.994047;0.949729;0.998842;0.995691;0.999492;0.902206;0.999494;0.994127;0.995341;0.921510;0.733744;0.678935;0.997757;0.941821;0.858632;0.654673;0.894474;0.854542;0.888803;0.883370;0.997371;0.881661;0.993126;0.991041;0.713633;0.912560;0.999818;0.866252;0.804024;0.824264;0.947015;0.786520;0.986252;0.559220;1.000000;0.906249;0.997279;0.999493;0.990718;0.996469;0.843932;0.958791;0.922434;0.995655;0.919025;0.997025;0.989229;0.824610;0.645666;0.903299;0.977631;0.998112;1.000000;0.980131;0.771615;0.862428;0.997050;0.999493;0.702931;1.000000;0.880656;0.998615;0.766446;0.999195;0.994546;0.997738;0.915364;0.991754;0.973171;0.947817;0.883288;0.995452;0.993865;0.992521;0.998533;0.752351;0.937686;0.968472;0.934697;1.000000;0.995913;0.998349;0.998979;0.999219;0.999494;0.993868;0.999391;0.999387;0.998017;0.993126;0.977935;0.997371;0.966919;0.985766;0.992865;0.994161;0.997371;0.926278;0.949570;0.997371;0.888676;0.885991;0.990089;0.800036;0.926443;0.996728;1.000000;0.993127;0.990420;0.848091;0.999999;0.973345;0.993067;0.996999;0.885319;0.997569;0.918315;0.987092;0.996428;0.944470;0.889849;1.000001;0.792318;0.995065;0.989240;0.788125;0.997372;0.770947;0.914858;0.754290;0.993777;0.817827;0.995248;0.929920;0.950212;0.831412;0.917527;0.999288;0.534661;0.823871;0.888760;0.998909;0.956888;0.844288;1.000000;0.562176;0.694030;0.720518;0.938266;0.992736;0.925700;0.998731;0.948388;0.999669;0.930890;0.822683;0.995156;1.000000;0.857951;0.999225;0.993085;0.999611;0.960401;0.980186;0.961147;0.839299;1.000000;0.994656;1.000000;0.997371;0.988711;0.679031;0.991269;0.987520;0.997371;1.000000;0.998632;0.953537;0.838088;0.447076;0.999493;0.994717
200;0,2;0.995249;0.932525;1.000000;0.942962;0.997371;0.964916;0.975070;0.991005;0.884589;0.992886;0.953829;0.662669;0.982410;0.595776;0.997372;0.982301;0.961724;0.931891;0.960760;0.899646;0.997371;0.954934;0.913600;0.558864;0.868598;0.995249;0.975368;0.972564;0.982724;0.997372;0.969549;0.983543;1.000001;0.739665;0.983111;0.938122;0.819313;0.949107;0.763832;0.913600;0.682235;0.757501;0.973836;0.728037;0.999493;0.975855;0.906956;0.763551;0.984196;0.847568;0.925311;NA;0.900986;0.756358;0.931061;0.999493;0.992351;0.676354;0.770726;0.745703;0.801207;0.835558;0.885082;0.590695;0.982249;1.000001;0.867215;0.979795;0.998215;0.746974;0.988883;0.956976;0.955996;0.957041;0.950900;0.918846;0.796234;0.689323;NA;0.853590;0.845106;0.874241;0.874387;0.961620;0.920517;0.850937;0.935641;0.834060;0.631748;0.891897;0.951029;0.907924;0.979907;0.972416;0.960600;0.938054;0.882334;1.000000;0.782560;0.997371;0.995248;0.874853;0.895605;0.955478;1.000000;0.622988;0.977185;0.969508;0.676288;0.703539;0.956516;0.995249;NA;0.999493;0.810636;0.604139;0.987054;0.830425;0.864041;0.616157;0.860890;0.925830;0.976915;0.972053;0.961601;0.978699;0.929852;0.999493;0.849682;0.999493;0.897077;0.913577;0.874933;0.692787;0.675493;0.960834;0.911027;0.954855;0.705706;0.869781;0.954634;0.956329;0.959337;0.997371;0.948787;0.993126;0.948759;0.900394;0.934160;0.996460;0.880631;0.829612;0.807591;0.670701;0.880087;0.898326;0.652073;1.000000;0.971522;0.995588;0.999493;0.869032;0.927410;0.909685;0.806151;0.768060;0.960157;0.979162;0.951977;0.921699;0.921988;0.415122;0.891574;0.870802;0.972787;0.999999;0.971935;0.898300;0.967843;0.956525;0.999493;0.594167;1.000000;0.941714;0.978597;0.954671;0.987554;0.945533;0.967350;0.912039;0.855801;0.954471;0.802835;0.948560;0.912052;0.929641;0.908006;0.983335;0.791076;0.884903;0.974864;0.914924;1.000000;0.970559;0.968038;0.982141;0.994153;0.999493;0.890877;0.989319;0.989284;0.967627;0.993128;0.776552;0.997370;0.957611;0.843507;0.987784;0.896231;0.997370;0.873449;0.751339;0.997371;0.725526;0.817350;0.817875;0.779484;0.874109;0.951144;0.999999;0.993126;0.833424;0.855762;1.000000;0.822375;0.881642;0.941954;0.798392;0.960746;0.886818;0.877017;0.930751;0.873566;0.726850;0.999999;0.677389;0.991681;0.921482;0.702087;0.997371;0.799448;0.786930;0.863436;0.931235;0.773576;0.995249;0.831433;0.771444;0.824666;0.842650;0.995913;0.788768;0.869453;0.735136;0.988778;0.862457;0.916795;1.000000;0.448680;0.741750;0.850510;0.980472;0.858409;0.872623;0.975452;0.984052;0.994647;0.742697;0.878161;0.949522;1.000000;0.974333;0.985754;0.918719;0.992877;0.977047;0.964965;0.913509;0.667346;1.000000;0.902052;1.000000;0.997371;0.903120;0.704740;0.918520;0.963753;0.997372;1.000000;0.985128;0.959997;0.926545;0.525604;0.999494;0.911039
300;0,3;0.994729;0.801190;0.969343;0.924257;0.953560;0.898079;0.986983;0.980123;0.843515;0.989580;0.906656;0.725701;0.905313;0.541924;0.984844;0.901647;0.974627;0.880037;0.937080;0.965275;0.986880;0.882037;0.949566;0.713713;0.929096;0.989188;0.978497;0.992127;0.982884;0.999493;0.969731;0.820607;0.959500;0.656671;0.974750;0.979928;0.828325;0.825720;0.835333;0.858883;0.658179;0.760921;0.930722;0.778544;1.000000;0.981427;0.958062;0.680951;0.971347;0.870755;0.975490;NA;0.880980;0.803970;0.903836;0.911450;0.950765;0.624366;0.709027;0.762759;0.783934;0.749407;0.831395;0.527214;0.896596;0.991619;0.764443;0.925196;0.760511;0.785438;0.981616;0.988333;0.964068;0.950686;0.736151;0.846375;0.895002;0.624663;NA;0.770106;0.858836;0.785770;0.823965;0.874681;0.786698;0.864910;0.949602;0.789089;0.568972;0.878006;0.976595;0.876434;0.942216;0.920362;0.934098;0.898422;0.900746;0.991238;0.780270;0.993074;0.992887;0.901597;0.933443;0.928278;0.921898;0.617062;0.983913;0.995543;0.707589;0.684868;0.906618;0.914236;NA;1.000000;0.836204;0.474216;0.978785;0.705941;0.899035;0.638817;0.865248;0.859524;0.939305;0.973978;0.947399;0.828624;0.907684;0.970289;0.797023;1.000001;0.858805;0.820579;0.761469;0.727781;0.676375;0.890410;0.817052;0.972332;0.766294;0.929179;0.878813;0.985745;0.981111;0.963471;0.947857;1.000000;0.913859;0.931524;0.916239;0.947100;0.933289;0.924598;0.707762;0.579409;0.849971;0.922951;0.758454;0.990517;0.979947;0.962495;0.991040;0.829297;0.777349;0.856537;0.843637;0.676161;0.934997;0.979205;0.958420;0.945345;0.825444;0.307056;0.775390;0.826959;0.970417;0.992700;0.948710;0.923884;0.984662;0.892362;0.969170;0.635687;0.999493;0.964291;0.896470;0.973945;0.959954;0.931495;0.979486;0.930416;0.580844;0.948725;0.762606;0.965974;0.773998;0.781252;0.751664;0.947656;0.814882;0.871442;0.986180;0.925946;0.988338;0.934383;0.969402;0.894401;0.931223;1.000000;0.772046;0.898459;0.954874;0.880954;0.968886;0.824945;0.987492;0.889759;0.779263;0.857392;0.859256;0.978127;0.848998;0.755366;0.993340;0.676343;0.716658;0.756846;0.807279;0.743435;0.959455;0.920466;0.941960;0.745358;0.869852;0.981556;0.820549;0.724676;0.957189;0.767376;0.938501;0.913639;0.782689;0.907002;0.828245;0.613737;0.998219;0.645751;0.926827;0.964267;0.646183;0.926335;0.856827;0.704048;0.915356;0.865982;0.777378;0.973773;0.777153;0.695757;0.827366;0.822551;0.988840;0.740004;0.877046;0.801303;0.910229;0.903335;0.919255;0.983889;0.468994;0.798960;0.841266;0.973103;0.851675;0.831481;0.975141;0.959774;0.876487;0.626934;0.925677;0.964611;0.991784;0.986192;0.864930;0.904069;0.974033;0.974642;0.965951;0.895529;0.620512;0.991574;0.864800;1.000000;0.989373;0.884346;0.803214;0.916952;0.934977;0.999493;0.996214;0.969943;0.902658;0.882427;0.659735;1.000000;0.815396
400;0,4;0.986407;0.696538;0.947537;0.922122;0.944367;0.854310;0.992981;0.973345;0.862757;0.991023;0.883646;0.776739;0.878479;0.555026;0.966578;0.829641;0.969139;0.852937;0.928167;0.999999;0.952647;0.860722;0.950834;0.831412;0.971233;0.979031;0.965124;0.993489;0.979061;0.979316;0.966909;0.722330;0.939341;0.526722;0.965802;0.989152;0.849069;0.704470;0.862583;0.811620;0.702617;0.746265;0.906458;0.886262;0.992059;0.981952;0.982515;0.630381;0.965483;0.879567;0.991704;NA;0.870795;0.823040;0.852269;0.786927;0.927568;0.647838;0.721564;0.804855;0.786612;0.710242;0.822866;0.492730;0.787936;0.987618;0.697358;0.896687;0.602993;0.832677;0.974166;0.980506;0.939807;0.883135;0.550955;0.821588;0.933815;0.563984;NA;0.746872;0.861128;0.728853;0.834076;0.755785;0.709921;0.892907;0.949319;0.776311;0.541696;0.899496;0.995171;0.839432;0.920304;0.897201;0.919286;0.907222;0.872720;0.970355;0.803567;0.990210;0.979239;0.910235;0.958664;0.868921;0.824653;0.670896;0.979909;0.991886;0.793126;0.668058;0.842100;0.839204;NA;0.999188;0.816868;0.382307;0.934873;0.617089;0.935177;0.653016;0.872961;0.808424;0.817728;0.928132;0.927967;0.711922;0.894379;0.875236;0.762549;0.998656;0.839286;0.778262;0.675849;0.776195;0.681762;0.797826;0.715400;0.954034;0.827772;0.948881;0.790325;0.994597;0.981992;0.911910;0.920243;0.996220;0.925310;0.883457;0.898652;0.905612;0.971255;0.976852;0.636444;0.568970;0.842418;0.957458;0.812272;0.979637;0.948272;0.913383;0.990123;0.823213;0.675084;0.814032;0.915399;0.618351;0.939640;0.964257;0.968288;0.928953;0.730461;0.259332;0.624135;0.804837;0.939254;0.978399;0.910934;0.915364;0.950771;0.815674;0.937436;0.625358;0.998919;0.953363;0.809180;0.917899;0.931174;0.920902;0.971386;0.933876;0.397675;0.921671;0.746405;0.977012;0.613778;0.667113;0.640067;0.925141;0.829778;0.893372;0.959174;0.940098;0.962665;0.918001;0.954714;0.769881;0.894422;0.997834;0.718327;0.813122;0.930045;0.786452;0.935820;0.903020;0.945741;0.803802;0.773452;0.741211;0.818521;0.945349;0.831553;0.796815;0.956961;0.633799;0.680287;0.710794;0.863409;0.651370;0.974233;0.816136;0.885237;0.714254;0.905621;0.948149;0.838688;0.613801;0.956599;0.775439;0.850130;0.942496;0.700448;0.881860;0.798138;0.520132;0.988468;0.667826;0.842620;0.994569;0.648743;0.835350;0.899071;0.656136;0.923126;0.843127;0.821933;0.937196;0.746037;0.656403;0.851439;0.825079;0.985215;0.625633;0.841437;0.878434;0.837380;0.938339;0.864728;0.968083;0.520610;0.841949;0.827892;0.960042;0.849764;0.827689;0.947094;0.906908;0.832094;0.547596;0.953873;0.974404;0.986450;0.980643;0.746059;0.902557;0.962491;0.961493;0.964651;0.868861;0.610100;0.960665;0.875344;0.996977;0.981151;0.898357;0.834052;0.936696;0.928378;0.985402;0.973741;0.938717;0.853643;0.808119;0.763349;0.983453;0.732886
500;0,5;0.963925;0.649597;0.953798;0.965017;0.955078;0.855000;0.974445;0.972765;0.942695;0.999471;0.911511;0.748991;0.938812;0.564362;0.953346;0.777519;0.962791;0.881255;0.960842;0.999749;0.890805;0.928544;0.890337;0.905487;0.963416;0.976317;0.935337;0.981717;0.971363;0.932909;0.992603;0.770371;0.960454;0.348571;0.928146;0.964043;0.821303;0.648040;0.798038;0.764982;0.777276;0.691459;0.875912;0.988969;0.979806;0.955954;0.952603;0.602433;0.976862;0.898522;0.974226;NA;0.869848;0.817958;0.754246;0.628990;0.941096;0.769673;0.787349;0.831861;0.760652;0.738818;0.859620;0.511820;0.676895;0.984596;0.692728;0.897923;0.638582;0.872738;0.976752;0.951204;0.863348;0.721546;0.468701;0.860572;0.956099;0.483022;NA;0.812862;0.833820;0.717562;0.908938;0.609631;0.738039;0.904552;0.935696;0.772446;0.528699;0.960508;0.977648;0.800287;0.926090;0.876428;0.925265;0.960326;0.778930;0.930405;0.840158;0.988181;0.956796;0.864548;0.971952;0.761561;0.730441;0.756962;0.983658;0.971155;0.882310;0.596314;0.754992;0.808622;NA;0.995540;0.743756;0.338786;0.861115;0.586949;0.937874;0.684786;0.905336;0.792978;0.584462;0.800987;0.904583;0.688366;0.876925;0.690278;0.755674;0.992071;0.824429;0.788108;0.646812;0.807440;0.692066;0.692550;0.608118;0.912646;0.875111;0.880102;0.751061;0.975562;0.965569;0.844838;0.878283;0.988729;0.987363;0.782478;0.892872;0.898631;0.975227;0.954709;0.636194;0.598065;0.902705;0.964110;0.784453;0.972504;0.880779;0.856671;0.987750;0.837415;0.651787;0.826434;0.972736;0.574474;0.967876;0.929752;0.968723;0.821964;0.703101;0.252627;0.474290;0.800882;0.858456;0.959286;0.853209;0.900268;0.871929;0.731499;0.932747;0.488126;0.996305;0.909139;0.738603;0.808878;0.906742;0.903184;0.920471;0.909840;0.379530;0.860778;0.727460;0.987887;0.435726;0.629797;0.619122;0.927792;0.842440;0.955674;0.891840;0.956026;0.904025;0.935400;0.905793;0.605032;0.915582;0.991914;0.760912;0.765213;0.907877;0.710077;0.911586;0.942363;0.871446;0.711717;0.822905;0.701153;0.750378;0.904696;0.816598;0.819741;0.905883;0.549037;0.745482;0.646222;0.925571;0.633448;0.973253;0.706916;0.849627;0.736520;0.958934;0.899454;0.825727;0.591099;0.904730;0.818703;0.670183;0.968647;0.645591;0.827396;0.767268;0.435935;0.966205;0.739499;0.760862;0.983432;0.711503;0.736985;0.909167;0.629278;0.894590;0.887848;0.910372;0.889186;0.726558;0.627396;0.901524;0.841047;0.985357;0.527193;0.756224;0.885334;0.790469;0.911995;0.759415;0.959592;0.572019;0.877950;0.843550;0.946777;0.794163;0.867684;0.853457;0.846012;0.930864;0.488033;0.960649;0.963839;0.995191;0.993437;0.666724;0.896860;0.971732;0.943442;0.946096;0.824612;0.606910;0.914472;0.927550;0.991640;0.974398;0.941776;0.753386;0.973190;0.970911;0.950120;0.914483;0.896253;0.852054;0.743669;0.794001;0.943911;0.676134
600;0,6;0.980417;0.644465;0.898629;0.936829;0.930388;0.856159;0.848007;0.968561;0.937226;0.997963;0.849679;0.732985;0.915739;0.506921;0.833205;0.787552;0.970418;0.895488;0.961029;0.985216;0.861149;0.959052;0.811476;0.892727;0.934921;0.976092;0.931527;0.910599;0.946320;0.945683;0.986259;0.773913;0.929526;0.314080;0.878396;0.984817;0.874333;0.765479;0.868132;0.703860;0.793488;0.697733;0.869611;0.979642;0.896648;0.889737;0.900373;0.575988;0.983494;0.876011;0.926504;NA;0.827877;0.834475;0.698989;0.722065;0.905784;0.792069;0.770172;0.791893;0.757951;0.809662;0.881844;0.543679;0.692579;0.922692;0.717157;0.836564;0.712273;0.856544;0.942525;0.933376;0.898140;0.704444;0.447599;0.825124;0.946568;0.425191;NA;0.798958;0.882792;0.770088;0.953155;0.589327;0.743343;0.834315;0.905811;0.722205;0.506036;0.950207;0.856108;0.780263;0.925915;0.916365;0.929251;0.972567;0.798978;0.930238;0.805735;0.988047;0.926898;0.896895;0.975368;0.715312;0.799730;0.823343;0.983230;0.861267;0.866998;0.574555;0.791962;0.745552;NA;0.912024;0.706193;0.338253;0.769599;0.558093;0.913562;0.651429;0.895622;0.808626;0.514157;0.807455;0.921945;0.713177;0.914198;0.505662;0.740198;0.928805;0.783999;0.827456;0.636859;0.828086;0.670982;0.650655;0.582549;0.898290;0.793139;0.808983;0.746615;0.957152;0.974587;0.767726;0.827724;0.967496;0.990343;0.793538;0.811126;0.898422;0.959013;0.974687;0.667053;0.623681;0.907188;0.948346;0.770722;0.992039;0.825288;0.867301;0.921787;0.789702;0.664985;0.737403;0.977109;0.555249;0.960603;0.911592;0.876990;0.864199;0.703109;0.244431;0.406412;0.764810;0.893217;0.964799;0.753046;0.813454;0.773311;0.721474;0.857615;0.430181;0.991850;0.798707;0.781712;0.777811;0.809783;0.932786;0.901003;0.868563;0.397086;0.909554;0.656042;0.897139;0.426818;0.545748;0.538272;0.889920;0.820058;0.971300;0.899121;0.946934;0.900331;0.887930;0.874112;0.563085;0.913739;0.972439;0.684813;0.844052;0.822498;0.706742;0.945787;0.863993;0.757330;0.799889;0.849300;0.812541;0.717129;0.867005;0.838329;0.841514;0.934237;0.487311;0.784221;0.579826;0.932448;0.590874;0.978910;0.700484;0.871930;0.714514;0.921920;0.808318;0.855111;0.607152;0.823148;0.788523;0.604932;0.941272;0.605124;0.729295;0.672062;0.414940;0.961526;0.675399;0.692976;0.973572;0.788530;0.772475;0.849547;0.621315;0.850885;0.886456;0.873705;0.888860;0.638296;0.608562;0.906354;0.857831;0.995018;0.487645;0.726169;0.889604;0.703042;0.927567;0.665138;0.934203;0.591196;0.881949;0.805538;0.938385;0.829239;0.844508;0.720162;0.832694;0.878605;0.539042;0.960606;0.982205;0.984867;0.983931;0.610587;0.826103;0.973785;0.884493;0.859746;0.831882;0.597267;0.895124;0.921797;0.968302;0.967916;0.951087;0.776240;0.940539;0.971067;0.900719;0.958011;0.949671;0.918789;0.828211;0.823859;0.930479;0.752682
