dist;dist_km;indus_av;indus_stdev;count;10%quant;25%quant;50%quant;75%quant;90%quant
63200;63,2;0.017774;0.014081;283;0.004596;0.008740;0.014190;0.022955;0.034218
63300;63,3;0.017695;0.014037;283;0.004710;0.008592;0.013988;0.023105;0.034227
63400;63,4;0.017639;0.013972;283;0.004492;0.008393;0.013984;0.022985;0.034168
63500;63,5;0.017595;0.013943;284;0.004516;0.008084;0.013818;0.022636;0.034495
63600;63,6;0.017631;0.013936;282;0.004499;0.008176;0.013653;0.023257;0.034416
63700;63,7;0.017622;0.013893;281;0.004733;0.008142;0.013802;0.022997;0.033367
63800;63,8;0.017543;0.013851;281;0.004971;0.008032;0.013637;0.022517;0.033488
63900;63,9;0.017429;0.013842;281;0.004709;0.007948;0.013849;0.022836;0.033643
64000;64;0.017330;0.013794;282;0.004329;0.007942;0.013817;0.022623;0.032247
64100;64,1;0.017226;0.013761;281;0.004380;0.007973;0.013711;0.022704;0.031988
64200;64,2;0.017123;0.013680;280;0.004344;0.007758;0.013653;0.022714;0.031862
64300;64,3;0.016960;0.013545;281;0.004737;0.008017;0.013544;0.022570;0.031537
64400;64,4;0.016845;0.013444;281;0.004643;0.008154;0.013603;0.022311;0.030721
64500;64,5;0.016734;0.013376;281;0.004721;0.008063;0.013196;0.021916;0.030047
64600;64,6;0.016672;0.013308;280;0.004747;0.008055;0.012844;0.021488;0.030120
64700;64,7;0.016551;0.013239;280;0.004775;0.007815;0.012623;0.020724;0.030564
64800;64,8;0.016445;0.013158;279;0.004591;0.007851;0.012529;0.020663;0.031605
64900;64,9;0.016268;0.013044;280;0.004645;0.007835;0.012392;0.020299;0.031147
65000;65;0.016072;0.012959;281;0.004555;0.007801;0.012548;0.020331;0.030412
65100;65,1;0.015983;0.012869;280;0.004378;0.007845;0.012376;0.020343;0.029438
65200;65,2;0.015793;0.012826;281;0.004621;0.007798;0.012295;0.020462;0.029169
65300;65,3;0.015739;0.012789;280;0.004347;0.007786;0.012216;0.020470;0.029120
65400;65,4;0.015679;0.012736;280;0.004303;0.007673;0.012186;0.020252;0.028374
65500;65,5;0.015684;0.012698;279;0.004171;0.007667;0.012198;0.020519;0.028387
65600;65,6;0.015681;0.012705;278;0.004189;0.007667;0.012328;0.020777;0.027895
65700;65,7;0.015648;0.012701;278;0.004205;0.007815;0.012549;0.020258;0.027784
65800;65,8;0.015682;0.012668;277;0.004211;0.007979;0.012739;0.020355;0.028405
65900;65,9;0.015644;0.012618;278;0.004209;0.007795;0.012554;0.020344;0.028908
66000;66;0.015655;0.012587;278;0.004366;0.007812;0.012379;0.020074;0.028762
66100;66,1;0.015680;0.012555;278;0.004494;0.007751;0.012518;0.019969;0.028576
66200;66,2;0.015737;0.012525;277;0.004604;0.007705;0.012665;0.019686;0.029106
66300;66,3;0.015734;0.012482;277;0.004568;0.007561;0.012774;0.020331;0.029770
66400;66,4;0.015653;0.012452;278;0.004544;0.007665;0.012515;0.020316;0.029680
66500;66,5;0.015603;0.012387;277;0.004576;0.007676;0.012421;0.019807;0.029924
66600;66,6;0.015517;0.012312;277;0.004705;0.007582;0.012122;0.020034;0.029695
66700;66,7;0.015407;0.012233;277;0.004571;0.007514;0.011732;0.020157;0.029309
66800;66,8;0.015288;0.012156;277;0.004727;0.007141;0.011486;0.019460;0.029260
66900;66,9;0.015138;0.012092;278;0.004743;0.007122;0.011274;0.019155;0.028694
67000;67;0.015060;0.011998;278;0.004946;0.007076;0.011201;0.019307;0.028897
67100;67,1;0.014923;0.011872;277;0.004808;0.007097;0.011485;0.019312;0.028269
67200;67,2;0.014833;0.011764;277;0.004665;0.007111;0.011207;0.019356;0.028166
67300;67,3;0.014750;0.011689;277;0.004502;0.007060;0.011203;0.019257;0.028023
67400;67,4;0.014684;0.011637;277;0.004394;0.007091;0.011269;0.019152;0.027411
67500;67,5;0.014647;0.011589;277;0.004296;0.006988;0.011259;0.019562;0.027538
67600;67,6;0.014625;0.011553;277;0.004044;0.007151;0.011085;0.018921;0.027033
67700;67,7;0.014663;0.011496;276;0.004370;0.007055;0.011194;0.019690;0.026988
67800;67,8;0.014671;0.011461;276;0.004279;0.006874;0.011169;0.019836;0.026908
67900;67,9;0.014672;0.011434;276;0.004245;0.006736;0.011368;0.019769;0.026771
68000;68;0.014689;0.011421;275;0.004234;0.006575;0.011584;0.019854;0.026708
68100;68,1;0.014711;0.011405;274;0.004204;0.006664;0.011676;0.019848;0.026743
68200;68,2;0.014681;0.011388;274;0.004090;0.006785;0.011768;0.019630;0.026767
68300;68,3;0.014725;0.011374;272;0.004163;0.006832;0.011646;0.019135;0.026802
68400;68,4;0.014694;0.011363;272;0.004203;0.006775;0.011575;0.018759;0.027363
68500;68,5;0.014659;0.011352;272;0.003973;0.006513;0.011543;0.018480;0.027615
68600;68,6;0.014586;0.011356;273;0.003559;0.006337;0.011764;0.018351;0.027698
68700;68,7;0.014549;0.011345;273;0.003732;0.006365;0.011930;0.018191;0.027780
68800;68,8;0.014516;0.011250;273;0.003717;0.006613;0.011879;0.018416;0.027862
68900;68,9;0.014451;0.011135;273;0.003778;0.006786;0.012141;0.017760;0.028394
69000;69;0.014434;0.011031;272;0.003851;0.006573;0.011855;0.017627;0.028389
69100;69,1;0.014389;0.010934;272;0.003786;0.006597;0.012274;0.017621;0.028499
69200;69,2;0.014366;0.010858;272;0.003591;0.006366;0.012068;0.018001;0.028610
69300;69,3;0.014333;0.010775;272;0.003527;0.006267;0.012130;0.018057;0.029056
69400;69,4;0.014265;0.010714;273;0.003434;0.006486;0.012125;0.018339;0.028844
69500;69,5;0.014320;0.010688;271;0.003777;0.006468;0.012224;0.018332;0.028681
69600;69,6;0.014298;0.010665;271;0.003729;0.006467;0.012024;0.018229;0.028578
69700;69,7;0.014289;0.010655;271;0.003926;0.006712;0.012032;0.018117;0.028551
69800;69,8;0.014308;0.010641;271;0.003800;0.006713;0.011968;0.018190;0.029085
69900;69,9;0.014340;0.010611;271;0.003918;0.006739;0.012039;0.018349;0.029563
70000;70;0.014326;0.010554;272;0.004094;0.006810;0.012013;0.018390;0.029289
70100;70,1;0.014362;0.010492;271;0.004003;0.006891;0.011853;0.018750;0.028396
70200;70,2;0.014351;0.010468;271;0.004034;0.006639;0.011830;0.018888;0.029010
70300;70,3;0.014318;0.010464;271;0.004104;0.006577;0.011826;0.018909;0.029064
70400;70,4;0.014256;0.010466;270;0.004078;0.006725;0.011240;0.019060;0.028231
70500;70,5;0.014234;0.010429;270;0.003925;0.006680;0.011429;0.019018;0.028135
70600;70,6;0.014220;0.010391;270;0.003900;0.006741;0.011183;0.019246;0.028283
70700;70,7;0.014210;0.010350;270;0.003857;0.006908;0.011232;0.019244;0.028183
70800;70,8;0.014198;0.010331;270;0.003762;0.006995;0.011468;0.018704;0.027884
70900;70,9;0.014178;0.010354;269;0.003900;0.006822;0.011109;0.018227;0.028499
71000;71;0.014127;0.010370;269;0.003643;0.006876;0.011253;0.018283;0.028324
71100;71,1;0.014100;0.010394;269;0.003459;0.007012;0.011183;0.018175;0.028583
71200;71,2;0.014150;0.010404;268;0.003775;0.007090;0.011235;0.017702;0.028842
71300;71,3;0.014150;0.010417;268;0.003743;0.007012;0.011346;0.017751;0.029101
71400;71,4;0.014119;0.010480;269;0.003676;0.006877;0.011087;0.017799;0.029272
71500;71,5;0.014168;0.010535;269;0.003480;0.006942;0.011061;0.017848;0.029568
71600;71,6;0.014251;0.010564;268;0.003548;0.006919;0.011277;0.018169;0.029864
71700;71,7;0.014261;0.010579;268;0.003473;0.006763;0.011203;0.018420;0.030275
71800;71,8;0.014249;0.010573;268;0.003640;0.006856;0.011212;0.018080;0.030456
71900;71,9;0.014241;0.010560;268;0.003685;0.006747;0.011204;0.018379;0.030486
72000;72;0.014219;0.010541;268;0.003342;0.006910;0.010952;0.018197;0.030231
72100;72,1;0.014192;0.010526;268;0.003145;0.006841;0.011098;0.018139;0.029479
72200;72,2;0.014151;0.010506;268;0.003097;0.006660;0.011189;0.018188;0.029709
72300;72,3;0.014091;0.010494;268;0.003040;0.006727;0.011490;0.018007;0.030205
72400;72,4;0.014119;0.010478;266;0.003100;0.006712;0.011660;0.017716;0.029745
72500;72,5;0.014073;0.010444;266;0.003142;0.006689;0.011447;0.017266;0.030086
72600;72,6;0.014037;0.010390;266;0.003203;0.006752;0.011424;0.017162;0.029498
72700;72,7;0.013989;0.010336;266;0.003355;0.006804;0.011346;0.017615;0.029636
72800;72,8;0.013953;0.010280;265;0.003413;0.006840;0.011308;0.017571;0.029430
72900;72,9;0.013849;0.010191;264;0.003442;0.006651;0.011272;0.017485;0.028815
73000;73;0.013765;0.010055;265;0.003350;0.006336;0.011286;0.018082;0.028584
73100;73,1;0.013632;0.009948;264;0.003500;0.006218;0.011081;0.018023;0.028273
73200;73,2;0.013525;0.009822;264;0.003334;0.006256;0.010846;0.017989;0.027877
73300;73,3;0.013447;0.009727;264;0.002967;0.006205;0.011026;0.017664;0.027652
73400;73,4;0.013371;0.009681;264;0.003223;0.005912;0.011243;0.017279;0.027545
73500;73,5;0.013325;0.009630;264;0.003184;0.005930;0.011308;0.016994;0.027325
73600;73,6;0.013313;0.009603;263;0.002835;0.005882;0.011460;0.017220;0.027509
73700;73,7;0.013270;0.009558;263;0.003021;0.005916;0.011211;0.017421;0.027379
73800;73,8;0.013243;0.009509;263;0.003259;0.006139;0.010833;0.017688;0.027020
73900;73,9;0.013239;0.009466;263;0.003422;0.006132;0.011033;0.017418;0.027080
74000;74;0.013238;0.009448;263;0.003370;0.006663;0.010976;0.017734;0.026927
74100;74,1;0.013230;0.009450;263;0.003224;0.006784;0.011219;0.017567;0.026481
74200;74,2;0.013238;0.009471;263;0.003108;0.006716;0.010988;0.017414;0.026750
74300;74,3;0.013250;0.009501;263;0.003017;0.006553;0.010707;0.017772;0.026761
74400;74,4;0.013258;0.009510;263;0.003087;0.006358;0.010920;0.017405;0.026281
74500;74,5;0.013215;0.009483;264;0.002761;0.006145;0.010682;0.017700;0.025972
74600;74,6;0.013204;0.009430;264;0.002762;0.006353;0.011038;0.017800;0.025516
74700;74,7;0.013221;0.009378;263;0.002959;0.006619;0.011121;0.017904;0.024690
74800;74,8;0.013196;0.009342;263;0.002815;0.006588;0.011100;0.018132;0.024712
74900;74,9;0.013153;0.009301;263;0.003065;0.006543;0.011042;0.017881;0.025078
75000;75;0.013076;0.009263;263;0.003256;0.006384;0.011040;0.017339;0.025470
75100;75,1;0.012981;0.009237;263;0.003141;0.006359;0.010809;0.017333;0.025407
75200;75,2;0.012866;0.009222;263;0.003126;0.006366;0.010621;0.017560;0.025261
75300;75,3;0.012738;0.009197;263;0.003311;0.006334;0.010687;0.017345;0.025136
75400;75,4;0.012639;0.009201;263;0.003103;0.006095;0.010274;0.017198;0.025131
75500;75,5;0.012544;0.009222;263;0.003080;0.006087;0.010415;0.017237;0.024157
75600;75,6;0.012461;0.009225;263;0.003137;0.006024;0.010143;0.016838;0.023375
75700;75,7;0.012411;0.009234;263;0.002919;0.005924;0.009956;0.016424;0.023588
75800;75,8;0.012388;0.009248;263;0.002988;0.005824;0.010106;0.016258;0.024007
75900;75,9;0.012410;0.009280;262;0.003008;0.005735;0.010087;0.016416;0.024585
76000;76;0.012396;0.009306;262;0.003000;0.005755;0.009988;0.016391;0.024744
76100;76,1;0.012377;0.009323;261;0.003023;0.005699;0.009940;0.016193;0.024315
76200;76,2;0.012342;0.009353;261;0.003096;0.005679;0.010054;0.015662;0.024726
76300;76,3;0.012321;0.009398;261;0.003019;0.005586;0.009974;0.015924;0.024728
76400;76,4;0.012312;0.009454;261;0.002912;0.005509;0.009929;0.015727;0.025231
76500;76,5;0.012312;0.009509;261;0.002822;0.005470;0.010022;0.015656;0.025290
76600;76,6;0.012309;0.009524;261;0.002876;0.005457;0.009837;0.016024;0.025735
76700;76,7;0.012307;0.009483;261;0.002819;0.005561;0.009893;0.015969;0.025855
76800;76,8;0.012298;0.009418;261;0.002804;0.005468;0.010195;0.016175;0.026184
76900;76,9;0.012295;0.009359;261;0.002803;0.005728;0.010042;0.016369;0.025001
77000;77;0.012302;0.009300;261;0.002747;0.005817;0.010103;0.016272;0.024304
77100;77,1;0.012288;0.009227;261;0.002715;0.005700;0.010014;0.016319;0.024273
77200;77,2;0.012276;0.009163;261;0.002539;0.005793;0.009824;0.016398;0.024220
77300;77,3;0.012261;0.009109;261;0.002551;0.005643;0.010081;0.016699;0.023658
77400;77,4;0.012233;0.009074;261;0.002654;0.005879;0.010005;0.016720;0.023926
77500;77,5;0.012203;0.009044;261;0.002708;0.005910;0.010025;0.016572;0.023911
77600;77,6;0.012186;0.009021;261;0.002602;0.005694;0.010299;0.016567;0.023895
77700;77,7;0.012219;0.009007;260;0.002574;0.005566;0.010204;0.016782;0.024085
77800;77,8;0.012139;0.008971;261;0.002718;0.005336;0.010063;0.016382;0.024286
77900;77,9;0.012133;0.008907;260;0.002808;0.005438;0.010350;0.016354;0.023847
78000;78;0.012076;0.008883;261;0.002593;0.005577;0.010065;0.016362;0.023486
78100;78,1;0.012127;0.008863;260;0.002418;0.005595;0.010344;0.016363;0.023728
78200;78,2;0.012166;0.008874;260;0.002494;0.005459;0.010400;0.016139;0.023483
78300;78,3;0.012188;0.008922;259;0.002611;0.005409;0.010417;0.016015;0.024124
78400;78,4;0.012241;0.008983;259;0.002796;0.005549;0.010476;0.015950;0.024757
78500;78,5;0.012332;0.009026;260;0.002564;0.005619;0.010451;0.015980;0.024652
78600;78,6;0.012348;0.009069;259;0.002467;0.005697;0.010468;0.015634;0.025273
78700;78,7;0.012385;0.009090;259;0.002559;0.005687;0.010757;0.015655;0.025601
78800;78,8;0.012414;0.009091;259;0.002758;0.005962;0.010767;0.015910;0.025475
78900;78,9;0.012416;0.009105;259;0.002980;0.006049;0.010581;0.016097;0.025350
79000;79;0.012410;0.009112;259;0.002985;0.006134;0.010535;0.015962;0.024760
79100;79,1;0.012398;0.009120;259;0.002881;0.006194;0.010403;0.016144;0.024401
79200;79,2;0.012369;0.009106;259;0.002789;0.006128;0.010223;0.015958;0.024387
79300;79,3;0.012379;0.009073;258;0.002865;0.006031;0.010181;0.016047;0.023616
79400;79,4;0.012333;0.009040;258;0.003065;0.005949;0.010089;0.015718;0.023233
79500;79,5;0.012235;0.009033;258;0.003012;0.005645;0.010183;0.015592;0.023080
79600;79,6;0.012169;0.008985;258;0.002950;0.005785;0.010109;0.015460;0.023155
79700;79,7;0.012154;0.008907;258;0.003161;0.005841;0.010177;0.015537;0.023405
79800;79,8;0.012099;0.008863;258;0.003198;0.005894;0.010246;0.015591;0.023572
79900;79,9;0.012048;0.008831;258;0.002966;0.005911;0.010261;0.015432;0.023447
80000;80;0.011993;0.008821;258;0.003094;0.005896;0.010025;0.014816;0.023323
80100;80,1;0.011973;0.008850;258;0.002895;0.005731;0.009983;0.015033;0.023199
80200;80,2;0.011984;0.008881;257;0.002680;0.005553;0.010061;0.015330;0.023143
80300;80,3;0.011989;0.008901;257;0.002911;0.005798;0.010336;0.015147;0.024298
80400;80,4;0.011978;0.008904;257;0.002998;0.005770;0.010391;0.015013;0.023804
80500;80,5;0.011940;0.008882;257;0.002925;0.005640;0.010278;0.014941;0.023969
80600;80,6;0.011908;0.008857;257;0.002629;0.005435;0.010216;0.014846;0.024639
80700;80,7;0.011877;0.008833;257;0.002625;0.005413;0.010258;0.015020;0.024709
80800;80,8;0.011853;0.008823;257;0.002857;0.005405;0.010280;0.015134;0.024584
80900;80,9;0.011813;0.008778;257;0.002769;0.005329;0.010031;0.015138;0.023692
81000;81;0.011778;0.008720;257;0.002855;0.005255;0.009813;0.015075;0.024083
81100;81,1;0.011729;0.008661;257;0.002941;0.005272;0.009937;0.015221;0.023578
81200;81,2;0.011685;0.008606;257;0.002692;0.005007;0.009830;0.015575;0.023171
81300;81,3;0.011644;0.008576;257;0.002684;0.004846;0.009713;0.015603;0.022620
81400;81,4;0.011609;0.008571;257;0.002698;0.005056;0.009595;0.016011;0.021532
81500;81,5;0.011561;0.008579;257;0.002739;0.005019;0.009605;0.015958;0.021853
81600;81,6;0.011511;0.008601;257;0.002596;0.004975;0.009675;0.016093;0.022099
81700;81,7;0.011443;0.008609;257;0.002596;0.004863;0.009676;0.015950;0.022472
81800;81,8;0.011367;0.008556;257;0.002566;0.004948;0.009610;0.015585;0.022741
81900;81,9;0.011313;0.008515;257;0.002579;0.005039;0.009557;0.015389;0.022401
82000;82;0.011282;0.008501;257;0.002356;0.004911;0.009588;0.015087;0.022062
82100;82,1;0.011289;0.008510;257;0.002434;0.004908;0.009371;0.015084;0.021332
82200;82,2;0.011309;0.008530;257;0.002539;0.004900;0.009426;0.014960;0.021640
82300;82,3;0.011360;0.008581;256;0.002668;0.004747;0.009409;0.015190;0.021949
82400;82,4;0.011399;0.008633;255;0.002612;0.005043;0.009565;0.015117;0.022173
82500;82,5;0.011388;0.008654;255;0.002660;0.005071;0.009484;0.015063;0.022004
82600;82,6;0.011352;0.008654;256;0.002686;0.004988;0.009281;0.014904;0.021831
82700;82,7;0.011368;0.008637;256;0.002836;0.004939;0.009270;0.015045;0.022182
82800;82,8;0.011406;0.008604;255;0.002892;0.005083;0.009240;0.014966;0.022278
82900;82,9;0.011416;0.008610;255;0.002894;0.005024;0.009268;0.015031;0.022613
83000;83;0.011421;0.008617;255;0.002808;0.005033;0.009219;0.015075;0.023056
83100;83,1;0.011416;0.008623;255;0.002758;0.005038;0.009503;0.015143;0.023586
83200;83,2;0.011408;0.008613;255;0.002689;0.005145;0.009458;0.015149;0.023774
83300;83,3;0.011403;0.008612;255;0.002629;0.005189;0.009407;0.015116;0.023785
83400;83,4;0.011433;0.008609;254;0.002593;0.005137;0.009162;0.015033;0.023727
83500;83,5;0.011401;0.008615;254;0.002527;0.005099;0.009063;0.015058;0.023729
83600;83,6;0.011397;0.008616;253;0.002575;0.005048;0.008912;0.014944;0.023520
83700;83,7;0.011398;0.008613;252;0.002348;0.005070;0.008950;0.014812;0.023186
83800;83,8;0.011373;0.008612;252;0.002436;0.005111;0.008921;0.015052;0.023006
83900;83,9;0.011366;0.008624;252;0.002705;0.005029;0.008916;0.015250;0.023601
84000;84;0.011348;0.008648;252;0.002614;0.005006;0.008978;0.014809;0.023073
84100;84,1;0.011328;0.008701;252;0.002384;0.004891;0.009336;0.014972;0.022481
84200;84,2;0.011319;0.008745;252;0.002384;0.004726;0.009131;0.015042;0.022286
84300;84,3;0.011316;0.008785;252;0.002558;0.004819;0.009032;0.015010;0.022958
84400;84,4;0.011313;0.008810;252;0.002635;0.004755;0.009191;0.014971;0.023284
84500;84,5;0.011305;0.008825;252;0.002659;0.004700;0.009175;0.014896;0.022690
84600;84,6;0.011319;0.008876;251;0.002557;0.004698;0.009141;0.015008;0.022655
84700;84,7;0.011314;0.008949;251;0.002594;0.004898;0.009054;0.015032;0.023021
84800;84,8;0.011311;0.009035;250;0.002438;0.004966;0.008956;0.015037;0.023025
84900;84,9;0.011286;0.009077;250;0.002510;0.004889;0.008559;0.014830;0.023493
85000;85;0.011210;0.009136;251;0.002500;0.004892;0.008476;0.014998;0.023309
85100;85,1;0.011228;0.009192;249;0.002362;0.004863;0.008487;0.015363;0.023434
85200;85,2;0.011203;0.009215;249;0.002359;0.004973;0.008428;0.014953;0.023295
85300;85,3;0.011171;0.009176;249;0.002482;0.004780;0.008535;0.014449;0.023452
85400;85,4;0.011146;0.009106;249;0.002574;0.004725;0.008411;0.014490;0.022995
85500;85,5;0.011112;0.009053;249;0.002507;0.004577;0.008487;0.014521;0.022943
85600;85,6;0.011082;0.008995;249;0.002377;0.004589;0.008776;0.014504;0.023579
85700;85,7;0.011046;0.008945;249;0.002425;0.004503;0.008920;0.014453;0.023230
85800;85,8;0.011040;0.008965;249;0.002367;0.004544;0.008840;0.014100;0.023050
85900;85,9;0.011034;0.009000;249;0.002181;0.004569;0.008597;0.014163;0.022918
86000;86;0.011040;0.009091;249;0.002101;0.004495;0.008545;0.014394;0.023377
86100;86,1;0.011075;0.009227;247;0.002094;0.004218;0.008609;0.014427;0.022738
86200;86,2;0.011108;0.009336;247;0.002014;0.004174;0.008874;0.015241;0.023064
86300;86,3;0.011143;0.009456;247;0.002100;0.004243;0.008677;0.015585;0.023207
86400;86,4;0.011159;0.009522;247;0.002158;0.004147;0.008670;0.015537;0.023021
86500;86,5;0.011191;0.009555;246;0.002285;0.004119;0.008685;0.015466;0.021954
86600;86,6;0.011177;0.009570;246;0.002250;0.004084;0.008867;0.015221;0.021166
86700;86,7;0.011150;0.009564;246;0.002261;0.004373;0.008751;0.015173;0.021762
86800;86,8;0.011103;0.009558;247;0.002324;0.004369;0.008837;0.014872;0.021472
86900;86,9;0.011089;0.009585;247;0.002243;0.004407;0.008679;0.014834;0.022342
87000;87;0.011074;0.009616;247;0.002138;0.004419;0.008465;0.015118;0.023211
87100;87,1;0.011052;0.009645;247;0.002115;0.004494;0.008143;0.015122;0.022736
87200;87,2;0.011021;0.009656;247;0.002252;0.004332;0.008128;0.015269;0.021693
87300;87,3;0.011007;0.009631;247;0.002446;0.004177;0.007781;0.015266;0.022181
87400;87,4;0.010987;0.009607;247;0.002565;0.004218;0.007855;0.014827;0.021434
87500;87,5;0.010967;0.009557;247;0.002491;0.004158;0.008004;0.014709;0.021663
87600;87,6;0.010944;0.009531;247;0.002398;0.004126;0.008107;0.014171;0.022026
87700;87,7;0.010947;0.009508;246;0.002306;0.004216;0.008230;0.013988;0.022557
87800;87,8;0.010921;0.009497;246;0.002213;0.004269;0.007941;0.014001;0.022640
87900;87,9;0.010892;0.009477;246;0.002160;0.004360;0.007576;0.014340;0.022443
88000;88;0.010901;0.009434;245;0.002027;0.004464;0.007932;0.014258;0.022653
88100;88,1;0.010884;0.009386;245;0.002026;0.004390;0.007966;0.014194;0.023378
88200;88,2;0.010889;0.009359;245;0.001963;0.004351;0.008138;0.014157;0.023816
88300;88,3;0.010917;0.009331;244;0.001979;0.004379;0.008254;0.013939;0.023664
88400;88,4;0.010911;0.009256;244;0.002122;0.004376;0.008376;0.013832;0.023513
88500;88,5;0.010907;0.009168;244;0.002248;0.004221;0.008238;0.014059;0.023010
88600;88,6;0.010896;0.009111;244;0.002344;0.004308;0.008219;0.014242;0.022821
88700;88,7;0.010858;0.009075;244;0.002400;0.004147;0.008640;0.014448;0.022120
88800;88,8;0.010846;0.009039;243;0.002448;0.004060;0.008476;0.014377;0.022301
88900;88,9;0.010837;0.008977;242;0.002259;0.004183;0.008423;0.014397;0.022655
89000;89;0.010845;0.008949;241;0.002292;0.004196;0.008436;0.014555;0.022954
89100;89,1;0.010820;0.008947;240;0.002154;0.004117;0.008004;0.014644;0.021879
89200;89,2;0.010831;0.008885;241;0.002283;0.004217;0.008338;0.015203;0.022150
89300;89,3;0.010773;0.008838;240;0.002413;0.004304;0.008103;0.014968;0.022387
89400;89,4;0.010739;0.008791;240;0.002450;0.004153;0.008220;0.015016;0.022057
89500;89,5;0.010738;0.008781;240;0.002384;0.004212;0.008045;0.014833;0.021492
89600;89,6;0.010744;0.008796;240;0.002474;0.004259;0.008082;0.014650;0.021071
89700;89,7;0.010761;0.008823;240;0.002534;0.004257;0.008168;0.014338;0.020992
89800;89,8;0.010822;0.008894;239;0.002442;0.004263;0.008073;0.014335;0.022150
89900;89,9;0.010826;0.008969;239;0.002415;0.004287;0.007814;0.014100;0.022882
90000;90;0.010836;0.009042;239;0.002350;0.004012;0.007984;0.014616;0.022493
90100;90,1;0.010840;0.009115;239;0.002289;0.003872;0.007864;0.014522;0.022765
90200;90,2;0.010838;0.009150;239;0.002228;0.004057;0.007866;0.014725;0.022036
90300;90,3;0.010840;0.009186;239;0.002177;0.004232;0.008043;0.014780;0.022685
90400;90,4;0.010833;0.009251;239;0.002221;0.004202;0.008300;0.014834;0.022548
90500;90,5;0.010825;0.009343;238;0.002230;0.004073;0.008323;0.014889;0.022200
90600;90,6;0.010808;0.009386;238;0.002108;0.004146;0.008222;0.014931;0.022581
90700;90,7;0.010802;0.009420;238;0.002129;0.004106;0.008145;0.014667;0.022836
90800;90,8;0.010787;0.009439;238;0.002290;0.003978;0.008075;0.014715;0.023090
90900;90,9;0.010748;0.009402;238;0.002407;0.003907;0.007945;0.014787;0.023345
91000;91;0.010706;0.009374;238;0.002326;0.003954;0.007744;0.014724;0.024039
91100;91,1;0.010679;0.009362;237;0.002333;0.003990;0.007706;0.014624;0.024036
91200;91,2;0.010605;0.009341;237;0.002296;0.003993;0.007532;0.014563;0.023474
91300;91,3;0.010551;0.009337;237;0.002246;0.003936;0.007630;0.014538;0.022912
91400;91,4;0.010490;0.009338;237;0.002034;0.003735;0.007511;0.014201;0.022606
91500;91,5;0.010459;0.009320;236;0.001954;0.003668;0.007577;0.013946;0.022301
91600;91,6;0.010396;0.009246;236;0.002052;0.003515;0.007490;0.013556;0.022340
91700;91,7;0.010335;0.009178;236;0.001892;0.003764;0.007529;0.013541;0.022050
91800;91,8;0.010328;0.009144;235;0.001967;0.003884;0.007649;0.013202;0.022230
91900;91,9;0.010294;0.009102;235;0.001923;0.003905;0.007769;0.013136;0.022155
92000;92;0.010251;0.009025;235;0.001835;0.003907;0.007792;0.013017;0.021886
92100;92,1;0.010202;0.008954;235;0.001838;0.003728;0.007461;0.012860;0.021661
92200;92,2;0.010178;0.008933;234;0.001878;0.003570;0.007377;0.012786;0.021862
92300;92,3;0.010119;0.008910;234;0.001899;0.003546;0.007263;0.012919;0.021585
92400;92,4;0.010056;0.008827;234;0.002103;0.003625;0.006999;0.013064;0.021482
92500;92,5;0.009989;0.008728;234;0.001894;0.003752;0.007151;0.013040;0.021223
92600;92,6;0.009954;0.008635;233;0.001880;0.003880;0.007131;0.012849;0.021399
92700;92,7;0.009893;0.008553;233;0.001895;0.003862;0.007040;0.013097;0.021644
92800;92,8;0.009841;0.008496;233;0.001829;0.003783;0.007115;0.012721;0.021219
92900;92,9;0.009800;0.008434;233;0.001899;0.003794;0.007108;0.012531;0.020724
93000;93;0.009784;0.008376;233;0.001969;0.003804;0.007353;0.012618;0.020378
93100;93,1;0.009770;0.008319;233;0.001905;0.003801;0.007577;0.012568;0.020790
93200;93,2;0.009756;0.008260;233;0.001812;0.003825;0.007617;0.012515;0.020916
93300;93,3;0.009792;0.008207;232;0.001920;0.003811;0.007474;0.012464;0.021412
93400;93,4;0.009791;0.008156;232;0.001850;0.003739;0.007761;0.012395;0.022000
93500;93,5;0.009789;0.008105;232;0.001885;0.003723;0.007756;0.012551;0.022249
93600;93,6;0.009795;0.008059;232;0.001833;0.003733;0.008029;0.012733;0.022089
93700;93,7;0.009806;0.008025;232;0.001767;0.003872;0.007679;0.012794;0.022382
93800;93,8;0.009796;0.007978;232;0.001784;0.003851;0.007463;0.012555;0.022584
93900;93,9;0.009777;0.007955;232;0.001767;0.003754;0.007548;0.012189;0.022315
94000;94;0.009771;0.007959;232;0.001668;0.003786;0.007607;0.012168;0.021988
94100;94,1;0.009751;0.007939;232;0.001445;0.003876;0.007605;0.012466;0.022007
94200;94,2;0.009712;0.007896;232;0.001540;0.003925;0.007544;0.012797;0.022027
94300;94,3;0.009667;0.007858;232;0.001424;0.003871;0.007518;0.012673;0.022046
94400;94,4;0.009624;0.007818;232;0.001419;0.004005;0.007513;0.012601;0.021646
94500;94,5;0.009582;0.007787;232;0.001369;0.004026;0.007393;0.012500;0.020876
94600;94,6;0.009537;0.007748;232;0.001373;0.003899;0.007258;0.012612;0.020478
94700;94,7;0.009503;0.007716;232;0.001679;0.003887;0.007460;0.012622;0.020137
94800;94,8;0.009467;0.007683;232;0.001565;0.003873;0.007459;0.012730;0.019634
94900;94,9;0.009418;0.007639;232;0.001565;0.003693;0.007328;0.012584;0.019547
