dist;dist_km;indus_av;indus_stdev;count;10%quant;25%quant;50%quant;75%quant;90%quant
31400;31,4;0.064607;0.033315;302;0.025511;0.040762;0.059493;0.084484;0.109300
31500;31,5;0.064420;0.033187;302;0.025040;0.040185;0.059066;0.085935;0.109097
31600;31,6;0.064197;0.033106;302;0.024536;0.040439;0.058549;0.084567;0.109099
31700;31,7;0.063921;0.033062;302;0.024236;0.040795;0.058332;0.082783;0.109896
31800;31,8;0.063626;0.033045;302;0.023718;0.040547;0.057444;0.083645;0.108821
31900;31,9;0.063318;0.032967;302;0.023659;0.040043;0.056925;0.082437;0.108760
32000;32;0.062934;0.032823;302;0.023196;0.040107;0.056489;0.081998;0.108646
32100;32,1;0.062591;0.032718;302;0.023384;0.039514;0.056368;0.081056;0.108249
32200;32,2;0.062305;0.032617;302;0.024034;0.038804;0.056465;0.080327;0.107088
32300;32,3;0.062039;0.032532;302;0.022881;0.038785;0.056929;0.078938;0.107131
32400;32,4;0.061780;0.032499;302;0.022591;0.038003;0.056958;0.079120;0.105784
32500;32,5;0.061403;0.032434;302;0.023047;0.037541;0.056679;0.078186;0.104964
32600;32,6;0.060926;0.032256;302;0.022013;0.037796;0.055691;0.078308;0.104398
32700;32,7;0.060421;0.032003;302;0.021848;0.038140;0.054962;0.078779;0.103659
32800;32,8;0.059959;0.031782;302;0.022056;0.038353;0.054064;0.078624;0.102540
32900;32,9;0.059428;0.031528;302;0.022296;0.037972;0.053598;0.078500;0.101442
33000;33;0.058876;0.031237;302;0.022348;0.037625;0.052728;0.076894;0.099387
33100;33,1;0.058347;0.031001;302;0.022369;0.036975;0.051932;0.074733;0.099595
33200;33,2;0.057838;0.030717;302;0.021387;0.036279;0.051710;0.074049;0.098714
33300;33,3;0.057349;0.030464;302;0.020579;0.035135;0.051541;0.073278;0.097576
33400;33,4;0.056862;0.030263;302;0.020445;0.035179;0.051980;0.073615;0.096926
33500;33,5;0.056382;0.030049;302;0.021453;0.035588;0.051048;0.073534;0.094934
33600;33,6;0.055890;0.029857;302;0.020858;0.036239;0.049683;0.072700;0.093758
33700;33,7;0.055426;0.029701;302;0.019983;0.036360;0.049540;0.072646;0.093221
33800;33,8;0.055005;0.029673;302;0.020236;0.036113;0.049103;0.071187;0.092818
33900;33,9;0.054627;0.029596;302;0.019524;0.034692;0.048446;0.070227;0.092114
34000;34;0.054331;0.029520;302;0.019835;0.034122;0.048786;0.069572;0.091718
34100;34,1;0.053978;0.029458;302;0.020233;0.033583;0.049015;0.068669;0.090945
34200;34,2;0.053623;0.029326;302;0.020531;0.033061;0.048576;0.067866;0.090131
34300;34,3;0.053307;0.029195;302;0.020552;0.032858;0.048280;0.067497;0.089476
34400;34,4;0.052971;0.029129;302;0.019628;0.032564;0.047732;0.067325;0.088760
34500;34,5;0.052707;0.029079;302;0.018078;0.032151;0.047185;0.067658;0.088503
34600;34,6;0.052477;0.029009;302;0.018211;0.033104;0.047420;0.067186;0.087421
34700;34,7;0.052239;0.028877;302;0.019430;0.032729;0.047423;0.065732;0.089819
34800;34,8;0.052026;0.028752;302;0.019569;0.032072;0.046829;0.065671;0.088633
34900;34,9;0.051816;0.028546;302;0.018324;0.031733;0.046539;0.065679;0.086896
35000;35;0.051617;0.028373;302;0.019659;0.031607;0.047108;0.065435;0.086092
35100;35,1;0.051391;0.028242;302;0.019858;0.031420;0.046989;0.065651;0.086182
35200;35,2;0.051140;0.028128;302;0.020860;0.031272;0.046829;0.065971;0.084811
35300;35,3;0.050873;0.027999;302;0.019896;0.030667;0.046674;0.064471;0.086363
35400;35,4;0.050680;0.027826;302;0.019544;0.031103;0.046892;0.064762;0.086453
35500;35,5;0.050494;0.027616;302;0.019064;0.030881;0.045927;0.062874;0.086320
35600;35,6;0.050245;0.027447;302;0.019347;0.030426;0.045521;0.062455;0.085386
35700;35,7;0.050054;0.027311;302;0.019342;0.030523;0.045552;0.064084;0.083985
35800;35,8;0.049852;0.027195;302;0.018776;0.030251;0.045538;0.063856;0.084241
35900;35,9;0.049684;0.027116;302;0.019601;0.029473;0.045726;0.063601;0.083040
36000;36;0.049456;0.027043;302;0.019844;0.028940;0.045426;0.063939;0.084365
36100;36,1;0.049214;0.027032;302;0.019239;0.028693;0.044919;0.062701;0.085756
36200;36,2;0.049006;0.027030;302;0.018669;0.029925;0.044150;0.062946;0.086149
36300;36,3;0.048815;0.026985;302;0.018030;0.029375;0.043001;0.063292;0.085186
36400;36,4;0.048630;0.026830;302;0.018259;0.028904;0.042763;0.063211;0.083708
36500;36,5;0.048459;0.026670;302;0.018362;0.029485;0.043131;0.063304;0.082555
36600;36,6;0.048217;0.026533;302;0.017713;0.030117;0.042492;0.062351;0.081312
36700;36,7;0.047973;0.026430;302;0.017236;0.029460;0.041393;0.061261;0.081438
36800;36,8;0.047717;0.026389;302;0.017166;0.028825;0.041682;0.060711;0.082252
36900;36,9;0.047444;0.026391;302;0.017267;0.028471;0.041566;0.061919;0.080501
37000;37;0.047181;0.026405;302;0.017119;0.028185;0.041483;0.061886;0.080640
37100;37,1;0.046962;0.026400;302;0.017395;0.027925;0.041745;0.061712;0.080014
37200;37,2;0.046701;0.026424;302;0.017731;0.027711;0.042622;0.060982;0.079025
37300;37,3;0.046447;0.026482;302;0.017013;0.027235;0.042530;0.061401;0.077863
37400;37,4;0.046261;0.026463;302;0.016479;0.026984;0.042152;0.060178;0.079290
37500;37,5;0.046113;0.026440;302;0.016741;0.026359;0.042107;0.060704;0.079059
37600;37,6;0.045949;0.026374;302;0.016614;0.027056;0.041551;0.060248;0.078250
37700;37,7;0.045762;0.026310;302;0.015954;0.026909;0.041733;0.059701;0.076583
37800;37,8;0.045613;0.026203;302;0.015928;0.026814;0.040929;0.058231;0.076721
37900;37,9;0.045481;0.026060;302;0.015833;0.026554;0.040184;0.058121;0.075735
38000;38;0.045283;0.025887;302;0.015842;0.026159;0.039406;0.057551;0.075667
38100;38,1;0.044987;0.025733;302;0.015280;0.027089;0.039249;0.056019;0.074749
38200;38,2;0.044701;0.025598;302;0.015722;0.027315;0.038750;0.056042;0.074371
38300;38,3;0.044403;0.025508;302;0.015390;0.026916;0.038979;0.055036;0.075040
38400;38,4;0.044216;0.025512;302;0.015553;0.026292;0.038504;0.055664;0.075676
38500;38,5;0.044098;0.025411;302;0.015250;0.026319;0.038437;0.055529;0.074701
38600;38,6;0.043992;0.025281;302;0.015039;0.027069;0.038611;0.055354;0.075596
38700;38,7;0.043881;0.025213;302;0.014595;0.026751;0.038291;0.054255;0.075307
38800;38,8;0.043784;0.025198;302;0.014760;0.026826;0.038459;0.054356;0.075695
38900;38,9;0.043732;0.025165;302;0.014912;0.027150;0.038584;0.053029;0.075186
39000;39;0.043651;0.025171;302;0.014034;0.027157;0.038889;0.052767;0.077345
39100;39,1;0.043498;0.025206;302;0.014189;0.026433;0.038940;0.053025;0.077792
39200;39,2;0.043294;0.025231;302;0.014131;0.025372;0.039566;0.052269;0.078236
39300;39,3;0.043115;0.025216;302;0.013375;0.024832;0.038688;0.053358;0.078104
39400;39,4;0.042934;0.025092;302;0.013013;0.024521;0.038858;0.052804;0.076980
39500;39,5;0.042783;0.025005;302;0.012846;0.024916;0.038330;0.052554;0.077591
39600;39,6;0.042677;0.024962;302;0.013161;0.024359;0.037811;0.052929;0.077878
39700;39,7;0.042560;0.024935;302;0.013423;0.024245;0.038688;0.052763;0.077898
39800;39,8;0.042408;0.024947;302;0.013793;0.023140;0.038480;0.052335;0.077521
39900;39,9;0.042244;0.025037;302;0.013996;0.023222;0.038663;0.052936;0.077401
40000;40;0.042061;0.025099;302;0.014157;0.023371;0.038069;0.052429;0.077663
40100;40,1;0.041893;0.025168;302;0.013554;0.023131;0.038035;0.052206;0.077162
40200;40,2;0.041728;0.025217;302;0.013667;0.023563;0.038267;0.052261;0.077125
40300;40,3;0.041627;0.025205;302;0.014015;0.023348;0.037182;0.052206;0.076922
40400;40,4;0.041511;0.025108;302;0.014537;0.022852;0.036687;0.052418;0.075971
40500;40,5;0.041411;0.024983;302;0.013970;0.023277;0.036665;0.052661;0.074657
40600;40,6;0.041263;0.024828;302;0.014201;0.023645;0.037032;0.052484;0.073342
40700;40,7;0.041105;0.024658;302;0.014414;0.022666;0.036403;0.052369;0.072683
40800;40,8;0.040965;0.024485;302;0.014223;0.022016;0.036209;0.054423;0.072314
40900;40,9;0.040799;0.024287;302;0.013815;0.022017;0.035545;0.053810;0.071072
41000;41;0.040564;0.024100;302;0.014540;0.022292;0.034738;0.053731;0.070310
41100;41,1;0.040323;0.023949;302;0.014520;0.022838;0.034155;0.053568;0.071823
41200;41,2;0.040034;0.023792;302;0.014144;0.022447;0.033983;0.052714;0.070443
41300;41,3;0.039688;0.023657;302;0.014024;0.022557;0.033827;0.051096;0.069783
41400;41,4;0.039352;0.023603;302;0.013597;0.023014;0.033282;0.050465;0.070179
41500;41,5;0.039042;0.023554;302;0.013553;0.022564;0.033521;0.049739;0.069619
41600;41,6;0.038741;0.023485;302;0.012934;0.022696;0.033622;0.050121;0.069612
41700;41,7;0.038491;0.023409;302;0.013243;0.022345;0.032769;0.050792;0.069866
41800;41,8;0.038276;0.023310;302;0.013352;0.022247;0.032349;0.050390;0.069354
41900;41,9;0.038088;0.023178;302;0.013075;0.021583;0.032346;0.050345;0.068743
42000;42;0.037906;0.023016;302;0.013387;0.021201;0.032055;0.049686;0.068315
42100;42,1;0.037724;0.022874;302;0.013648;0.021168;0.032053;0.049138;0.068555
42200;42,2;0.037532;0.022731;302;0.013249;0.020946;0.032266;0.048242;0.067953
42300;42,3;0.037345;0.022660;302;0.013697;0.020847;0.032007;0.048302;0.067621
42400;42,4;0.037157;0.022573;302;0.013326;0.020592;0.031835;0.049195;0.067142
42500;42,5;0.036989;0.022544;302;0.013212;0.020508;0.031427;0.050057;0.065906
42600;42,6;0.036788;0.022524;302;0.013488;0.020316;0.030908;0.048574;0.065253
42700;42,7;0.036621;0.022540;302;0.013262;0.020352;0.030441;0.049272;0.065164
42800;42,8;0.036407;0.022507;302;0.012886;0.020084;0.030094;0.048464;0.065089
42900;42,9;0.036185;0.022462;302;0.013355;0.019915;0.029592;0.048319;0.063113
43000;43;0.036009;0.022478;302;0.013617;0.019595;0.029010;0.047818;0.063514
43100;43,1;0.035867;0.022546;302;0.013686;0.019503;0.028937;0.047438;0.064754
43200;43,2;0.035717;0.022590;302;0.013442;0.019811;0.029496;0.047251;0.066081
43300;43,3;0.035548;0.022593;302;0.013202;0.019449;0.029113;0.046930;0.065947
43400;43,4;0.035324;0.022604;302;0.013064;0.019301;0.028204;0.046280;0.066479
43500;43,5;0.035124;0.022599;302;0.012837;0.019382;0.028108;0.045283;0.065573
43600;43,6;0.034974;0.022601;302;0.013027;0.019164;0.028530;0.044770;0.064593
43700;43,7;0.034829;0.022623;302;0.012874;0.018955;0.029031;0.044582;0.064242
43800;43,8;0.034709;0.022616;302;0.012747;0.018979;0.028859;0.043256;0.063030
43900;43,9;0.034575;0.022622;302;0.012470;0.019119;0.028847;0.042894;0.063242
44000;44;0.034482;0.022642;302;0.012194;0.019167;0.028280;0.042562;0.062171
44100;44,1;0.034424;0.022670;301;0.012114;0.019156;0.028265;0.043660;0.061562
44200;44,2;0.034310;0.022603;301;0.012081;0.019530;0.028763;0.042520;0.062590
44300;44,3;0.034152;0.022523;301;0.011365;0.019323;0.028819;0.042503;0.062312
44400;44,4;0.034032;0.022460;301;0.010860;0.019140;0.028309;0.042711;0.062320
44500;44,5;0.033900;0.022366;301;0.010593;0.019340;0.028076;0.042769;0.061765
44600;44,6;0.033783;0.022256;301;0.010382;0.019291;0.027537;0.043366;0.060982
44700;44,7;0.033707;0.022117;301;0.010459;0.018936;0.027626;0.043220;0.061153
44800;44,8;0.033637;0.021955;301;0.010473;0.019017;0.028313;0.042868;0.061602
44900;44,9;0.033588;0.021806;301;0.010390;0.018955;0.028313;0.042735;0.062131
45000;45;0.033537;0.021678;301;0.011029;0.018911;0.028646;0.041946;0.062624
45100;45,1;0.033448;0.021560;301;0.010984;0.018913;0.028414;0.041649;0.063580
45200;45,2;0.033377;0.021513;301;0.011110;0.018914;0.028316;0.041511;0.064239
45300;45,3;0.033280;0.021435;301;0.011335;0.018892;0.028319;0.040703;0.064353
45400;45,4;0.033122;0.021336;301;0.011429;0.018905;0.028044;0.040552;0.065258
45500;45,5;0.032972;0.021257;301;0.011523;0.018495;0.027485;0.040643;0.065547
45600;45,6;0.032875;0.021229;300;0.011441;0.018260;0.027345;0.040837;0.065784
45700;45,7;0.032624;0.021223;301;0.011511;0.018469;0.027181;0.040770;0.066018
45800;45,8;0.032455;0.021220;301;0.011432;0.017862;0.027372;0.040843;0.065743
45900;45,9;0.032246;0.021180;301;0.010937;0.017825;0.027741;0.040717;0.064406
46000;46;0.032013;0.021155;301;0.010715;0.017175;0.026978;0.039756;0.062088
46100;46,1;0.031822;0.021157;300;0.010252;0.016652;0.026227;0.039303;0.062167
46200;46,2;0.031573;0.021123;301;0.010416;0.016967;0.026088;0.039278;0.060784
46300;46,3;0.031471;0.021142;301;0.010317;0.016979;0.026020;0.039894;0.059661
46400;46,4;0.031376;0.021151;301;0.010369;0.016866;0.026202;0.039420;0.060389
46500;46,5;0.031347;0.021161;300;0.010339;0.016691;0.025906;0.038959;0.059430
46600;46,6;0.031207;0.021123;301;0.010524;0.016633;0.025840;0.039100;0.058460
46700;46,7;0.031114;0.021094;301;0.010220;0.016733;0.026191;0.039057;0.057410
46800;46,8;0.030988;0.021069;301;0.009917;0.016815;0.025599;0.039392;0.057406
46900;46,9;0.030969;0.021082;300;0.009159;0.016666;0.025421;0.039576;0.057930
47000;47;0.030878;0.021036;300;0.009119;0.016622;0.025471;0.039462;0.057826
47100;47,1;0.030758;0.020936;301;0.009328;0.016229;0.025797;0.039572;0.058502
47200;47,2;0.030679;0.020888;300;0.009621;0.015696;0.025716;0.039160;0.057189
47300;47,3;0.030562;0.020752;299;0.009772;0.015634;0.025859;0.039262;0.057439
47400;47,4;0.030470;0.020630;299;0.009849;0.015523;0.025547;0.039625;0.057857
47500;47,5;0.030313;0.020440;300;0.009894;0.015435;0.025131;0.039883;0.055356
47600;47,6;0.030200;0.020348;299;0.009940;0.015333;0.024706;0.040784;0.054942
47700;47,7;0.030026;0.020162;299;0.009985;0.015282;0.024426;0.040173;0.054527
47800;47,8;0.029859;0.020044;299;0.010056;0.015106;0.025405;0.039861;0.054113
47900;47,9;0.029696;0.019965;299;0.009704;0.015080;0.025376;0.039747;0.053699
48000;48;0.029538;0.019921;299;0.009187;0.015034;0.025712;0.039508;0.053923
48100;48,1;0.029402;0.019864;299;0.008788;0.015002;0.025761;0.039728;0.053177
48200;48,2;0.029272;0.019743;299;0.008910;0.015152;0.025323;0.039392;0.052456
48300;48,3;0.029153;0.019661;299;0.008714;0.015094;0.025684;0.038405;0.052540
48400;48,4;0.029002;0.019575;299;0.008998;0.014851;0.025180;0.038117;0.053121
48500;48,5;0.028816;0.019407;299;0.008934;0.014756;0.024787;0.037617;0.053113
48600;48,6;0.028631;0.019238;299;0.008619;0.014686;0.024576;0.037087;0.052913
48700;48,7;0.028463;0.019019;299;0.008401;0.014411;0.024115;0.036892;0.053523
48800;48,8;0.028283;0.018881;299;0.008516;0.014370;0.023966;0.036076;0.053502
48900;48,9;0.028079;0.018767;299;0.008355;0.014310;0.023812;0.035708;0.053129
49000;49;0.027898;0.018695;299;0.008026;0.014250;0.023155;0.034826;0.052379
49100;49,1;0.027765;0.018656;299;0.008287;0.014291;0.023028;0.034497;0.053076
49200;49,2;0.027645;0.018548;299;0.007926;0.014534;0.023233;0.034951;0.053126
49300;49,3;0.027512;0.018401;299;0.007590;0.014686;0.023306;0.034553;0.052487
49400;49,4;0.027360;0.018275;299;0.007509;0.014828;0.023285;0.034551;0.053271
49500;49,5;0.027217;0.018205;299;0.007594;0.015069;0.023442;0.034351;0.053199
49600;49,6;0.027086;0.018165;299;0.007319;0.014780;0.023076;0.034151;0.053008
49700;49,7;0.027013;0.018098;299;0.007152;0.014428;0.022107;0.035035;0.052817
49800;49,8;0.026965;0.018151;298;0.007378;0.013974;0.021569;0.034907;0.052148
49900;49,9;0.026878;0.018117;298;0.007646;0.014021;0.022314;0.034770;0.051559
50000;50;0.026785;0.018061;298;0.007968;0.014243;0.022511;0.034379;0.052656
50100;50,1;0.026646;0.017940;298;0.007855;0.013793;0.022343;0.034332;0.052494
50200;50,2;0.026548;0.017839;298;0.007455;0.014056;0.022529;0.033769;0.052758
50300;50,3;0.026423;0.017674;298;0.007791;0.014086;0.022658;0.033076;0.051125
50400;50,4;0.026320;0.017522;298;0.007791;0.013957;0.023000;0.033613;0.051792
50500;50,5;0.026279;0.017363;297;0.008020;0.013552;0.023358;0.033816;0.051643
50600;50,6;0.026198;0.017203;297;0.007997;0.013211;0.023143;0.034163;0.051725
50700;50,7;0.026128;0.017096;297;0.007845;0.013583;0.022817;0.033980;0.050335
50800;50,8;0.026040;0.017005;297;0.007877;0.013073;0.022532;0.034289;0.050382
50900;50,9;0.025919;0.016924;297;0.007974;0.012760;0.022369;0.034573;0.050621
51000;51;0.025783;0.016843;297;0.008071;0.012797;0.022019;0.034469;0.050664
51100;51,1;0.025677;0.016738;297;0.007862;0.012573;0.022091;0.034548;0.050429
51200;51,2;0.025588;0.016638;297;0.007727;0.013023;0.022148;0.034440;0.050032
51300;51,3;0.025493;0.016557;297;0.007502;0.013166;0.021784;0.034400;0.049309
51400;51,4;0.025418;0.016435;296;0.007645;0.013079;0.021700;0.033931;0.049032
51500;51,5;0.025260;0.016339;296;0.007016;0.013084;0.021336;0.033714;0.048845
51600;51,6;0.025135;0.016230;296;0.006830;0.013207;0.020812;0.033996;0.048236
51700;51,7;0.025002;0.016140;296;0.006959;0.013744;0.021051;0.033508;0.047628
51800;51,8;0.024856;0.016064;296;0.006975;0.013563;0.020647;0.033276;0.046627
51900;51,9;0.024719;0.015973;296;0.007056;0.013775;0.020189;0.032190;0.046036
52000;52;0.024615;0.015924;296;0.007163;0.014244;0.020472;0.031434;0.046061
52100;52,1;0.024523;0.015921;296;0.007197;0.013716;0.020848;0.031745;0.046838
52200;52,2;0.024449;0.015982;296;0.007227;0.013322;0.020715;0.031586;0.047317
52300;52,3;0.024405;0.016113;296;0.007330;0.013240;0.020467;0.032404;0.047226
52400;52,4;0.024377;0.016245;295;0.007214;0.012824;0.020555;0.032752;0.047136
52500;52,5;0.024232;0.016229;294;0.007240;0.012374;0.020702;0.031756;0.047046
52600;52,6;0.024268;0.016343;294;0.007109;0.012221;0.020476;0.030884;0.046955
52700;52,7;0.024335;0.016445;294;0.006920;0.012175;0.020659;0.030346;0.048043
52800;52,8;0.024416;0.016546;294;0.006731;0.012226;0.020955;0.029789;0.048144
52900;52,9;0.024466;0.016636;294;0.006756;0.012659;0.021102;0.030007;0.048127
53000;53;0.024495;0.016685;294;0.006517;0.012223;0.020884;0.031231;0.047160
53100;53,1;0.024510;0.016730;294;0.006304;0.012039;0.021118;0.031172;0.046992
53200;53,2;0.024514;0.016756;294;0.006384;0.012163;0.021192;0.030973;0.047806
53300;53,3;0.024563;0.016707;293;0.006626;0.012585;0.021176;0.031400;0.047966
53400;53,4;0.024512;0.016660;293;0.006925;0.012120;0.021210;0.031717;0.047365
53500;53,5;0.024458;0.016623;293;0.006886;0.012518;0.021017;0.031368;0.046716
53600;53,6;0.024318;0.016600;294;0.006757;0.012724;0.020685;0.030957;0.046297
53700;53,7;0.024308;0.016475;293;0.006511;0.013065;0.020625;0.030975;0.045596
53800;53,8;0.024178;0.016374;293;0.006656;0.012996;0.020584;0.030943;0.045536
53900;53,9;0.024048;0.016255;293;0.006659;0.012950;0.020805;0.030828;0.045817
54000;54;0.023937;0.016094;292;0.006784;0.012893;0.021016;0.030343;0.046031
54100;54,1;0.023750;0.015999;292;0.006684;0.012497;0.020895;0.029905;0.046378
54200;54,2;0.023593;0.015888;292;0.006666;0.012786;0.020660;0.029578;0.046493
54300;54,3;0.023389;0.015796;293;0.006436;0.012437;0.020317;0.029805;0.045441
54400;54,4;0.023394;0.015671;291;0.006396;0.012149;0.019993;0.029984;0.045510
54500;54,5;0.023338;0.015567;291;0.006409;0.012222;0.020029;0.030124;0.045401
54600;54,6;0.023293;0.015417;291;0.006454;0.012421;0.020084;0.029970;0.045035
54700;54,7;0.023229;0.015243;291;0.006636;0.012235;0.020052;0.029831;0.045023
54800;54,8;0.023157;0.015054;291;0.006725;0.012432;0.020221;0.030105;0.043925
54900;54,9;0.023034;0.014907;291;0.006783;0.012100;0.020024;0.030127;0.043635
55000;55;0.022951;0.014755;290;0.006691;0.012231;0.019966;0.030065;0.042914
55100;55,1;0.022752;0.014602;291;0.006953;0.012263;0.019477;0.029680;0.042067
55200;55,2;0.022632;0.014473;291;0.007235;0.011630;0.019457;0.029788;0.041218
55300;55,3;0.022523;0.014372;291;0.007235;0.011657;0.019033;0.030008;0.041156
55400;55,4;0.022412;0.014284;291;0.007199;0.011665;0.018644;0.029666;0.041254
55500;55,5;0.022329;0.014200;291;0.007131;0.011795;0.018600;0.029632;0.041842
55600;55,6;0.022319;0.014114;290;0.007342;0.011892;0.018426;0.029692;0.041736
55700;55,7;0.022251;0.014053;290;0.007094;0.011709;0.018831;0.029296;0.041664
55800;55,8;0.022106;0.014001;291;0.006773;0.011621;0.018674;0.029391;0.041474
55900;55,9;0.022001;0.013900;291;0.006870;0.011908;0.018813;0.028807;0.040826
56000;56;0.021848;0.013805;291;0.006988;0.011841;0.018562;0.028727;0.040372
56100;56,1;0.021672;0.013680;291;0.006953;0.011712;0.018557;0.028761;0.039919
56200;56,2;0.021548;0.013545;290;0.006904;0.011755;0.018596;0.028010;0.039098
56300;56,3;0.021380;0.013446;290;0.006882;0.012010;0.019064;0.027592;0.038908
56400;56,4;0.021197;0.013387;291;0.006969;0.012192;0.018617;0.027666;0.039009
56500;56,5;0.021112;0.013350;291;0.006637;0.011874;0.018423;0.027438;0.038743
56600;56,6;0.021056;0.013336;291;0.006437;0.011632;0.018542;0.027179;0.038894
56700;56,7;0.021083;0.013341;289;0.006297;0.011628;0.018115;0.026980;0.038680
56800;56,8;0.020975;0.013349;289;0.005798;0.011098;0.018100;0.027108;0.038778
56900;56,9;0.020877;0.013380;289;0.006221;0.011013;0.018507;0.027101;0.037974
57000;57;0.020783;0.013396;289;0.006350;0.010777;0.018246;0.027025;0.038375
57100;57,1;0.020701;0.013443;289;0.006239;0.010966;0.018319;0.027128;0.037655
57200;57,2;0.020623;0.013482;289;0.006881;0.010767;0.018008;0.027396;0.037347
57300;57,3;0.020539;0.013520;289;0.006478;0.010897;0.017798;0.026543;0.036495
57400;57,4;0.020455;0.013536;289;0.006279;0.010775;0.017789;0.026446;0.036221
57500;57,5;0.020393;0.013518;289;0.006229;0.010711;0.017337;0.026460;0.036085
57600;57,6;0.020323;0.013503;289;0.006038;0.010647;0.017046;0.026872;0.036048
57700;57,7;0.020246;0.013490;289;0.005941;0.010597;0.017008;0.026943;0.036599
57800;57,8;0.020152;0.013470;289;0.005603;0.010324;0.017006;0.026620;0.036919
57900;57,9;0.020068;0.013453;289;0.005667;0.010377;0.017072;0.026877;0.037186
58000;58;0.019991;0.013447;289;0.005556;0.010631;0.016761;0.026762;0.037589
58100;58,1;0.019879;0.013451;289;0.005568;0.010705;0.016825;0.026064;0.037155
58200;58,2;0.019740;0.013440;289;0.005405;0.010470;0.016987;0.025730;0.036919
58300;58,3;0.019590;0.013438;289;0.005187;0.010178;0.016498;0.025053;0.036870
58400;58,4;0.019447;0.013403;289;0.005464;0.009875;0.016086;0.025505;0.036881
58500;58,5;0.019307;0.013376;289;0.005426;0.009538;0.016149;0.025613;0.036642
58600;58,6;0.019176;0.013353;289;0.005613;0.009276;0.015858;0.025069;0.037222
58700;58,7;0.019073;0.013341;289;0.005690;0.009415;0.015543;0.025363;0.037127
58800;58,8;0.019011;0.013331;289;0.005724;0.009127;0.015738;0.024689;0.037197
58900;58,9;0.018998;0.013299;289;0.005806;0.009410;0.015811;0.024145;0.037135
59000;59;0.019008;0.013248;289;0.006001;0.009457;0.015471;0.023883;0.037139
59100;59,1;0.019029;0.013166;289;0.006002;0.009788;0.015557;0.024175;0.037607
59200;59,2;0.019061;0.013139;289;0.005771;0.009886;0.015751;0.024358;0.037147
59300;59,3;0.019061;0.013148;289;0.005562;0.010048;0.015688;0.024482;0.036836
59400;59,4;0.019117;0.013119;288;0.005805;0.009917;0.015791;0.024056;0.036633
59500;59,5;0.019109;0.013092;288;0.005607;0.009574;0.016134;0.023828;0.037159
59600;59,6;0.019068;0.012980;288;0.005573;0.009863;0.016344;0.023840;0.035912
59700;59,7;0.019033;0.012890;288;0.005956;0.010085;0.016486;0.023617;0.036442
59800;59,8;0.019014;0.012840;288;0.005830;0.009908;0.016125;0.024110;0.036742
59900;59,9;0.018981;0.012788;287;0.006050;0.010393;0.016442;0.024479;0.035474
60000;60;0.018958;0.012796;287;0.006219;0.010014;0.015988;0.024417;0.035847
60100;60,1;0.018923;0.012838;287;0.006174;0.009635;0.016063;0.024017;0.035836
60200;60,2;0.018892;0.012902;287;0.005979;0.009428;0.015935;0.024139;0.035455
60300;60,3;0.018867;0.012962;287;0.005918;0.009444;0.015974;0.023961;0.035347
60400;60,4;0.018849;0.013034;287;0.005724;0.009344;0.016052;0.023816;0.034990
60500;60,5;0.018850;0.013052;287;0.005963;0.009607;0.016193;0.023724;0.036496
60600;60,6;0.018839;0.013056;287;0.006038;0.009604;0.016368;0.023918;0.036340
60700;60,7;0.018825;0.013076;287;0.005822;0.009589;0.016315;0.024282;0.037303
60800;60,8;0.018751;0.013068;287;0.005573;0.009559;0.015885;0.024519;0.037944
60900;60,9;0.018682;0.013067;287;0.005768;0.009420;0.015396;0.024402;0.036978
61000;61;0.018597;0.013057;287;0.005880;0.009262;0.015366;0.024087;0.035919
61100;61,1;0.018530;0.013089;287;0.005650;0.009042;0.015428;0.024092;0.034860
61200;61,2;0.018468;0.013134;287;0.005700;0.009072;0.015603;0.024444;0.034336
61300;61,3;0.018444;0.013190;286;0.005458;0.009266;0.015010;0.024410;0.033815
61400;61,4;0.018483;0.013238;285;0.005133;0.009326;0.015505;0.024367;0.034317
61500;61,5;0.018514;0.013285;285;0.005228;0.009347;0.015373;0.024036;0.034348
61600;61,6;0.018486;0.013333;286;0.005270;0.009384;0.015232;0.023949;0.033705
61700;61,7;0.018494;0.013449;285;0.005294;0.009266;0.015307;0.023667;0.034040
61800;61,8;0.018521;0.013578;284;0.005212;0.009151;0.015282;0.023858;0.034039
61900;61,9;0.018462;0.013688;284;0.005221;0.008903;0.015612;0.023647;0.033872
62000;62;0.018349;0.013784;286;0.005207;0.009001;0.015671;0.023687;0.034003
62100;62,1;0.018283;0.013873;286;0.005199;0.008679;0.015256;0.023595;0.034532
62200;62,2;0.018256;0.013970;284;0.005162;0.008610;0.015265;0.023192;0.034550
62300;62,3;0.018178;0.014017;284;0.005057;0.008514;0.015108;0.023176;0.034663
62400;62,4;0.018079;0.014041;285;0.004900;0.008292;0.014712;0.022730;0.034616
62500;62,5;0.018122;0.014071;283;0.005071;0.008564;0.014988;0.023037;0.034280
62600;62,6;0.018094;0.014097;283;0.004873;0.008625;0.014819;0.023124;0.034274
62700;62,7;0.018067;0.014133;283;0.004720;0.008781;0.014948;0.023114;0.034717
62800;62,8;0.018010;0.014169;283;0.004653;0.008789;0.014414;0.022895;0.034394
62900;62,9;0.017947;0.014192;283;0.004716;0.008627;0.014698;0.022957;0.034358
63000;63;0.017888;0.014189;284;0.004725;0.008324;0.014208;0.022939;0.034030
63100;63,1;0.017852;0.014157;283;0.004417;0.008508;0.014702;0.022955;0.033477
