"dist_km","country_2","mean_diff"
0.8,"AT",5.78354096385236e-18
0.8,"BA",0
0.8,"BE",6.30500524738019e-18
0.8,"BG",-8.18931383592452e-19
0.8,"CH",6.93974093685448e-19
0.8,"CY",0
0.8,"CZ",0
0.8,"DE",1.58015760962263e-19
0.8,"DK",1.38777878078145e-17
0.8,"EE",-2.31183525737274e-18
0.8,"EL",3.08545868253166e-18
0.8,"ES",-6.76846623364324e-18
0.8,"FI",3.96568725433788e-18
0.8,"FR",-9.34083441713086e-19
0.8,"HR",-1.48738985537855e-18
0.8,"HU",-2.01112370087032e-18
0.8,"IE",4.16469159505994e-18
0.8,"IS",0
0.8,"IT",2.54416429433392e-18
0.8,"LT",-3.46944695195361e-18
0.8,"LU",0
0.8,"LV",0
0.8,"ME",0
0.8,"MK",1.73472347597681e-18
0.8,"MT",0
0.8,"NL",-3.56373381945369e-18
0.8,"NO",-4.62649395790299e-18
0.8,"PL",2.27045721109882e-18
0.8,"PT",-5.20417042793042e-18
0.8,"RO",1.98296463187569e-18
0.8,"RS",4.95998292970768e-19
0.8,"SE",5.78241158658936e-19
0.8,"SI",0
0.8,"SK",-6.07153216591882e-18
0.8,"TR",-3.38728475606995e-18
0.8,"UK",-4.14361309005763e-18
0.8,"XK",0
0.9,"AL",3.46944695195361e-18
0.9,"AT",-5.78354096385236e-18
0.9,"BA",-2.77589637474179e-18
0.9,"BE",-1.26654526513079e-18
0.9,"BG",4.48867671483797e-18
0.9,"CH",3.46944695195361e-18
0.9,"CY",-6.93889390390723e-18
0.9,"CZ",-4.64399930547958e-19
0.9,"DE",-7.09090102489991e-19
0.9,"DK",-1.04083408558608e-17
0.9,"EE",-2.31183525737274e-18
0.9,"EL",7.69670604738408e-19
0.9,"ES",-6.35520698091161e-18
0.9,"FI",-4.95635278850516e-18
0.9,"FR",1.3450474993749e-18
0.9,"HR",-9.92480604768539e-19
0.9,"HU",2.55536465982192e-18
0.9,"IE",-6.93889390390723e-18
0.9,"IS",0
0.9,"IT",-2.80057326793847e-18
0.9,"LT",0
0.9,"LU",0
0.9,"LV",5.20417042793042e-18
0.9,"ME",0
0.9,"MK",-3.46944695195361e-18
0.9,"MT",0
0.9,"NL",-4.00186766165632e-19
0.9,"NO",0
0.9,"PL",-5.61568240013269e-18
0.9,"PT",4.62698806045555e-18
0.9,"RO",1.28909339219098e-18
0.9,"RS",-3.46944695195361e-18
0.9,"SE",-6.93889390390723e-18
0.9,"SI",0
0.9,"SK",-8.67361737988404e-19
0.9,"TR",-3.55160914783728e-18
0.9,"UK",-1.3574297705011e-17
0.9,"XK",0
1,"AL",1.73472347597681e-18
1,"AT",6.93889390390723e-18
1,"BA",0
1,"BE",6.30500524738019e-18
1,"BG",-3.67034323685534e-18
1,"CH",-6.24491981022178e-18
1,"CY",-6.93889390390723e-18
1,"CZ",-3.24086099392125e-18
1,"DE",1.24035622561578e-18
1,"DK",-6.93889390390723e-18
1,"EE",0
1,"EL",-1.54009412765215e-18
1,"ES",-5.50237243812817e-18
1,"FI",-5.94713932737919e-18
1,"FR",-1.42883232463945e-18
1,"HR",2.9738116731031e-18
1,"HU",6.57226237979042e-18
1,"IE",4.16469159505994e-18
1,"IS",0
1,"IT",3.72843735930218e-18
1,"LT",5.7815645536421e-18
1,"LU",0
1,"LV",3.46944695195361e-18
1,"ME",0
1,"MK",-5.20417042793042e-18
1,"MT",0
1,"NL",-2.37324111255845e-18
1,"NO",-3.46944695195361e-18
1,"PL",4.41809464484577e-18
1,"PT",1.15754110850194e-18
1,"RO",-2.37918849389524e-18
1,"RS",-4.95151260023514e-19
