Column1;country;fua_code;fua_name;perimeter;area;Pop2018;Type;Rescaling_factors_2018;Kfact_exp0_2018;Kfact_exp01_2018;Kfact_exp02_2018;Kfact_exp03_2018;Kfact_exp04_2018;Kfact_exp06_2018;Kfact_exp07_2018;Kfact_exp08_2018;Kfact_exp09_2018;Kfact_exp1_2018;geom
238;PT;PT001L3;Lisboa;599059,1907;4393255661;2967574;1;2,03595;1;1,152798555;1,328944509;1,532005311;1,766093509;2,347040272;2,705664635;3,119086283;3,595678162;4,145092591;c(-785148.301537409, 4644494.73701456)
239;PT;PT008L2;Aveiro;124383,3249;432263138,5;140461;0;9,3581504;1;1,56400452;2,446110137;3,82572731;5,983454804;14,63618945;22,89106646;35,8017314;55,99406972;87,57497811;c(-730587.123600935, 4860851.55226857)
240;PT;PT009L1;Faro;142857,3867;491756868,2;115255;0;10,3308965;1;1,59524577;2,544809068;4,059595903;6,476053194;16,48031889;26,29015901;41,93926497;66,90343506;106,7274218;c(-691568.737078963, 4452956.86828671)
241;PT;PT002L2;Porto;219915,5922;958537509,8;1272431;0;3,1092152;1;1,254671853;1,574201459;1,975106261;2,478110232;3,901044742;4,894531035;6,141030322;7,704977893;9,66721889;c(-723466.253882772, 4917519.06271602)
242;PT;PT007L1;Ponta Delgada;178575,7072;553765978,7;117310;0;10,24001;1;1,592428992;2,535830095;4,038129363;6,430434271;16,30648875;25,96692545;41,35048492;65,84771103;104,8578041;c(-2223779.27068685, 4535167.77194717)
243;PT;PT004L2;Funchal;186671,8482;360217871,1;209621;0;7,6603833;1;1,502623237;2,257876591;3,392737831;5,098006701;11,51066999;17,2962002;25,98967232;39,05268555;58,68147275;c(-1523266.29512868, 3952441.28752081)
244;RO;RO004L1;Craiova;148117,8927;344392335,5;293686;0;6,4718177;1;1,452798072;2,110622239;3,06630792;4,454726235;9,402244261;13,65956234;19,84458583;28,83017604;41,88442418;c(1936298.8028599, 5266160.19785244)
245;RO;RO003L1;Timişoara;98549,27098;237406053,2;340404;0;6,01133;1;1,431509102;2,04921831;2,933474664;4,199295683;8,605273604;12,31852749;17,63408423;25,24335209;36,1360883;c(1700220.12259293, 5421524.02050974)
246;RO;RO002L1;Cluj-Napoca;175965,2258;591661545,2;377650;0;5,7072008;1;1,416721975;2,007101155;2,843504313;4,028455047;8,085516778;11,4549293;16,22845006;22,99120183;32,57214087;c(1867200.13305389, 5530974.02936614)
247;RO;RO001L1;Bucureşti;277420,7744;1078093743;2199796;1;2,3647035;1;1,187832869;1,410946924;1,675969132;1,990771222;2,808872533;3,336471118;3,96317006;4,707583661;5,591822605;c(2117286.37164574, 5279770.30810802)
248;RO;RO005L1;Brăila;116961,635;235487905,3;178241;0;8,3073803;1;1,527189109;2,332306575;3,561873201;5,439653962;12,6869407;19,37535767;29,58983522;45,1892741;69,01256725;c(2252548.72544297, 5368755.190407)
249;RO;RO006L1;Oradea;106660,5052;203682763,6;218817;0;7,497688;1;1,49618561;2,238571379;3,349318283;5,011201818;11,21793296;16,78410987;25,11214366;37,57242797;56,21532605;c(1730157.70507133, 5561751.91403723)
250;RO;RO007L1;Bacău;104271,3437;221216073,8;179442;0;8,2795331;1;1,526163874;2,329176172;3,55470453;5,425061639;12,6359243;19,28449118;29,43129378;44,91697735;68,55066818;c(2135764.38142092, 5508827.04546678)
251;RO;RO008L1;Arad;164285,067;516507065,5;181202;0;8,2392258;1;1,524675005;2,324633871;3,544311158;5,403922632;12,56214159;19,15318328;29,20237982;44,52413859;67,88484123;c(1699443.45739091, 5467277.54583362)
252;RO;RO009L1;Sibiu;231231,7269;564113241,1;183034;0;8,1978886;1;1,52314203;2,319961643;3,533631086;5,382222024;12,48654865;19,01878705;28,96831392;44,12285646;67,20537714;c(1933453.1183086, 5426471.27147959)
253;RO;RO011L1;Piatra Neamţ;73977,94629;149647447,1;100430;0;11,0671594;1;1,617361992;2,615859814;4,230792241;6,842722568;17,89960299;28,95013755;46,82285215;75,72950144;122,4820173;c(2083559.89785697, 5548690.0158068)
254;RO;RO012L1;Cǎlǎraşi;74404,96881;245778540,1;80743;0;12,3428501;1;1,653038967;2,732537825;4,516991503;7,466762966;20,40321223;33,72730487;55,75254918;92,16113629;152,3459495;c(2227030.36650127, 5252281.72142489)
255;RO;RO013L1;Giurgiu;60110,3351;109843036,6;70521;0;13,2071365;1;1,675566748;2,807523927;4,704193737;7,882190603;22,12943872;37,07935167;62,12892871;104,101167;174,4284539;c(2122345.10198023, 5219973.40263372)
256;RO;RO014L1;Alba Iulia;114538,995;258812165,9;95658;0;11,3398484;1;1,625254771;2,641453072;4,293034208;6,97727433;18,43014271;29,95367738;48,68235708;79,12123313;128,5921617;c(1881705.71077077, 5456238.95984446)
257;RO;RO010L1;Târgu Mureş;91676,95729;137663792,7;163675;0;8,6691541;1;1,540264636;2,37241515;3,654147159;5,628353645;13,35279146;20,56683248;31,67836475;48,79306497;75,15423247;c(1949310.83377854, 5506728.62839619)
258;SE;SE004L1;Jönköping;400647,71;3471681385;172545;0;8,4433872;1;1,532157253;2,347505848;3,596748113;5,510783709;12,93659699;19,8209009;30,36873708;46,52968079;71,29078791;c(957047.230881628, 6662391.68119364)
259;SE;SE003L1;Malmö;289181,4131;1879591137;679229;0;4,2555901;1;1,335955393;1,784776811;2,384382205;3,185428265;5,685278501;7,595278472;10,14695323;13,55587689;18,11004683;c(911281.830132507, 6447310.77116919)
260;SE;SE008L1;Örebro;409734,2382;3687775746;209597;0;7,6608219;1;1,502640442;2,257928297;3,392854373;5,098240193;11,51146079;17,29758653;25,99205306;39,05671009;58,6881921;c(1000352.29570537, 6807006.93055986)
261;SE;SE005L1;Umeå;965450,726;9891542212;157550;0;8,8360607;1;1,546150405;2,390581075;3,696197899;5,714877879;13,66187891;21,1233196;32,65982917;50,4970081;78,07596953;c(1212353.3230253, 7234651.14634438)
262;SE;SE007L1;Linköping;449947,1228;4231712121;209637;0;7,660091;1;1,502611768;2,257842125;3,392660147;5,097851061;11,51014287;17,29527613;25,98808544;39,050003;58,67699404;c(1043420.3649997, 6723581.66879329)
263;SE;SE002L1;Göteborg;1191191,726;4376796404;1036012;0;3,4457638;1;1,280728579;1,640265693;2,10073515;2,690471544;4,413088172;5,651968143;7,238637129;9,270729444;11,87328815;c(809579.2302275, 6655016.19324116)
264;SE;SE006L1;Uppsala;917336,6155;6990639371;300644;0;6,3964885;1;1,449400228;2,10076102;3,044843502;4,413196865;9,271071949;13,4374938;19,47630657;28,22896318;40,91506566;c(1147758.17044561, 6863221.69666207)
265;SE;SE001L1;Stockholm;3550404,712;7648629329;2339678;1;2,292925;1;1,180532561;1,393657128;1,645257619;1,942280191;2,706872632;3,195551282;3,772452339;4,453502822;5,257505093;c(1186011.73086746, 6812272.30151508)
266;SI;SI001L2;Ljubljana;384060,8986;2334387520;542380;1;4,7622925;1;1,366353938;1,866923083;2,550877705;3,485401796;6,506977065;8,890833735;12,14802568;16,59850272;22,67942955;c(1158069.93114039, 5453753.08753342)
267;SI;SI002L1;Maribor;330213,2315;2169914849;322155;0;6,1792456;1;1,439418538;2,071925729;2,982368304;4,292876226;8,894520703;12,80293799;18,42878629;26,52673663;38,18307647;c(1241958.84146185, 5508888.6824624)
268;SK;SK005L1;Prešov;232962,0839;934079936,1;173985;0;8,4083735;1;1,530884404;2,343607058;3,587791493;5,492494041;12,8722478;19,70592339;30,16749079;46,18294114;70,70074432;c(1636594.85177372, 5768072.03013599)
269;SK;SK003L1;Banská Bystrica;156000,8623;809409598,9;110799;0;10,5365875;1;1,601548132;2,56495642;4,107901163;6,579001434;16,87485196;27,02588764;43,28325987;69,320224;111,0196753;c(1480911.08224762, 5740728.33068742)
270;SK;SK002L1;Košice;292010,7132;1776810080;366439;0;5,7938474;1;1,420997816;2,019234793;2,86932823;4,077309149;8,233044494;11,69913824;16,62444989;23,62330699;33,56866764;c(1641963.2139326, 5738392.97162896)
271;SK;SK001L1;Bratislava;304311,115;2051600955;650019;1;4,3501564;1;1,341840742;1,800536578;2,416033338;3,241931968;5,83721709;7,832615713;10,51012288;14,10291109;18,92386069;c(1332421.45094422, 5677766.49965976)
272;SK;SK004L1;Nitra;180711,5461;870511339,1;160845;0;8,7450866;1;1,542953446;2,380705338;3,673317506;5,667757905;13,4932615;20,81947433;32,12347967;49,56503367;76,47653953;c(1405507.03691571, 5694891.96234726)
273;SK;SK007L1;Trnava;170004,9783;741128721,9;131433;0;9,6742139;1;1,574429205;2,478827323;3,902738132;6,144584896;15,23136493;23,98070578;37,75592355;59,44402871;93,59041489;c(1365750.50832211, 5702356.52477441)
274;SK;SK008L1;Trenčín;159562,8491;674984898,5;115163;0;10,3350222;1;1,595373164;2,545215532;4,060568555;6,478122102;16,48821699;26,3048589;41,96606597;66,95153543;106,8126829;c(1391896.09750422, 5757208.72966888)
275;SK;SK006L1;Žilina;235311,8337;815023481,3;157340;0;8,8419555;1;1,546356644;2,391218872;3,69767719;5,717927692;13,6728166;21,1430508;32,69469709;50,55766208;78,18017669;c(1440044.24865858, 5791720.7885187)
276;UK;UK010L3;Sheffield;275372,5584;1260138635;1190515;0;3,214404;1;1,263048688;1,595291989;2,014931454;2,54495653;4,059948766;5,127912963;6,476803742;8,180518471;10,33239312;c(-106827.131861377, 6222785.72642385)
277;UK;UK014L1;Leicester;233567,8752;1397454147;880461;0;3,7377722;1;1,301734955;1,694513893;2,205807967;2,871377334;4,865588786;6,333707;8,244807797;10,73255451;13,97094136;c(-82871.8774401241, 6146489.23405183)
278;UK;UK012L2;Belfast;323231,7068;1951902482;784101;0;3,9607907;1;1,316910858;1,734254209;2,283858199;3,007637661;5,216008271;6,86901793;9,045884298;11,91262325;15,68786292;c(-422373.65191048, 6345982.74611627)
279;UK;UK017L2;Cambridge;302806,5749;1594588262;372683;0;5,7451068;1;1,418598908;2,01242286;2,854820871;4,049845769;8,150002208;11,56158423;16,40125076;23,2667964;33,00625196;c(8808.87893160513, 6102357.42958016)
280;UK;UK027L1;Stoke-on-Trent;204887,0523;880878604,9;477266;0;5,0767719;1;1,383940853;1,915292285;2,650651239;3,668344538;7,025951993;9,723501996;13,45675165;18,62334836;25,77361262;c(-159165.673551732, 6184432.75545787)
281;UK;UK029L1;Nottingham;200558,9682;903765441,3;922515;0;3,651583;1;1,295675467;1,678774916;2,175147473;2,818285218;4,73126653;6,130185971;7,942731571;10,29120244;13,33405852;c(-83589.1806070183, 6178609.90467245)
282;UK;UK006L3;Liverpool;232410,2062;1006368300;1508864;0;2,8552415;1;1,233469939;1,52144809;1,876660482;2,31480429;3,521854566;4,344101736;5,358318903;6,609325289;8,15240406;c(-216139.647614888, 6224802.78817169)
283;UK;UK007L1;Edinburgh;327595,9136;1754605931;888545;0;3,7207302;1;1,300545757;1,691419266;2,199768151;2,860899135;4,838979917;6,2933148;8,184743861;10,6446339;13,84383346;c(-222365.687064277, 6481601.70408612)
284;UK;UK024L1;Worcester;220117,1656;610800074,2;178834;0;8,2935955;1;1,526681948;2,330757769;3,558325811;5,432431779;12,66168258;19,33036222;29,51131504;45,05439192;68,78372681;c(-164302.346888196, 6101247.93567765)
285;UK;UK025L3;Coventry;186405,0524;814496695,8;738198;0;4,0820796;1;1,324879234;1,755304984;2,325567121;3,081095585;5,408262435;7,16529459;9,493150005;12,5772773;16,66337351;c(-110975.184299571, 6123174.2968308)
286;UK;UK002L3;West Midlands urban area;304351,9364;2154136521;3092966;0;1,9942533;1;1,148037475;1,317990044;1,513101961;1,737097755;2,289477546;2,62840602;3,01750861;3,464212965;3,977046304;c(-139872.61751324, 6130680.14983477)
287;UK;UK023L1;Portsmouth;165844,583;209970280,3;515927;0;4,8828543;1;1,373203032;1,885686567;2,589430512;3,555813831;6,705150377;9,207532828;12,643812;17,36252097;23,84226644;c(-82146.5037437352, 5956711.52652989)
288;UK;UK009L1;Cardiff;224986,1586;845641938,5;771186;0;3,9938185;1;1,319099834;1,740024372;2,29526586;3,027684815;5,268245368;6,94934159;9,166875337;12,09202373;15,9505865;c(-237007.806509615, 6028119.26825848)
289;UK;UK026L1;Kingston upon Hull;358720,1297;2516789655;592968;0;4,5546213;1;1,354223836;1,833922198;2,483541154;3,363270628;6,167976664;8,352821018;11,31158932;15,31842388;20,74457475;c(-24552.1677069566, 6259697.95144096)
290;UK;UK004L1;Glasgow;490428,6211;3376847653;1823804;0;2,5970411;1;1,210307607;1,464844504;1,772912446;2,14576942;3,143218542;3,804261312;4,604326406;5,572651274;6,744622229;c(-296562.072218958, 6472703.1770378)
291;UK;UK013L2;Newcastle upon Tyne;499835,6412;5467726970;1161656;0;3,2540868;1;1,266151942;1,60314074;2,02981976;2,570060231;4,120168259;5,216759042;6,605209591;8,363198949;10,58908059;c(-114033.951115037, 6384448.75256723)
292;UK;UK016L1;Aberdeen;566458,1133;6540737573;485391;0;5,0341023;1;1,381606626;1,908836869;2,637261666;3,643658193;6,955149097;9,609280078;13,27624503;18,3425481;25,34218599;c(-143257.213498819, 6600265.82961558)
293;UK;UK018L3;Exeter;335293,5751;2477588073;486570;0;5,0279996;1;1,381271486;1,907910917;2,635342946;3,640124066;6,945032445;9,592975282;13,25050322;18,30254227;25,28077974;c(-265509.126733163, 5949159.36333651)
294;UK;UK019L3;Lincoln;339745,3601;2116583436;305833;0;6,3419925;1;1,446922083;2,093583514;3,029252218;4,383091929;9,176369001;13,27749095;19,21149486;27,79753615;40,22086891;c(-39538.8328156368, 6207516.54616854)
295;UK;UK011L2;Bristol;238428,9839;983565234,4;943371;0;3,6109929;1;1,292782091;1,671285535;2,160608009;2,79319534;4,668226968;6,035000221;7,801940205;10,08620857;13,03926981;c(-194056.078570872, 6024729.4430223)
296;UK;UK001L3;London;929919,3553;6980671347;12300869;1;1;1;1;1;1;1;1;1;1;1;1;c(-5853.18030881758, 6030145.12124615)
297;UK;UK008L3;Greater Manchester;471411,5336;3122923586;3322573;0;1,9241133;1;1,13984586;1,299248585;1,48094312;1,688046885;2,193192526;2,49990142;2,849502285;3,247993382;3,70221181;c(-162593.967898726, 6232799.50200229)
298;UK;UK003L2;Leeds;473835,8687;5123554148;2612331;0;2,1699703;1;1,167591054;1,36326887;1,591740538;1,858502013;2,533637939;2,958252993;3,454029731;4,032894215;4,708771209;c(-111648.217447652, 6265650.37007164)
299;EE;EE003L0;Narva;75863,51128;68945051,77;56182;0;14,7968509;1;1,714090942;2,938107756;5,03618389;8,632477185;25,36314817;43,47474253;74,51966235;127,7334782;218,9467979;c(1850582.88480172, 6816911.19302246)
300;FI;FI009L2;Jyväskylä;476083,5597;4770535161;184283;0;8,1700603;1;1,52210654;2,316808319;3,526429094;5,367600787;12,43570216;18,92846358;28,81113821;43,8536219;66,74988469;c(1595841.99298342, 7088023.38283177)
301;FI;FI008L2;Kuopio;698872,7361;9201222396;162306;0;8,7056381;1;1,541558896;2,37640383;3,663366466;5,647295165;13,42025386;20,68811173;31,89194269;49,16330796;75,78813476;c(1691653.87278816, 7148683.99759055)
302;FI;FI007L2;Lahti;443645,6533;3355090382;172646;0;8,4409171;1;1,532067597;2,34723112;3,596116741;5,509493932;12,93205561;19,81278336;30,35452339;46,50518169;71,24908194;c(1632114.84335686, 6969901.21541078)
303;FR;FR506L1;Colmar;247559,9476;1018960339;191747;0;8,0094668;1;1,516075123;2,298483779;3,484674078;5,283027681;12,14295343;18,40962961;27,91038148;42,31423503;64,15155909;c(573482.874853743, 5670878.98351939)
304;FR;FR505L1;Charleville-Mézières;328218,7112;1353480984;127105;0;9,8375415;1;1,579709813;2,495483092;3,942139128;6,227435863;15,5404609;24,54941858;38,78095743;61,26265899;96,77722356;c(360100.946554699, 5848333.70048658)
305;FR;FR324L1;Martigues;110888,2861;206137662,6;84370;0;12,0746311;1;1,645791346;2,708629155;4,457838424;7,336671902;19,87232342;32,70569791;53,8267546;88,58760691;145,7967168;c(414784.189455846, 5166375.88190893)
306;FR;FR214L1;Valence;194507,3777;909578006,4;208238;0;7,6857792;1;1,503618225;2,260867765;3,399481976;5,111523053;11,5564777;17,37653049;26,12766792;39,28603765;59,07120218;c(395425.571939715, 5333003.82624432)
307;FR;FR209L2;Douai;139341,6618;451718545,1;216741;0;7,5335098;1;1,497612554;2,242843363;3,358910378;5,030346351;11,28227893;16,89648256;25,30438441;37,89616377;56,75377063;c(233182.62095592, 5911937.14358621)
308;FR;FR208L1;Hénin - Carvin;78948,86045;115277682,3;125235;0;9,9107161;1;1,582052923;2,50289145;3,959706733;6,264465608;15,67927741;24,80544665;39,24352936;62,08534031;98,22229409;c(223553.017417519, 5924840.08054392)
309;FR;FR104L2;Châlons-en-Champagne;346293,0642;1526423943;89541;0;11,7207911;1;1,63603046;2,676595667;4,378992042;7,164164366;19,1755713;31,37181875;51,32525107;83,96967414;137,3769446;c(336338.453453154, 5763782.69703674)
310;FR;FR099L2;Fréjus;128606,4032;444252914,7;119951;0;10,1266537;1;1,58888766;2,524563995;4,011248578;6,373423366;16,09011516;25,56538541;40,6205254;64,54145154;102,5491159;c(553328.969938886, 5169385.45971088)
311;FR;FR096L2;Albi;359698,5461;1339758386;136676;0;9,4868442;1;1,568282706;2,459510646;3,85720801;6,049192616;14,87805363;23,33299421;36,5927313;57,38774766;90,00021218;c(175374.61094184, 5223469.17501649)
312;FR;FR093L2;Brive-la-Gaillarde;276764,7284;1325393034;127935;0;9,8055783;1;1,578681945;2,492236683;3,934449053;6,211243682;15,47988935;24,43782182;38,57954808;60,90483598;96,14936491;c(123679.574097119, 5357544.78412022)
313;FR;FR090L2;Châteauroux;365770,9544;2611108771;115903;0;10,3019766;1;1,594351636;2,541957138;4,05277352;6,46154609;16,4249732;26,18718289;41,75157787;66,56669646;106,1307214;c(133830.248018228, 5535568.68511881)
314;FR;FR086L2;Evreux;224107,8293;1265157157;140892;0;9,3438257;1;1,563525418;2,444611733;3,822212582;5,976126526;14,60930902;22,842026;35,71408825;55,83988477;87,30707918;c(88693.5051156331, 5771204.00341993)
315;FR;FR084L2;Creil;152259,3486;297328569,6;142082;0;9,3046141;1;1,562210934;2,440503003;3,812580476;5,956054906;14,53576988;22,70793865;35,47459005;55,41879245;86,57584353;c(189897.007572472, 5795829.34940083)
316;FR;FR082L2;Beauvais;226661,207;1312146748;148478;0;9,1020002;1;1,55534726;2,419105099;3,762548488;5,852069481;14,15677112;22,01869517;34,24671721;53,26553777;82,84640822;c(159536.08520767, 5813610.20153633)
317;FR;FR079L2;Saint-Quentin;242165,9693;993294404,8;120237;0;10,1146028;1;1,588509316;2,523361847;4,008383802;6,367355013;16,06714071;25,5228027;40,54320986;64,40326656;102,3051889;c(250529.121092777, 5857434.90088379)
318;FR;FR077L2;Roanne;214032,6632;1233619147;126628;0;9,8560528;1;1,580303873;2,497360332;3,946588207;6,23680863;15,57555847;24,61411538;38,89778188;61,47031538;97,14177749;c(325180.75898605, 5452083.49706106)
319;FR;FR076L2;Belfort;164263,1587;656475052,7;140223;0;9,3660888;1;1,564269775;2,446939929;3,827674172;5,987515016;14,65108957;22,91825659;35,85033607;56,07959714;87,72361881;c(537753.852685956, 5623894.76514077)
320;FR;FR074L2;Compiègne;219731,5272;988053930,9;153745;0;8,9447333;1;1,549934978;2,402298436;3,723406373;5,771037775;13,86375502;21,48791883;33,304877;51,6203938;80,00825393;c(216596.658350533, 5812375.77191329)
321;FR;FR073L2;Tarbes;264299,8975;1042541051;136173;0;9,5043494;1;1,568861042;2,46132497;3,861476858;6,058120608;14,91100352;23,39329253;36,7008253;57,57849503;90,33265772;c(6427.66680388433, 5147475.75539141)
322;FR;FR069L2;Cherbourg;216042,7337;906221242,5;147273;0;9,139161;1;1,556615197;2,42305087;3,771757807;5,87117552;14,22615695;22,14465211;34,47070199;53,65761856;83,52426446;c(-124213.220410981, 5835984.90813203)
323;FR;FR068L2;Vannes;352531,1748;1213095634;198120;0;7,8795921;1;1,511126242;2,283502518;3,450660578;5,214383749;11,90705842;17,99306844;27,18979789;41,08721709;62,08797194;c(-216276.451589455, 5626093.91069777)
324;FR;FR067L2;Quimper;286871,141;1218201730;182570;0;8,2082994;1;1,523528693;2,321139678;3,5363229;5,387689405;12,50557965;19,05260942;29,02719713;44,2237677;67,376179;c(-320029.383873824, 5662049.77799359)
325;FR;FR066L2;Saint-Brieuc;260090,9362;1153549686;204231;0;7,7608102;1;1,506542587;2,269670568;3,41935537;5,151404486;11,69199114;17,61448259;26,53696818;39,9790727;60,23017563;c(-214278.05425576, 5716948.86049185)
326;FR;FR065L2;Bourges;383840,5525;2503419077;170499;0;8,4938968;1;1,533985999;2,353113045;3,609642465;5,537141003;13,02951873;19,9870993;30,65993048;47,03190409;72,14628238;c(189231.805187631, 5564376.04025256)
327;FR;FR064L2;Arras;243264,2627;1074991447;162821;0;8,6918593;1;1,541070608;2,37489862;3,659886461;5,640143455;13,39476891;20,64228467;31,8112182;49,02333338;75,5484182;c(210430.449206339, 5903921.06832162)
328;FR;FR063L2;Béziers;203975,1935;851178452;183995;0;8,1764519;1;1,522344622;2,317533147;3,528084121;5,370959887;12,44737757;18,94919829;28,8472101;43,91539515;66,85436561;c(264155.250206605, 5159508.10974646)
329;FR;FR062L2;Calais;134789,4382;502217372,3;142170;0;9,301734;1;1,56211421;2,440200805;3,811872352;5,954579967;14,53037083;22,69809874;35,45702259;55,38791882;86,52225505;c(139281.920307679, 5972866.65000064)
330;FR;FR061L2;Niort;358895,6227;1789219376;177586;0;8,3226865;1;1,527751458;2,334024517;3,565809359;5,447670446;12,71499638;19,42535426;29,67711329;45,3392531;69,26711002;c(-36983.109212709, 5483233.43817588)
331;FR;FR060L2;Chartres;297117,9364;1614167405;161382;0;8,7305248;1;1,542439257;2,379118861;3,669646328;5,660206556;13,46630418;20,77095621;32,03793826;49,41657368;76,22206318;c(115496.094141365, 5709555.49469291)
332;FR;FR059L2;Chalon-sur-Saône;263907,184;1562799840;164081;0;8,658422;1;1,53988309;2,371239932;3,651432273;5,622778813;13,33295765;20,53119602;31,61564158;48,68439185;74,96827177;c(384200.014073262, 5532301.86998471)
333;FR;FR058L2;Chambéry;267097,1646;1017639708;230364;0;7,3073615;1;1,488511239;2,21566571;3,298043312;4,909174538;10,87708969;16,19067025;24,09999464;35,87311289;53,39753173;c(475230.46868788, 5401592.24027389)
334;FR;FR057L2;Boulogne-sur-Mer;187951,5159;684467626,3;159161;0;8,7912285;1;1,544578244;2,385721953;3,684934225;5,691669237;13,57874025;20,97342677;32,3950987;50,03676467;77,28569813;c(121539.366302326, 5949179.24028144)
335;FR;FR056L2;Angoulême;373089,7607;2143375180;201718;0;7,8090026;1;1,508408997;2,275297701;3,432079522;5,176979628;11,77916984;17,76780576;26,80111806;40,42704761;60,98052231;c(12519.8890681409, 5410465.85164146)
336;FR;FR053L2;La Rochelle;246124,0672;1113004360;220849;0;7,4631158;1;1,494803258;2,234436779;3,340043376;4,992707719;11,15588975;16,67586035;24,92713037;37,26115568;55,69809689;c(-91805.129704996, 5465572.35904997)
337;FR;FR052L2;Saint-Nazaire;225019,0775;1071382489;232923;0;7,2671096;1;1,48686775;2,210775707;3,287131101;4,887529226;10,80523088;16,06594933;23,88794193;35,51821048;52,81088171;c(-174233.664878302, 5585015.42969459)
338;FR;FR051L2;Troyes;397172,365;2609737844;207792;0;7,6940231;1;1,503940647;2,261837468;3,401669304;5,115908733;11,57135406;17,4026297;26,17252216;39,3619199;59,19799126;c(316693.557584382, 5694026.43579557)
339;FR;FR050L2;Montbéliard;281227,533;1231076162;190507;0;8,0354912;1;1,51705905;2,301468161;3,491463101;5,296755694;12,19031459;18,49342706;28,05562089;42,56203356;64,5691182;c(533507.053038991, 5610302.19640871)
340;FR;FR049L2;Lorient;282172,4764;1131438714;238088;0;7,1878523;1;1,483610262;2,20109941;3,265573672;4,844838611;10,66397141;15,82117741;23,47246117;34,82398427;51,66522042;c(-263401.216571159, 5635628.09569855)
341;FR;FR048L2;Annecy;243799,431;1191304215;283570;0;6,5862431;1;1,457899379;2,1254706;3,098722268;4,517625271;9,602079694;13,99886602;20,40893809;29,75417817;43,37859788;c(490121.504916528, 5437515.42924025)
342;FR;FR047L0;Annemasse;53951,10111;77950417,28;89682;0;11,7115737;1;1,635773058;2,675753497;4,37692548;7,159656777;19,15747666;31,33728418;51,26068517;83,85084773;137,1609576;c(496845.727280859, 5469188.25999395)
343;FR;FR046L2;Bayonne;176146,1757;1026588003;255862;0;6,9336993;1;1,472966943;2,169631615;3,195795648;4,707301345;10,21310982;15,04357315;22,15868596;32,63901191;48,0761856;c(-121063.046599738, 5176020.43246982)
344;FR;FR045L2;Pau;386787,8218;2017805669;270574;0;6,7425607;1;1,464754946;2,145507052;3,142642066;4,603200509;9,876199152;14,46621156;21,18945493;31,0373589;45,46212496;c(-30497.1469661796, 5154227.39536492)
345;FR;FR044L2;Nîmes;245493,6902;1505500582;347131;0;5,9527987;1;1,42871051;2,04121372;2,916303494;4,166553451;8,50482607;12,15093439;17,36016766;24,80265399;35,43581242;c(356601.371908448, 5213556.45098668)
346;FR;FR043L2;Perpignan;392647,9858;1827781069;399051;0;5,5520542;1;1,40893429;1,985095834;2,79686959;3,940605471;7,822479505;11,02135961;15,52837148;21,87845505;30,82530554;c(239539.876879988, 5088826.38568016)
347;FR;FR042L2;Dunkerque;193477,7096;910126845;268539;0;6,7680602;1;1,465861176;2,148748988;3,14976772;4,617122215;9,921036688;14,54286251;21,31781755;31,24896111;45,80663889;c(178283.461292581, 5981704.46441443)
348;FR;FR040L2;Mulhouse;234319,4333;1297994587;407828;0;5,4919854;1;1,405872304;1,976476936;2,778674184;3,906461078;7,721030221;10,85478255;15,26043815;21,45422735;30,16190404;c(574331.721312202, 5635483.52985979)
349;FR;FR039L1;Avignon;171937,0384;870070056,7;324136;0;6,160334;1;1,43853639;2,069386945;2,976888426;4,282362329;8,861864699;12,74811485;18,33862712;26,38078245;37,94971555;c(392561.150684192, 5225872.54651939)
350;FR;FR038L2;Le Mans;423148,982;2241376258;357710;0;5,8641133;1;1,424427899;2,028994839;2,890156856;4,116820058;8,353006653;11,89825572;16,94820739;24,14149945;34,38782533;c(15396.1160902156, 5663246.01953448)
351;FR;FR037L2;Brest;412249,1222;1352964440;365223;0;5,8034846;1;1,421470226;2,020577603;2,872190902;4,08273385;8,249480577;11,72639102;16,66871569;23,69408306;33,6804336;c(-348216.647840823, 5703975.0156884)
352;FR;FR036L2;Angers;365379,8243;2312360995;416261;0;5,4360699;1;1,402997855;1,968402981;2,76166516;3,874610295;7,626794455;10,70037626;15,01260494;21,06265253;29,55085631;c(-43026.9502648682, 5606146.56076417)
353;FR;FR034L2;Valenciennes;189728,8578;785293355,3;357371;0;5,866894;1;1,424562962;2,029379632;2,890979059;4,11838169;8,357759918;11,90615522;16,96106775;24,1621089;34,42044542;c(266774.454490167, 5910898.87280446)
354;PT;PT014L1;Viseu;175845,3551;709026366,7;108769;0;10,6344572;1;1,604512356;2,5744599;4,130752718;6,627843775;17,06311802;27,37798369;43,9283131;70,48352113;113,0916805;c(-668050.987214605, 4862766.15204459)
355;PT;PT019L0;Póvoa de Varzim;62718,61519;83616202,54;59702;0;14,354017;1;1,703706151;2,902614648;4,94520243;8,425171798;24,45502708;41,66418005;70,98351982;120,9350593;206,0378044;c(-734384.082520871, 4943009.54738133)
356;PT;PT505L1;Guimarães;111556,1459;265965370,3;176605;0;8,3457698;1;1,528597975;2,336611768;3,571740017;5,459754556;12,75732675;19,50082383;29,80891981;45,56585445;69,65187282;c(-694737.431563146, 4950181.03419925)
357;PT;PT016L0;Viana do Castelo;97128,21467;321871658,8;84450;0;12,0689106;1;1,645635373;2,708115781;4,456571123;7,333891082;19,86102617;32,68400721;53,7859584;88,51207571;145,6586027;c(-737960.922006358, 4977925.57239602)
