Column1;country;fua_code;fua_name;perimeter;area;Pop2018;Type;Rescaling_factors_2018;Kfact_exp0_2018;Kfact_exp01_2018;Kfact_exp02_2018;Kfact_exp03_2018;Kfact_exp04_2018;Kfact_exp06_2018;Kfact_exp07_2018;Kfact_exp08_2018;Kfact_exp09_2018;Kfact_exp1_2018;geom
118;ES;ES006L2;Málaga;267490,1176;1527806257;855946;0;3,7909208;1;1,305416034;1,704111022;2,224573851;2,903994374;4,94872882;6,460149949;8,433183325;11,00881273;14,37108065;c(-385724.723878283, 4419622.0505256)
119;ES;ES007L2;Murcia;216311,6624;1198858558;629073;0;4,4219861;1;1,346243052;1,812370354;2,439890996;3,2846863;5,953068073;8,01427653;10,78916409;14,52483719;19,55396115;c(-97713.0571378647, 4562773.2061188)
120;ES;ES011L2;Santiago de Compostela;300427,3175;1263090538;201315;0;7,8168149;1;1,508710684;2,276207928;3,434139219;5,18112253;11,79331218;17,79269608;26,84403067;40,49987588;61,10259544;c(-705897.044119421, 5108739.91343133)
121;ES;ES017L2;Badajoz;336562,7591;2188712954;180918;0;8,2456901;1;1,524914175;2,325363242;3,54597937;5,407314206;12,57396969;19,17422462;29,23904693;44,58703713;67,99140495;c(-597915.945660023, 4663693.9748762)
122;ES;ES018L2;Logroño;189983,7566;461407763,1;193123;0;7,9808821;1;1,514991441;2,295199068;3,477206944;5,267938761;12,09096813;18,31771324;27,75117879;42,04279835;63,69447968;c(-202320.30161778, 5063168.30347948)
123;ES;ES012L2;Vitoria/Gasteiz;337348,5797;1593933541;276036;0;6,675519;1;1,461830459;2,136948292;3,123856103;4,566548002;9,758476953;14,26523885;20,85336066;30,48407779;44,56255344;c(-220804.775654079, 5105042.06875822)
124;ES;ES014L3;Pamplona/Iruña;362698,4043;1691490952;384277;0;5,6577754;1;1,414259616;2,00013026;2,828703453;4,000521058;8,001563224;11,31628773;16,00416873;22,63404952;32,01042217;c(-135888.596956069, 5101930.82148285)
125;ES;ES013L2;Oviedo;215537,324;933905411,5;309119;0;6,3081941;1;1,445376567;2,089113419;3,019555581;4,364394878;9,117715907;13,17853291;19,04794265;27,53144995;39,79331261;c(-480390.466908348, 5161445.60899366)
126;ES;ES016L2;Toledo;273377,0211;934452036,7;150117;0;9,0521754;1;1,553640707;2,413799446;3,750177078;5,826427767;14,06382812;21,85013586;33,94726053;52,74184585;81,94187867;c(-342280.7787968, 4773363.85585237)
127;ES;ES001L3;Madrid;878647,9739;7876002266;6790649;1;1,3458983;1;1,06121273;1,126172459;1,195108549;1,268264406;1,428284445;1,515713635;1,608494604;1,70695495;1,811442323;c(-312350.37117015, 4836163.61440421)
128;ES;ES002L2;Barcelona;457671,1667;2646046234;4951677;0;1,5761289;1;1,095262828;1,199600663;1,313878015;1,439041751;1,726275439;1,890725319;2,070841161;2,268115347;2,48418243;c(182513.854412956, 4943336.87372684)
129;FI;FI001L3;Helsinki;1799452,32;4946113553;1478218;1;2,8846867;1;1,236003586;1,527704864;1,88824869;2,333882152;3,565483116;4,406949917;5,4470059;6,732518825;8,321417409;c(1613100.19149569, 6892802.81300754)
130;FI;FI002L3;Tampere;588072,2109;6885822864;439062;0;5,2930375;1;1,395535839;1,947520278;2,717834346;3,792835235;7,386623532;10,30829787;14,38559912;20,07561914;28,016246;c(1495691.10684968, 7018682.62183992)
131;FI;FI004L4;Oulu;1022790,668;7247777613;258368;0;6,8999912;1;1,471531987;2,16540639;3,186464768;4,688984833;10,15355772;14,94128497;21,98657877;32,35395395;47,60987816;c(1483007.26407251, 7341986.63590265)
132;FI;FI003L4;Turku;2721805,516;4728870286;354592;0;5,8898391;1;1,425675499;2,032550628;2,89775763;4,131262055;8,396999284;11,97139614;17,06732617;24,33246875;34,69020452;c(1431702.43458535, 6919528.52562868)
133;EL;EL002L1;Thessaloniki;381297,1592;1421503996;972839;0;3,5558826;1;1,288811736;1,66103569;2,140762291;2,759039565;4,582863188;5,90644786;7,61229932;9,8108207;12,64430086;c(1938192.42815129, 4858959.6427621)
134;EL;EL003L1;Patra;157137,9768;514479031,4;217653;0;7,51771;1;1,496983845;2,240960632;3,354681863;5,021904555;11,25389041;16,84689213;25,21952536;37,75322204;56,51596348;c(1874725.63965054, 4592353.09499104)
135;EL;EL004L1;Irakleio;221802,1245;613734844,9;211082;0;7,6338267;1;1,501579945;2,254742332;3,385675867;5,083862983;11,46280108;17,21231221;25,84566283;38,80932897;58,27531007;c(2221975.04663352, 4262420.57999758)
136;EL;EL005L1;Larisa;272496,8368;1555692992;195098;0;7,9403837;1;1,513450766;2,290533222;3,46660926;5,246542442;12,01737976;18,18771261;27,52620759;41,65955998;63,04969297;c(1909956.80284527, 4748850.99227975)
137;EL;EL006L1;Volos;114750,8366;308508307;137524;0;9,4575501;1;1,567312978;2,456469971;3,850057266;6,03424472;14,82294095;23,23218773;36,41210934;57,06917153;89,44525319;c(1959602.6750808, 4718042.04290457)
138;EL;EL007L1;Ioannina;294031,2336;1326317506;132739;0;9,6265047;1;1,572873246;2,473930247;3,891178696;6,120330865;15,14127165;23,81530108;37,4584499;58,91739367;92,66959221;c(1776480.10238495, 4752086.91998212)
139;EL;EL008L1;Kavala;110126,3419;354677199,1;64283;0;13,8331099;1;1,691157148;2,860012501;4,836730585;8,179671505;23,39396276;39,56286735;66,90702593;113,1502952;191,3549305;c(2054873.06199126, 4893954.39486071)
140;EL;EL009L1;Kalamata;130149,88;444226983,7;69875;0;13,2680465;1;1,677109416;2,812695993;4,717198934;7,91125875;22,25196579;37,31898135;62,58801501;104,9669493;176,041059;c(1926788.39364512, 4456053.45293573)
141;EL;EL001L1;Athina;659973,4983;3098663215;3792914;1;1,800866;1;1,124854318;1,265297237;1,42327506;1,600977097;2,025711897;2,278630774;2,563127665;2,883145222;3,243118352;c(2051362.78621968, 4562602.22971028)
142;HU;HU001L2;Budapest;675305,8136;6393156268;2977647;1;2,0325034;1;1,152407983;1,32804416;1,530448693;1,763701292;2,342273201;2,699254337;3,110642247;3,584728959;4,131070271;c(1495646.96091923, 5608702.42928554)
143;HU;HU002L2;Miskolc;254743,3219;1645767346;287348;0;6,5428024;1;1,455971123;2,119851911;3,086443167;4,493772124;9,526131425;13,86977227;20,1939879;29,40186325;42,80826385;c(1618933.02044631, 5673514.89786918)
144;HU;HU004L2;Pécs;389689,9818;1857646275;247794;0;7,0456733;1;1,477693969;2,183579465;3,226662206;4,76801928;10,41134899;15,38478761;22,73400785;33,59390629;49,64151271;c(1454738.41183509, 5456545.59008148)
145;HU;HU005L2;Debrecen;357758,648;2017233865;326570;0;6,1373339;1;1,437460603;2,066292986;2,970214762;4,269566703;8,822175731;12,68153005;18,22919983;26,20375658;37,66686775;c(1696727.9110243, 5612337.14977663)
146;HU;HU006L2;Szeged;270100,198;1609059330;241791;0;7,1325994;1;1,481322318;2,194315811;3,250488984;4,815021878;10,56567864;15,65117558;23,18443569;34,34362203;50,8739738;c(1604628.64172687, 5475782.83001959)
147;HU;HU007L2;Gyõr;278361,6921;2047198887;251239;0;6,9972013;1;1,475655136;2,17755808;3,213324765;4,741759194;10,32545605;15,23681225;22,48428025;33,17904363;48,96082615;c(1381092.20419284, 5628756.27342581)
148;HU;HU009L2;Székesfehérvár;363446,1283;3012258456;270803;0;6,7397092;1;1,464631034;2,145144067;3,141844573;4,601643066;9,871187319;14,45764729;21,17511891;31,01373631;45,42368068;c(1450249.82575365, 5576225.98802142)
149;HU;HU003L2;Nyíregyháza;330934,3876;1682661441;235619;0;7,2254141;1;1,485157622;2,205693163;3,275802013;4,865082329;10,73087883;15,93704649;23,66902607;35,15223448;52,20660897;c(1695002.68171211, 5657736.56404218)
150;HU;HU008L2;Kecskemét;309996,0273;1820289088;187235;0;8,1053986;1;1,519689546;2,309456315;3,509656618;5,333588471;12,31768958;18,71906408;28,44716598;43,23086074;65,69748712;c(1556474.05837895, 5545811.26588767)
151;IE;IE004L1;Galway;480580,3902;2265122833;189877;0;8,0488107;1;1,517561651;2,302993363;3,494934409;5,303778431;12,21456653;18,53635774;28,13006565;42,68910885;64,78335449;c(-657148.032448575, 6212113.40161078)
152;IE;IE005L1;Waterford;219630,9156;959639740,4;99746;0;11,1050406;1;1,618467677;2,619437623;4,239475125;6,861453459;17,97314934;29,08896126;47,07954357;76,19671954;123,3219277;c(-524028.692428531, 6108064.12585475)
153;IE;IE002L1;Cork;477715,1822;3298459610;430392;0;5,3460843;1;1,398321903;1,955304144;2,734144611;3,823214295;7,475546753;10,45322076;14,61696754;20,43922587;28,5806172;c(-627519.249706756, 6070671.34289366)
154;IE;IE001L1;Dublin;705797,5799;7038034857;1916094;1;2,5337251;1;1,20434773;1,450453454;1,746850324;2,103815222;3,051486054;3,675050301;4,426038486;5,330489402;6,419762809;c(-454953.830741369, 6219018.35927438)
155;IE;IE003L1;Limerick;344685,7688;1565053176;167708;0;8,5642829;1;1,536519943;2,360893534;3,627559997;5,573818279;13,15919153;20,21936022;31,0674502;47,7357568;73,3469423;c(-632350.301595138, 6149908.5121071)
156;IT;IT002L3;Milano;708866,804;3840715824;5142080;0;1,5466729;1;1,091138039;1,190582221;1,29908955;1,417486025;1,687633659;1,841441282;2,00926663;2,192387251;2,392197126;c(738495.170145698, 5390800.16209511)
157;IT;IT003L3;Napoli;452856,8061;1529157825;3359740;0;1,9134409;1;1,138578588;1,296361202;1,476009107;1,680552365;2,178602883;2,480510595;2,824256252;3,215637696;3,661256228;c(1200840.4688176, 4883101.99358222)
158;IT;IT004L2;Torino;345643,0655;1702318339;1760384;0;2,6434079;1;1,214598773;1,47525018;1,791837058;2,176363092;3,210680042;3,89968804;4,736556309;5,753015481;6,987605545;c(619918.920994111, 5348147.46416758)
159;IT;IT005L3;Palermo;389304,697;1501961332;1006513;0;3,4958936;1;1,284433548;1,64976954;2,119019345;2,721739536;4,490242984;5,767418729;7,407866103;9,514911746;12,22127186;c(1153965.04584718, 4577670.70490926)
160;IT;IT007L3;Firenze;294426,7022;1637721301;775232;0;3,9833829;1;1,318409763;1,738204302;2,291665521;3,021354195;5,25173086;6,923933236;9,128581174;12,03521054;15,86733907;c(921323.257384029, 5206185.90497116)
161;IT;IT015L1;Trieste;111098,8794;218033182,6;230686;0;7,3022598;1;1,488303337;2,215046823;3,296661578;4,906432426;10,86797756;16,17484726;24,07307916;35,82804404;53,32299749;c(1104096.95747536, 5410547.71722166)
162;IT;IT017L3;Ancona;129817,0442;441228677,2;213826;0;7,5846866;1;1,499641769;2,248925435;3,372582518;5,057665613;11,37431284;17,05739463;25,57998146;38,36080864;57,52747093;c(1108198.7347382, 5189518.71020505)
163;IT;IT019L2;Pescara;90315,92605;163429621,4;228806;0;7,3321981;1;1,489521713;2,218674934;3,304764489;4,922518464;10,92146833;16,26776422;24,23118803;36,09288071;53,76112952;c(1179230.4830981, 5061182.89369209)
164;IT;IT025L3;Reggio di Calabria;109900,6323;483555314,3;209084;0;7,6702143;1;1,503008717;2,259035203;3,395349602;5,103240049;11,52839892;17,32728407;26,04305899;39,14294468;58,83218706;c(1351083.72845553, 4576971.31775823)
165;IT;IT029L3;Brescia;178260,917;603213198,6;482626;0;5,0485021;1;1,382396125;1,911019048;2,641785327;3,6519938;6,979029714;9,647783635;13,33705872;18,43709829;25,48737325;c(820397.968317062, 5397875.70627679)
166;IT;IT010L2;Catania;145531,8521;612917115,6;647264;0;4,3594045;1;1,342410789;1,802066727;2,419113818;3,24744449;5,852111665;7,85593784;10,54589572;14,1569242;19,00440778;c(1309674.35039421, 4508321.75741461)
167;IT;IT013L3;Cremona;201699,2786;604174238,5;128682;0;9,7770761;1;1,577763116;2,48933645;3,927583233;6,19679596;15,42591005;24,33843191;38,40028017;60,58654569;95,59121711;c(808493.79102398, 5354724.57554838)
168;IT;IT014L3;Trento;185663,4236;982949854,7;238658;0;7,1792636;1;1,483255542;2,200047002;3,263231909;4,840206813;10,64868249;15,79471732;23,42760199;34,74912049;51,54182554;c(887606.458875436, 5455820.83505257)
169;IT;IT021L2;Caserta;55960,33939;93195802,68;124627;0;9,9348617;1;1,582823047;2,505328798;3,965492162;6,276672386;15,72512808;24,89009515;39,39661624;62,35787216;98,70147721;c(1205048.5924002, 4909183.00235844)
170;IT;IT022L2;Taranto;234119,6166;1068996391;408508;0;5,4874126;1;1,405638108;1,975818491;2,777285765;3,903858709;7,713316223;10,84213122;15,24011282;21,42208335;30,11169671;c(1457125.16693682, 4842262.93799788)
171;IT;IT024L3;Catanzaro;262756,6674;900405802,6;153265;0;8,9587291;1;1,550419709;2,403801273;3,726900869;5,778260559;13,88979008;21,5350043;33,38829508;51,76587073;80,25882622;c(1423335.78006286, 4666632.31854094)
172;IT;IT027L2;Cagliari;313888,5201;1955055762;486106;0;5,0303987;1;1,381403275;1,908275007;2,636097344;3,641513503;6,949009207;9,599384075;13,2606206;18,31826471;25,30491086;c(779228.289523805, 4701500.35485102)
173;IT;IT030L3;Modena;164860,3125;691976237,4;368144;0;5,7804152;1;1,420338328;2,017360966;2,865335101;4,069745266;8,21014524;11,66118396;16,56282653;23,52481734;33,41319973;c(885924.880506623, 5301783.15929282)
174;IT;IT031L3;Foggia;285611,0109;897563776,5;174390;0;8,3986041;1;1,530528502;2,342517495;3,585289793;5,487388216;12,8543029;19,67387696;30,11142943;46,08640098;70,53655026;c(1302005.31594093, 4952173.372011)
175;IT;IT008L3;Bari;300941,6203;1135517858;722919;0;4,1249917;1;1,327653105;1,762662767;2,340204695;3,106980029;5,476558014;7,270969251;9,6533249;12,81626678;17,01555638;c(1417538.00475529, 4914830.91463735)
176;IT;IT011L2;Venezia;510755,1691;670018472;516702;0;4,8791911;1;1,372996927;1,88512056;2,588264736;3,553679527;6,699114342;9,197863403;12,62863818;17,33908141;23,80650549;c(991438.813980759, 5387536.0429716)
177;IT;IT012L3;Verona;190531,6556;732136470,5;514521;0;4,8895213;1;1,373577818;1,886716023;2,591551278;3,559697351;6,716138028;9,225138219;12,67144523;17,40521609;23,90741874;c(883686.428151498, 5387708.67793795)
178;IT;IT016L3;Perugia;266749,8706;1310591415;281305;0;6,6127053;1;1,459069013;2,128882384;3,106186319;4,532140207;9,64839345;14,07767191;20,54029485;29,96970774;43,72787188;c(1020867.18982578, 5134154.08363814)
179;IT;IT028L3;Padova;202510,1877;613590806,6;537027;0;4,7859685;1;1,367709827;1,87063017;2,558479265;3,499257232;6,545816151;8,952777073;12,24480118;16,7473349;22,90549451;c(954971.844717271, 5384340.4372688)
180;IT;IT032L3;Salerno;127350,6919;378164601,4;244379;0;7,0947313;1;1,479746056;2,189648389;3,240123567;4,794560068;10,49840073;15,53496707;22,98780625;34,01611563;50,33521293;c(1245340.89590255, 4865105.26011651)
181;IT;IT009L1;Bologna;311893,715;1852635859;751823;0;4,0449215;1;1,322458397;1,748896212;2,312842482;3,058637961;5,349240345;7,074147813;9,355266178;12,37195031;16,36138958;c(921172.805834673, 5285248.72045359)
182;IT;IT526L1;L'Aquila;266026,213;1402556713;98186;0;11,1929126;1;1,621020931;2,627708859;4,25957106;6,904853845;18,14394562;29,41171561;47,67700662;77,28542566;125,2812926;c(1111612.60255804, 5050918.60548008)
183;IT;IT023L2;Potenza;271444,6177;1383618408;129121;0;9,7604414;1;1,577225868;2,487641438;3,923572426;6,188359925;15,39442058;24,28047837;38,29579856;60,40112412;95,26621541;c(1334372.48676573, 4860744.79148417)
184;IT;IT020L3;Campobasso;190284,8679;1028698087;99998;0;11,0910392;1;1,618059352;2,618116067;4,236267187;6,85453174;17,94595968;29,03762789;46,98460537;76,02388013;123,0111502;c(1226824.39940993, 4962756.83536748)
185;IT;IT006L3;Genova;301556,572;1208552512;691826;0;4,2166685;1;1,333502676;1,778229386;2,371273643;3,162099748;5,622938692;7,49820379;9,998874816;13,33352632;17,78029302;c(726111.892732115, 5276261.43136925)
186;IT;IT026L3;Sassari;346015,3941;1534176169;214085;0;7,5800972;1;1,499460244;2,248381022;3,371357954;5,055217219;11,36605446;17,04294678;25,55522113;38,31903811;57,45787421;c(722036.265862459, 4870475.07495366)
187;IT;IT001L3;Roma;641809,8784;6169877570;4402534;1;1,6715391;1;1,108213171;1,228136433;1,361036971;1,508319098;1,852421636;2,052878056;2,2750265;2,521214333;2,794042931;c(1041324.6017688, 4999880.61367454)
188;LT;LT001L1;Vilnius;427876,7999;4246615460;700244;1;4,1912464;1;1,331890863;1,773933272;2,362685517;3,146839253;5,582282853;7,434991528;9,902597286;13,18917885;17,5665468;c(1798739.37994146, 6354201.82096032)
189;LT;LT002L1;Kaunas;293631,9403;1620671207;380293;0;5,687334;1;1,415734274;2,004303535;2,83756121;4,017232659;8,051753619;11,39914357;16,13815824;22,84734374;32,34576761;c(1693260.16091749, 6376217.50287329)
190;LT;LT003L1;Panevėžys;326553,5495;2228217983;124677;0;9,9328694;1;1,582759559;2,50512782;3,965015003;6,275665395;15,72134397;24,88310745;39,38397616;62,33536471;98,66189433;c(1704241.06634815, 6459291.33732227)
191;LU;LU001L1;Luxembourg;351699,0125;2595771992;601829;1;4,520967;1;1,352216616;1,828489777;2,472514258;3,343374863;6,113326757;8,266542021;11,17815548;15,11528757;20,43914301;c(468679.486197255, 5832598.47414445)
192;LV;LV002L2;Liepāja;358970,9148;2717558019;92496;0;11,5320475;1;1,630727084;2,659270821;4,33654495;7,0717213;18,80562211;30,66683729;50,00924214;81,55142559;132,9881184;c(1450819.33716426, 6536606.11171129)
193;LV;LV001L1;Rīga;773833,8837;6158745116;934208;1;3,6286586;1;1,29404453;1,674551244;2,166943877;2,80412187;4,695645767;6,076374717;7,863099461;10,17520084;13,16716299;c(1652404.90007711, 6580436.33529681)
194;MT;MT001L1;Valletta;130236,2916;261890355,1;429523;0;5,3514896;1;1,39860455;1,956094689;2,735802933;3,826306431;7,484617686;10,46802035;14,6406209;20,47643901;28,63844078;c(1275982.46697389, 4325956.04725226)
195;NL;NL001L3;s' Gravenhage;108694,8251;427010913;1093394;0;3,3541274;1;1,273843017;1,622676032;2,067034532;2,633077505;4,272631758;5,442662129;6,933097148;8,831677388;11,25017057;c(319123.706830359, 6089256.77390972)
196;NL;NL002L3;Amsterdam;419601,8457;3327216261;2823444;1;2,0872684;1;1,158552347;1,342243542;1,555059406;1,801617725;2,418209756;2,80162259;3,245826428;3,760459828;4,356689561;c(360803.832600746, 6119125.39720981)
197;NL;NL003L3;Rotterdam;300825,9256;2172716418;1841345;0;2,5846415;1;1,209149673;1,462042931;1,767828732;2,137569532;3,125218424;3,778856835;4,569203505;5,524850923;6,680371685;c(331959.217728025, 6073325.40654058)
198;NL;NL004L3;Utrecht;221489,3457;973999865,9;891077;0;3,7154402;1;1,300175733;1,690456937;2,197891087;2,857644655;4,83072523;6,280791717;8,166132974;10,61740793;13,80449613;c(378468.744973859, 6090740.87947953)
199;NL;NL005L3;Eindhoven;197991,4394;1444160234;769972;0;3,9969658;1;1,319307666;1,740572719;2,296350932;3,029593389;5,273227602;6,957009602;9,178436103;12,10918112;15,97573548;c(408911.036234546, 6022914.42807144)
200;NL;NL006L3;Tilburg;128405,6816;432304978;317767;0;6,2217635;1;1,441393967;2,077616568;2,994663987;4,316490603;8,968012393;12,92643896;18,63209113;26,85618374;38,71034122;c(378893.871718915, 6035350.70707159)
201;NL;NL007L3;Groningen;312749,1194;2084137668;538099;0;4,7811988;1;1,367437107;1,869884242;2,556949098;3,496467078;6,537988692;8,940288343;12,22528203;16,71730429;22,85986222;c(477605.324849566, 6206238.54438336)
202;NL;NL012L3;Breda;228978,3994;733496738,4;373131;0;5,7416568;1;1,418428491;2,011939385;2,853792146;4,047900088;8,144129614;11,55186548;16,38549512;23,24165313;32,96662298;c(357076.001944264, 6039333.2665694)
203;NL;NL013L3;Nijmegen;139576,7995;398386179,2;332043;0;6,0865435;1;1,435073505;2,059435965;2,95544199;4,241276496;8,734637355;12,53484665;17,98842631;25,814714;37,04601211;c(435100.597449607, 6065512.09503423)
204;NL;NL014L3;Apeldoorn;154811,14;710131049,4;238873;0;7,176032;1;1,483121986;2,199650825;3,2623505;4,838463752;10,64293078;15,78476464;23,41073148;34,72097056;51,49543481;c(440097.67422966, 6103499.91784525)
205;NL;NL008L3;Enschede;158882,178;850026556,5;400536;0;5,5417524;1;1,40841105;1,983621685;2,7937547;3,93475499;7,805065324;10,99274025;15,48229683;21,80543793;30,71101973;c(508912.150894146, 6103881.22657218)
206;NL;NL009L3;Arnhem;157260,4326;559123159,9;411360;0;5,4683571;1;1,404660511;1,973071152;2,771495133;3,89300977;7,681185271;10,78945763;15,15552507;21,28836759;29,90292931;c(437674.240224894, 6079114.0895713)
207;NL;NL015L3;Leeuwarden;231972,8196;1110465733;259679;0;6,8825517;1;1,470787385;2,163215533;3,181630117;4,679501441;10,1227702;14,88844272;21,89773374;32,20691055;47,36951775;c(421636.8243156, 6204575.10568755)
208;NL;NL010L3;Heerlen;121767,3054;332837500,7;281131;0;6,6147514;1;1,459159294;2,129145844;3,106762947;4,533262027;9,651976006;14,08377049;20,5504646;29,98640142;43,75493631;c(449325.250510344, 5966016.54494206)
209;PL;PL001L2;Warszawa;1241715,933;8614638339;3163638;1;1,9718529;1;1,145446741;1,312048237;1,502881377;1,721470576;2,258652434;2,58716607;2,963460944;3,394486681;3,888203707;c(1549117.03949655, 6106308.08046701)
210;PL;PL002L2;Łódź;412847,8345;1694547029;911726;0;3,6731252;1;1,297200613;1,682729431;2,18283765;2,831578339;4,764780208;6,180875809;8,01783589;10,40074163;13,49184843;c(1445021.73509587, 6056978.45285102)
211;PL;PL003L2;Kraków;498255,9442;3757742356;1415352;0;2,9480556;1;1,241386828;1,541041258;1,91302832;2,374808158;3,659677351;4,54307526;5,639713789;7,001066413;8,69103163;c(1515299.20065584, 5879627.53968436)
212;PL;PL005L2;Poznań;536092,8316;3092583670;989768;0;3,5253415;1;1,286590198;1,655314338;2,129711203;2,740065559;4,535669808;5,835548318;7,507959269;9,659666804;12,42803263;c(1245895.1213594, 6125501.2509361)
213;PL;PL009L2;Lublin;492202,8493;3226915455;668747;0;4,2888116;1;1,338034756;1,790337009;2,395533144;3,205306606;5,738579043;7,678418212;10,27399044;13,7469563;18,39390532;c(1687898.61540241, 6003495.09389725)
214;PL;PL013L2;Toruń;288587,3976;1589565458;323980;0;6,161817;1;1,438605642;2,069586193;2,977318375;4,283187012;8,864424704;12,75241139;18,34569098;26,39221455;37,96798876;c(1358213.79766613, 6186675.00992107)
215;PL;PL014L2;Olsztyn;346343,5319;2026234163;259759;0;6,8814918;1;1,470742082;2,163082272;3,181336124;4,678924915;10,12089953;14,88523285;21,89233836;32,1979833;47,35492899;c(1477047.93994174, 6263255.14088364)
216;PL;PL006L2;Gdańsk;416434,904;2632216040;1154328;0;3,2643993;1;1,266953444;1,605171029;2,033676962;2,576574031;4,135841987;5,239919249;6,638733737;8,41096657;10,65630306;c(1332744.64679521, 6321209.98998516)
217;PL;PL012L2;Kielce;404841,8629;2243125106;398176;0;5,5581512;1;1,409243601;1,985967526;2,798712028;3,944067015;7,832789013;11,03830779;15,55566462;21,92172082;30,89304478;c(1551104.25860617, 5964463.87816698)
218;PL;PL025L2;Radom;193058,9418;680488857,3;284276;0;6,5780595;1;1,457536904;2,124413827;3,096411554;4,51313411;9,587764509;13,9745206;20,3683795;29,6876648;43,27086704;c(1579260.52905572, 6019443.96678102)
219;PL;PL008L2;Bydgoszcz;357766,5761;2100597823;499121;0;4,9643795;1;1,37775817;1,898217575;2,615284773;3,603229963;6,839714444;9,423472456;12,98326617;17,88780104;24,64506402;c(1310893.64703879, 6196407.25470731)
220;PL;PL010L2;Katowice;738113,3099;3945553385;2533701;0;2,2033841;1;1,171164887;1,371627192;1,606401604;1,881361153;2,580526114;3,022221574;3,539519787;4,14536129;4,854901585;c(1441817.76818534, 5900521.29641574)
221;PL;PL026L2;Płock;322672,9376;1709970223;220054;0;7,4765848;1;1,495342417;2,236048943;3,34365883;4,999914876;11,18005437;16,71800952;24,99914876;37,38228752;55,89932017;c(1445755.39381536, 6137361.34188677)
222;PL;PL028L2;Koszalin;336159,2875;1297075537;160116;0;8,764972;1;1,54365451;2,382869247;3,678326859;5,678065846;13,53008848;20,88578211;32,24043175;49,76808788;76,82473332;c(1159741.4507689, 6305038.92571777)
223;PL;PL017L2;Gorzów Wielkopolski;243745,2027;975169318,3;164508;0;8,6471777;1;1,539482928;2,370007685;3,648586369;5,616936425;13,31218249;20,49387768;31,54997481;48,57064758;74,77368274;c(1116485.56511676, 6156472.97498192)
224;PL;PL018L2;Zielona Góra;379989,3322;1694801495;211463;0;7,6269465;1;1,501309181;2,253929257;3,383844686;5,080197094;11,45040486;17,19059794;25,80840251;38,74639163;58,17031348;c(1149332.33218539, 6075125.84920726)
225;PL;PL022L2;Konin;248850,9233;1182311289;170721;0;8,4883724;1;1,533786408;2,352500744;3,608233665;5,534259752;13,01935018;19,96890235;30,628031;46,97685764;72,05246572;c(1347163.97418822, 6102987.37846442)
226;PL;PL024L2;Częstochowa;295107,7107;1938277279;395084;0;5,5798584;1;1,410342636;1,98906635;2,805265078;3,956384944;7,86951216;11,09870852;15,65298183;22,07606765;31,13481943;c(1438432.3279682, 5957991.26835587)
227;PL;PL004L2;Wrocław;420571,3121;2648097742;882601;0;3,7332381;1;1,301418985;1,693691374;2,204202108;2,86859047;4,858506935;6,322953163;8,228811286;10,70913123;13,93706669;c(1276815.91963621, 5989282.43629667)
228;PL;PL011L2;Białystok;422468,5003;2235758787;431562;0;5,3388325;1;1,397942343;1,954242794;2,73191875;3,819064899;7,463380058;10,43337501;14,5852567;20,38934792;28,50313281;c(1687404.25124607, 6197629.23852186)
229;PL;PL027L2;Kalisz;251136,3707;1490713531;210626;0;7,6420858;1;1,501904717;2,25571778;3,387873174;5,088262701;11,47768464;17,23838871;25,89041731;38,88493989;58,40147465;c(1343479.50717185, 6056789.79188879)
230;PL;PL007L2;Szczecin;277552,8005;1128914521;483949;0;5,0415967;1;1,382017746;1,90997305;2,639616649;3,647997052;6,967576055;9,629313754;13,30788249;18,39172976;25,41769691;c(1054254.09584033, 6228630.65134112)
231;PL;PL019L2;Jelenia Góra;207157,2475;834415300,7;137087;0;9,4726123;1;1,567811884;2,458034104;3,85373508;6,041931656;14,85127406;23,28400397;36,50493813;57,23287584;89,7303829;c(1182489.75362963, 5967722.51195918)
232;PL;PL016L2;Opole;357791,9676;1766563788;253279;0;6,9689654;1;1,47446226;2,174038957;3,205538396;4,726445389;10,27547641;15,15080217;22,33928601;32,93843415;48,56647807;c(1351191.8680266, 5943294.68123547)
233;PL;PL020L2;Nowy Sącz;259308,805;1303751574;265036;0;6,8126404;1;1,467787188;2,154399229;3,162199586;4,641436038;9,999506223;14,67714712;21,5429285;31,62043444;46,41206855;c(1581535.40235134, 5834153.54478004)
234;PL;PL015L2;Rzeszów;426679,9935;2291941599;515381;0;4,8854401;1;1,373348441;1,886085941;2,590253188;3,557320178;6,709411578;9,214359933;12,65452685;17,37907473;23,86752519;c(1672879.70985044, 5877383.61171952)
235;PL;PL021L2;Suwałki;174695,179;721818113,9;86484;0;11,926143;1;1,641723454;2,695255898;4,424864821;7,264404355;19,57942868;32,14400728;52,77157064;86,6363252;142,232887;c(1645593.57640696, 6295676.52631298)
236;PT;PT005L2;Coimbra;294241,7017;1628738942;264389;0;6,820971;1;1,468145983;2,155452627;3,164519115;4,645976027;10,01418123;14,70227994;21,58509324;31,69006793;46,52564592;c(-714465.921607567, 4812995.01072468)
237;PT;PT003L1;Braga;137958,079;493807588,3;247059;0;7,056146;1;1,478132995;2,184877151;3,229539006;4,773688163;10,42992219;15,41681212;22,78809868;33,68384054;49,7891961;c(-705413.83867218, 4962016.28643666)
