X,Y,fid,country_2,fua_code,Full_code,fua_name,Pop2018_2
3774069.95180981,2933307.28406343,321,FR,FR084L2,FR084L2_CREIL_UA2018_v013,Creil,142082
3675498.64065232,2918173.02789952,320,FR,FR086L2,FR086L2_EVREUX_UA2018_v013,Evreux,140892
3687777.99481564,2668598.09901085,319,FR,FR090L2,FR090L2_CHATEAUROUX_UA2018_v013,Châteauroux,115903
3655862.00280065,2487520.6377168,318,FR,FR093L2,FR093L2_BRIVE_LA_GAILLARDE_UA2018_v013,Brive-la-Gaillarde,127935
3690165.47399555,2346165.7439454,317,FR,FR096L2,FR096L2_ALBI_UA2018_v013,Albi,136676
4056216.86253383,2264035.00000896,316,FR,FR099L2,FR099L2_FREJUS_UA2018_v013,Fréjus,119951
3908500.04346258,2887294.79791978,315,FR,FR104L2,FR104L2_CHALONS_EN_CHAMPAGNE_UA2018_v013,Châlons-en-Champagne,89541
3944490.18996564,2254881.15940739,13,FR,FR203L2,FR203L2_MARSEILLE_UA2018_v013,Marseille,1754379
4100553.66998027,2291438.76942482,14,FR,FR205L2,FR205L2_NICE_UA2018_v013,Nice,808624
3812569.93996778,3060103.05966847,15,FR,FR207L2,FR207L2_LENS_LIEVIN_UA2018_v013,Lens - Liévin,246691
3822157.58037372,3066172.15873084,314,FR,FR208L1,FR208L1_HENIN_CARVIN_UA2018_v013,Hénin - Carvin,125235
3829509.48481451,3051646.18098527,313,FR,FR209L2,FR209L2_DOUAI_UA2018_v013,Douai,216741
3917436.69172018,2438435.43654418,312,FR,FR214L1,FR214L1_VALENCE_UA2018_v013,Valence,208238
3677242.62804308,2964628.94127018,36,FR,FR215L2,FR215L2_ROUEN_UA2018_v013,Rouen,706119
3779863.21930315,2852122.5839611,476,FR,FR304L1,FR304L1_MELUN_UA2018_v013,Melun,138241
3919207.82319477,2268489.1904122,311,FR,FR324L1,FR324L1_MARTIGUES_UA2018_v013,Martigues,84370
3940844.8500816,2974511.96602611,310,FR,FR505L1,FR505L1_CHARLEVILLE_MEZIERES_UA2018_v013,Charleville-Mézières,127105
4124102.47731784,2777494.15881202,309,FR,FR506L1,FR506L1_COLMAR_UA2018_v013,Colmar,191747
4079043.15404912,2276224.08258016,414,FR,FR519L1,FR519L1_CANNES_UA2018_v013,Cannes,176622
4785700.63531398,2539604.24186357,479,HR,HR001L2,HR001L2_GRAD_ZAGREB_UA2018_v013,Grad Zagreb,1218791
4669581.45365276,2478697.82919389,478,HR,HR002L2,HR002L2_RIJEKA_UA2018_v013,Rijeka,202886
4950314.34354037,2482950.82815215,481,HR,HR003L2,HR003L2_SLAVONSKI_BROD_UA2018_v013,Slavonski Brod,99153
4999181.25773406,2533772.60012158,480,HR,HR004L2,HR004L2_OSIJEK_UA2018_v013,Osijek,171700
4842298.47414765,2289112.41867991,483,HR,HR005L2,HR005L2_SPLIT_UA2018_v013,Split,357115
4625015.64599271,2425460.32795965,477,HR,HR006L1,HR006L1_PULA_POLA_UA2018_v013,Pula - Pola,86047
4740037.11323541,2348446.67035352,482,HR,HR007L1,HR007L1_ZADAR_UA2018_v013,Zadar,119412
5001804.64005023,2750785.83957855,143,HU,HU001L2,HU001L2_BUDAPEST_UA2018_v013,Budapest,2977647
5120852.5000572,2835246.91960023,144,HU,HU002L2,HU002L2_MISKOLC_UA2018_v013,Miskolc,287348
5192274.74006282,2829512.60959592,150,HU,HU003L2,HU003L2_NYIREGYHAZA_UA2018_v013,Nyíregyháza,235619
4956846.95005051,2586645.75952606,145,HU,HU004L2,HU004L2_PECS_UA2018_v013,Pécs,247794
5192884.86006427,2781549.00958136,146,HU,HU005L2,HU005L2_DEBRECEN_UA2018_v013,Debrecen,326570
5101607.34006146,2624669.50953408,147,HU,HU006L2,HU006L2_SZEGED_UA2018_v013,Szeged,241791
4893454.21004181,2759551.15958431,148,HU,HU007L2,HU007L2_GYOR_UA2018_v013,Gyõr,251239
5057657.04472606,2691938.60433301,151,HU,HU008L2,HU008L2_KECSKEMET_UA2018_v013,Kecskemét,187235
4957251.92004769,2711441.10956749,149,HU,HU009L2,HU009L2_SZEKESFEHERVAR_UA2018_v013,Székesfehérvár,270803
4822069.32081314,2701965.93874304,741,HU,HU010L1,HU010L1_SZOMBATHELY_UA2018_v013,Szombathely,147879
5091808.36902195,2726603.19956763,670,HU,HU011L1,HU011L1_SZOLNOK_UA2018_v013,Szolnok,159343
4951567.18454349,2754934.87699072,669,HU,HU012L1,HU012L1_TATABANYA_UA2018_v013,Tatabánya,137360
4920445.80052928,2696583.35102576,674,HU,HU013L1,HU013L1_VESZPREM_UA2018_v013,Veszprém,133593
5167353.09943765,2682065.00384219,672,HU,HU014L1,HU014L1_BEKESCSABA_UA2018_v013,Békéscsaba,112424
4919889.86938365,2613939.72946913,677,HU,HU015L1,HU015L1_KAPOSVAR_UA2018_v013,Kaposvár,109038
5094375.20907901,2808680.24143769,671,HU,HU016L1,HU016L1_EGER_UA2018_v013,Eger,99994
5000110.27993906,2691248.48553798,673,HU,HU017L1,HU017L1_DUNAUJVAROS_UA2018_v013,Dunaújváros,85124
4842811.7749305,2660577.70292946,676,HU,HU018L1,HU018L1_ZALAEGERSZEG_UA2018_v013,Zalaegerszeg,108569
4815439.34902679,2752372.72839503,675,HU,HU019L1,HU019L1_SOPRON_UA2018_v013,Sopron,100689
3247982.45994063,3480633.49974217,155,IE,IE001L1,IE001L1_DUBLIN_UA2018_v013,Dublin,1916094
3065629.02992567,3358890.23971258,154,IE,IE002L1,IE002L1_CORK_UA2018_v013,Cork,430392
3076898.99992895,3445013.99972994,156,IE,IE003L1,IE003L1_LIMERICK_UA2018_v013,Limerick,167708
3067437.18993034,3517993.99974295,152,IE,IE004L1,IE004L1_GALWAY_UA2018_v013,Galway,189877
3165444.5099328,3375668.03971975,153,IE,IE005L1,IE005L1_WATERFORD_UA2018_v013,Waterford,99746
2821197.4519343,4911674.13078772,697,IS,IS001L1,IS001L1_REYKJAVIK_UA2018_v013,Reykjavík,276227
4527819.53002016,2091165.47934055,188,IT,IT001L3,IT001L3_ROMA_UA2018_v013,Roma,4402534
4257596.66999481,2484162.31949979,157,IT,IT002L3,IT002L3_MILANO_UA2018_v013,Milano,5142080
4680898.17003679,1981412.89928872,158,IT,IT003L3,IT003L3_NAPOLI_UA2018_v013,Napoli,3359740
4138127.79998472,2442956.1194839,159,IT,IT004L2,IT004L2_TORINO_UA2018_v013,Torino,1760384
4617882.55003386,1677045.00914456,160,IT,IT005L3,IT005L3_PALERMO_UA2018_v013,Palermo,1006513
4235811.54999264,2367348.03945591,186,IT,IT006L3,IT006L3_GENOVA_UA2018_v013,Genova,691826
4422458.84000905,2296393.27942786,161,IT,IT007L3,IT007L3_FIRENZE_UA2018_v013,Firenze,775232
4899309.4200584,2029131.03930439,176,IT,IT008L3,IT008L3_BARI_UA2018_v013,Bari,722919
4427972.1900092,2376854.76945948,182,IT,IT009L1,IT009L1_BOLOGNA_UA2018_v013,Bologna,751823
4773959.32005281,1617980.96911173,167,IT,IT010L2,IT010L2_CATANIA_UA2018_v013,Catania,647264
4503880.78001499,2483331.78949874,177,IT,IT011L2,IT011L2_VENEZIA_UA2018_v013,Venezia,516702
4398876.75000638,2481165.36949865,178,IT,IT012L3,IT012L3_VERONA_UA2018_v013,Verona,514521
4322930.19000016,2446847.41948622,168,IT,IT013L3,IT013L3_CREMONA_UA2018_v013,Cremona,128682
4407858.9700069,2551333.87952358,169,IT,IT014L3,IT014L3_TRENTO_UA2018_v013,Trento,238658
4615025.35002385,2511530.82950757,162,IT,IT015L1,IT015L1_TRIESTE_UA2018_v013,Trieste,230686
4515934.76001794,2225787.52939827,179,IT,IT016L3,IT016L3_PERUGIA_UA2018_v013,Perugia,281305
4605643.00002557,2285330.99942147,163,IT,IT017L3,IT017L3_ANCONA_UA2018_v013,Ancona,213826
4668662.35003303,2158950.25936773,164,IT,IT019L2,IT019L2_PESCARA_UA2018_v013,Pescara,228806
4710940.00003861,2062677.99932478,185,IT,IT020L3,IT020L3_CAMPOBASSO_UA2018_v013,Campobasso,99998
4686447.91003697,2007710.49930059,170,IT,IT021L2,IT021L2_CASERTA_UA2018_v013,Caserta,124627
4936250.14006392,1960138.63927155,171,IT,IT022L2,IT022L2_TARANTO_UA2018_v013,Taranto,408508
4813851.77005083,1967992.1592792,184,IT,IT023L2,IT023L2_POTENZA_UA2018_v013,Potenza,129121
4895897.06006367,1782450.41918881,172,IT,IT024L3,IT024L3_CATANZARO_UA2018_v013,Catanzaro,153265
4819050.38005683,1688215.46914525,165,IT,IT025L3,IT025L3_REGGIO_DI_CALABRIA_UA2018_v013,Reggio di Calabria,209084
4198734.56998745,1959937.20928225,187,IT,IT026L3,IT026L3_SASSARI_UA2018_v013,Sassari,214085
4243710.44999155,1792283.51920335,173,IT,IT027L2,IT027L2_CAGLIARI_UA2018_v013,Cagliari,486106
4468118.02001208,2479042.52949749,180,IT,IT028L3,IT028L3_PADOVA_UA2018_v013,Padova,537027
4337989.90000139,2491104.5195024,166,IT,IT029L3,IT029L3_BRESCIA_UA2018_v013,Brescia,482626
4394617.16000628,2393207.4294659,174,IT,IT030L3,IT030L3_MODENA_UA2018_v013,Modena,368144
4785500.0400462,2057127.95932044,175,IT,IT031L3,IT031L3_FOGGIA_UA2018_v013,Foggia,174390
4724680.23004155,1966109.0792807,181,IT,IT032L3,IT032L3_SALERNO_UA2018_v013,Salerno,244379
4296754.17262372,2437851.79800688,425,IT,IT033L2,IT033L2_PIACENZA_UA2018_v013,Piacenza,201673
4425243.76539885,2599404.03758058,466,IT,IT034L1,IT034L1_BOLZANO_UA2018_v013,Bolzano,198383
4571554.35354998,2555483.72647795,464,IT,IT035L2,IT035L2_UDINE_UA2018_v013,Udine,235562
4307211.55818098,2333014.85784573,459,IT,IT036L2,IT036L2_LA_SPEZIA_UA2018_v013,La Spezia,195306
5017140.7039017,1955049.25404249,437,IT,IT037L1,IT037L1_LECCE_UA2018_v013,Lecce,236855
4848271.95599594,2046280.85754762,441,IT,IT038L1,IT038L1_BARLETTA_UA2018_v013,Barletta,92081
4555495.43654847,2315714.26126659,455,IT,IT039L2,IT039L2_PESARO_UA2018_v013,Pesaro,120235
4249783.79603398,2522344.1380544,778,IT,IT040L2,IT040L2_COMO_UA2018_v013,Como,164628
4353402.64102655,2289672.02232509,452,IT,IT041L2,IT041L2_PISA_UA2018_v013,Pisa,196140
4496181.11738151,2508736.79484436,462,IT,IT042L1,IT042L1_TREVISO_UA2018_v013,Treviso,198752
4229482.35519116,2523588.73619395,421,IT,IT043L2,IT043L2_VARESE_UA2018_v013,Varese,195803
4178977.93969236,2422596.8496388,416,IT,IT045L2,IT045L2_ASTI_UA2018_v013,Asti,115012
4254876.75250447,2452910.14194064,418,IT,IT046L2,IT046L2_PAVIA_UA2018_v013,Pavia,138126
4332344.59149988,2325210.41017359,460,IT,IT047L1,IT047L1_MASSA_UA2018_v013,Massa,78299
4863212.79416255,1822687.65628893,436,IT,IT048L2,IT048L2_COSENZA_UA2018_v013,Cosenza,190266
4199567.39041843,2356453.63550861,415,IT,IT052L1,IT052L1_SAVONA_UA2018_v013,Savona,96892
4880949.4100469,1976528.75640127,444,IT,IT054L1,IT054L1_MATERA_UA2018_v013,Matera,76877
4780220.11275098,1630567.98834082,435,IT,IT056L1,IT056L1_ACIREALE_UA2018_v013,Acireale,63951
4726493.07822551,1992318.91621777,447,IT,IT057L2,IT057L2_AVELLINO_UA2018_v013,Avellino,153113
4527441.12795602,2541615.24687507,463,IT,IT058L2,IT058L2_PORDENONE_UA2018_v013,Pordenone,143560
4273817.71267297,2527179.76685366,423,IT,IT060L1,IT060L1_LECCO_UA2018_v013,Lecco,138804
4875454.69359617,1994004.10135018,445,IT,IT061L0,IT061L0_ALTAMURA_UA2018_v013,Altamura,70550
4744389.54990158,1959532.84228725,446,IT,IT064L1,IT064L1_BATTIPAGLIA_UA2018_v013,Battipaglia,64289
4867623.40815279,2039278.00295774,440,IT,IT065L0,IT065L0_BISCEGLIE_UA2018_v013,Bisceglie,53133
4391151.95411608,2408285.20365222,428,IT,IT066L1,IT066L1_CARPI_UA2018_v013,Carpi,86833
4817267.55794384,2037657.69019561,443,IT,IT067L0,IT067L0_CERIGNOLA_UA2018_v013,Cerignola,58497
4226828.00463667,2506053.89911491,420,IT,IT068L1,IT068L1_GALLARATE_UA2018_v013,Gallarate,101962
4701890.37064691,1565388.81768053,432,IT,IT069L1,IT069L1_GELA_UA2018_v013,Gela,76282
4383338.04134846,2381356.37776792,461,IT,IT073L1,IT073L1_SASSUOLO_UA2018_v013,Sassuolo,98014
4810621.62977091,1696975.35239545,434,IT,IT501L2,IT501L2_MESSINA_UA2018_v013,Messina,253145
4409384.17991042,2308520.85960938,453,IT,IT502L2,IT502L2_PRATO_UA2018_v013,Prato,281882
4347005.9113264,2410014.6506669,426,IT,IT503L3,IT503L3_PARMA_UA2018_v013,Parma,339565
4345955.41575071,2271564.08364221,451,IT,IT504L3,IT504L3_LIVORNO_UA2018_v013,Livorno,176268
4371045.68665134,2398674.98673916,427,IT,IT505L3,IT505L3_REGGIO_NELL_EMILIA_UA2018_v013,Reggio nell'Emilia,285806
4496531.68530998,2370019.69373957,458,IT,IT506L2,IT506L2_RAVENNA_UA2018_v013,Ravenna,181572
4449378.73817947,2415757.0081139,429,IT,IT507L2,IT507L2_FERRARA_UA2018_v013,Ferrara,200937
4527040.75038878,2331437.8821213,456,IT,IT508L3,IT508L3_RIMINI_UA2018_v013,Rimini,245401
4795267.49810216,1570624.05789396,430,IT,IT509L3,IT509L3_SIRACUSA_UA2018_v013,Siracusa,183177
4295098.06528715,2509170.46021048,424,IT,IT511L2,IT511L2_BERGAMO_UA2018_v013,Bergamo,315621
4484220.24908984,2348231.60289374,457,IT,IT512L3,IT512L3_FORLI_UA2018_v013,Forlì,171649
4564455.98034899,2045378.84721788,448,IT,IT513L3,IT513L3_LATINA_UA2018_v013,Latina,188769
4441655.11621794,2494355.21758769,465,IT,IT514L2,IT514L2_VICENZA_UA2018_v013,Vicenza,231661
4538988.72032855,2165506.61039605,449,IT,IT515L2,IT515L2_TERNI_UA2018_v013,Terni,171877
4213029.54586991,2482502.68016498,419,IT,IT516L2,IT516L2_NOVARA_UA2018_v013,Novara,161607
4211474.31096593,2423385.41029655,417,IT,IT518L1,IT518L1_ALESSANDRIA_UA2018_v013,Alessandria,135194
4473731.67697105,2263924.0742315,454,IT,IT519L1,IT519L1_AREZZO_UA2018_v013,Arezzo,151719
4412547.55599467,2184621.91076173,450,IT,IT520L1,IT520L1_GROSSETO_UA2018_v013,Grosseto,97680
4994930.54669315,1984379.67263062,438,IT,IT521L1,IT521L1_BRINDISI_UA2018_v013,Brindisi,158339
4543271.50725728,1663513.51820342,433,IT,IT522L1,IT522L1_TRAPANI_UA2018_v013,Trapani,116990
4745740.94440122,1552493.66353411,431,IT,IT523L1,IT523L1_RAGUSA_UA2018_v013,Ragusa,87214
4850382.05180954,2036147.66901615,442,IT,IT524L0,IT524L0_ANDRIA_UA2018_v013,Andria,99840
4860213.91642892,2042182.61609667,439,IT,IT525L0,IT525L0_TRANI_UA2018_v013,Trani,53917
4600890.22002671,2145207.02936304,183,IT,IT526L1,IT526L1_L_AQUILA_UA2018_v013,L'Aquila,98186
5298852.56005112,3612109.53976654,189,LT,LT001L1,LT001L1_VILNIUS_UA2018_v013,Vilnius,700244
5205835.61004583,3617896.6097695,190,LT,LT002L1,LT002L1_KAUNAS_UA2018_v013,Kaunas,380293
5216967.67004499,3714536.30978326,191,LT,LT003L1,LT003L1_PANEVEZYS_UA2018_v013,Panevėžys,124677
5227026.00197999,3565136.30281985,763,LT,LT004L0,LT004L0_ALYTUS_UA2018_v013,Alytus,51078
5017852.23908543,3676920.7765902,762,LT,LT501L0,LT501L0_KLAIPEDA_UA2018_v013,Klaipėda,146379
5148100.33331218,3724479.73778598,761,LT,LT502L0,LT502L0_SIAULIAI_UA2018_v013,Šiauliai,97192
4041436.57998154,2951531.33964437,192,LU,LU001L1,LU001L1_LUXEMBOURG_UA2018_v013,Luxembourg,601829
5173870.59004109,3844919.9098008,194,LV,LV001L1,LV001L1_RIGA_UA2018_v013,Rīga,934208
4996288.39003297,3763155.11979326,193,LV,LV002L2,LV002L2_LIEPAJA_UA2018_v013,Liepāja,92496
5158097.79693171,3808545.49084011,760,LV,LV003L1,LV003L1_JELGAVA_UA2018_v013,Jelgava,87633
5345143.16331654,3758665.30688795,759,LV,LV501L1,LV501L1_DAUGAVPILS_UA2018_v013,Daugavpils,109997
5083380.99769673,2195388.97142133,489,ME,ME001L1,ME001L1_PODGORICA_UA2018_v013,Podgorica,201962
5266541.81643628,2171618.15031795,497,MK,MK001L1,MK001L1_SKOPJE_UA2018_v013,Skopje,584603
5274058.08549996,2064021.80409516,494,MK,MK003L1,MK003L1_BITOLA_UA2018_v013,Bitola,98316
5229722.53746165,2166584.03419418,496,MK,MK004L1,MK004L1_TETOVO_UA2018_v013,Tetovo,170268
5287598.62770192,2101354.81551089,495,MK,MK005L1,MK005L1_PRILEP_UA2018_v013,Prilep,40061
4731726.68005045,1438503.13902274,195,MT,MT001L1,MT001L1_VALLETTA_UA2018_v013,Valletta,429523
3931767.86997725,3233806.98970955,197,NL,NL001L3,NL001L3_S_GRAVENHAGE_UA2018_v013,s' Gravenhage,1093394
3973942.75997999,3263083.60971605,198,NL,NL002L3,NL002L3_AMSTERDAM_UA2018_v013,Amsterdam,2823444
3941656.23997767,3215787.80970588,199,NL,NL003L3,NL003L3_ROTTERDAM_UA2018_v013,Rotterdam,1841345
3986806.99998049,3231415.99970968,200,NL,NL004L3,NL004L3_UTRECHT_UA2018_v013,Utrecht,891077
4006976.37998108,3156862.88969384,201,NL,NL005L3,NL005L3_EINDHOVEN_UA2018_v013,Eindhoven,769972
3980550.1799796,3171974.1196969,202,NL,NL006L3,NL006L3_TILBURG_UA2018_v013,Tilburg,317767
4091764.45998729,3351014.86973413,203,NL,NL007L3,NL007L3_GRONINGEN_UA2018_v013,Groningen,538099
4108994.3499877,3238939.66971229,207,NL,NL008L3,NL008L3_ENSCHEDE_UA2018_v013,Enschede,400536
4040227.20998352,3215540.92970689,208,NL,NL009L3,NL009L3_ARNHEM_UA2018_v013,Arnhem,411360
4038103.23352949,3093924.40758679,210,NL,NL010L3,NL010L3_HEERLEN_UA2018_v013,Heerlen,281131
3960772.51997846,3177643.4896979,204,NL,NL012L3,NL012L3_BREDA_UA2018_v013,Breda,373131
4036263.13998318,3201064.79970377,205,NL,NL013L3,NL013L3_NIJMEGEN_UA2018_v013,Nijmegen,332043
4045304.889984,3241651.37971236,206,NL,NL014L3,NL014L3_APELDOORN_UA2018_v013,Apeldoorn,238873
4040239.06998442,3351911.42973392,209,NL,NL015L3,NL015L3_LEEUWARDEN_UA2018_v013,Leeuwarden,259679
4028030.59064227,3103767.31187659,774,NL,NL016L3,NL016L3_SITTARD_GELEEN_UA2018_v013,Sittard-Geleen,165581
3936838.24215308,3172850.66260516,768,NL,NL020L3,NL020L3_ROOSENDAAL_UA2018_v013,Roosendaal,128497
3955645.14797065,3237823.46604667,559,NL,NL026L0,NL026L0_ALPHEN_AAN_DEN_RIJN_UA2018_v013,Alphen aan den Rijn,109190
3925079.29888966,3168908.84861245,551,NL,NL028L3,NL028L3_BERGEN_OP_ZOOM_UA2018_v013,Bergen op Zoom,112886
3958191.93933923,3224469.06662697,769,NL,NL030L0,NL030L0_GOUDA_UA2018_v013,Gouda,69542
3878905.20217577,3173425.89214973,550,NL,NL032L3,NL032L3_MIDDELBURG_UA2018_v013,Middelburg      ,114251
3996430.69035095,3185634.66241851,564,NL,NL503L3,NL503L3_S_HERTOGENBOSCH_UA2018_v013,s-Hertogenbosch,276173
4005344.60973584,3237442.69963582,560,NL,NL504L3,NL504L3_AMERSFOORT_UA2018_v013,Amersfoort,184304
4017772.23782129,3091135.83018686,775,NL,NL505L3,NL505L3_MAASTRICHT_UA2018_v013,Maastricht,183313
3943683.5266894,3242472.48670827,558,NL,NL507L3,NL507L3_LEIDEN_UA2018_v013,Leiden,352067
4056599.37455298,3273733.86601376,556,NL,NL511L3,NL511L3_ZWOLLE_UA2018_v013,Zwolle,354791
4024481.06265402,3223880.00086136,563,NL,NL512L3,NL512L3_EDE_UA2018_v013,Ede,154554
4058628.07351471,3244942.75744876,770,NL,NL513L3,NL513L3_DEVENTER_UA2018_v013,Deventer,117114
3965651.40781275,3293558.44132116,554,NL,NL514L3,NL514L3_ALKMAAR_UA2018_v013,Alkmaar,291243
4054006.58354812,3146609.57692425,773,NL,NL515L3,NL515L3_VENLO_UA2018_v013,Venlo,199552
4093487.61622518,3254964.36336163,696,NL,NL519L3,NL519L3_ALMELO_UA2018_v013,Almelo,151583
4014047.36110347,3276060.25799175,555,NL,NL520L3,NL520L3_LELYSTAD_UA2018_v013,Lelystad,117445
4012256.09276861,3193280.67049125,565,NL,NL521L3,NL521L3_OSS_UA2018_v013,Oss,136494
4090443.64545194,3326131.30871148,557,NL,NL522L3,NL522L3_ASSEN_UA2018_v013,Assen,124960
4016279.62879014,3221934.4486805,562,NL,NL524L3,NL524L3_VEENENDAAL_UA2018_v013,Veenendaal,88361
3999337.1600904,3240103.05671626,561,NL,NL529L3,NL529L3_SOEST_UA2018_v013,Soest,69824
4362152.38274861,4090372.83610456,699,NO,NO001L1,NO001L1_OSLO_UA2018_v013,Oslo,1375786
4062886.17023116,4152005.80183149,702,NO,NO002L1,NO002L1_BERGEN_UA2018_v013,Bergen,416596
4340921.26474815,4480568.21871682,698,NO,NO003L1,NO003L1_TRONDHEIM_UA2018_v013,Trondheim,281744
4074983.06119003,3992727.24907181,701,NO,NO004L1,NO004L1_STAVANGER_UA2018_v013,Stavanger,337077
4202877.12524662,3895570.26921293,700,NO,NO005L1,NO005L1_KRISTIANSAND_UA2018_v013,Kristiansand,163975
4671762.75002566,5191525.40468357,703,NO,NO006L1,NO006L1_TROMSO_UA2018_v013,Tromsø,77509
5069109.65004343,3293717.87971541,211,PL,PL001L2,PL001L2_WARSZAWA_UA2018_v013,Warszawa,3163638
4971814.38003864,3226074.14970352,212,PL,PL002L2,PL002L2_LODZ_UA2018_v013,Łódź,911726
5030139.26004583,3042182.60965947,213,PL,PL003L2,PL003L2_KRAKOW_UA2018_v013,Kraków,1415352
4812990.64003014,3134762.1796864,229,PL,PL004L2,PL004L2_WROCLAW_UA2018_v013,Wrocław,882601
4791904.41002708,3280286.86971795,214,PL,PL005L2,PL005L2_POZNAN_UA2018_v013,Poznań,989768
4881456.38002963,3505167.60975749,218,PL,PL006L2,PL006L2_GDANSK_UA2018_v013,Gdańsk,1154328
4622722.24001657,3379493.92973882,232,PL,PL007L2,PL007L2_SZCZECIN_UA2018_v013,Szczecin,483949
4855295.67002977,3364349.35973327,221,PL,PL008L2,PL008L2_BYDGOSZCZ_UA2018_v013,Bydgoszcz,499121
5193389.92005316,3201592.37969252,215,PL,PL009L2,PL009L2_LUBLIN_UA2018_v013,Lublin,668747
4962421.93004102,3055797.49966458,222,PL,PL010L2,PL010L2_KATOWICE_UA2018_v013,Katowice,2533701
5197093.63004887,3416023.92973591,230,PL,PL011L2,PL011L2_BIALYSTOK_UA2018_v013,Białystok,431562
5066292.69004624,3138775.76968182,219,PL,PL012L2,PL012L2_KIELCE_UA2018_v013,Kielce,398176
4897999.56003229,3358582.43973151,216,PL,PL013L2,PL013L2_TORUN_UA2018_v013,Toruń,323980
5009173.50003728,3457843.88974745,217,PL,PL014L2,PL014L2_OLSZTYN_UA2018_v013,Olsztyn,259759
5176650.17005539,3061900.29966007,236,PL,PL015L2,PL015L2_RZESZOW_UA2018_v013,Rzeszów,515381
4879859.850035,3092141.95967521,234,PL,PL016L2,PL016L2_OPOLE_UA2018_v013,Opole,253279
4674799.07002005,3304187.29972415,225,PL,PL017L2,PL017L2_GORZOW_WIELKOPOLSKI_UA2018_v013,Gorzów Wielkopolski,164508
4699796.33002228,3217695.22970629,226,PL,PL018L2,PL018L2_ZIELONA_GORA_UA2018_v013,Zielona Góra,211463
4723927.36002493,3103773.16968064,233,PL,PL019L2,PL019L2_JELENIA_GORA_UA2018_v013,Jelenia Góra,137087
5090438.56005085,3001942.78964748,235,PL,PL020L2,PL020L2_NOWY_SACZ_UA2018_v013,Nowy Sącz,265036
5161703.41004496,3518926.82975473,237,PL,PL021L2,PL021L2_SUWALKI_UA2018_v013,Suwałki,86484
4883845.0000327,3265401.99971345,227,PL,PL022L2,PL022L2_KONIN_UA2018_v013,Konin,170721
4961644.27003985,3117543.43967945,228,PL,PL024L2,PL024L2_CZESTOCHOWA_UA2018_v013,Częstochowa,395084
5094003.33004673,3202641.90969553,220,PL,PL025L2,PL025L2_RADOM_UA2018_v013,Radom,284276
4975774.26003747,3314362.23972156,223,PL,PL026L2,PL026L2_PLOCK_UA2018_v013,Płock,220054
4878201.03003307,3214534.97970291,231,PL,PL027L2,PL027L2_KALISZ_UA2018_v013,Kalisz,210626
4724013.59002144,3471048.5497538,224,PL,PL028L2,PL028L2_KOSZALIN_UA2018_v013,Koszalin,160116
4775924.58924431,3506413.96827762,633,PL,PL029L1,PL029L1_SLUPSK_UA2018_v013,Słupsk,169953
4937493.89102198,3018480.7983593,646,PL,PL030L1,PL030L1_JASTRZEBIE_ZDROJ_UA2018_v013,Jastrzębie-Zdrój,192665
5156209.25132033,3299269.21689162,638,PL,PL031L1,PL031L1_SIEDLCE_UA2018_v013,Siedlce,144533
4992897.09896288,3188837.89022319,649,PL,PL032L1,PL032L1_PIOTRKOW_TRYBUNALSKI_UA2018_v013,Piotrków Trybunalski,145099
4752551.13279488,3161565.33462973,665,PL,PL033L1,PL033L1_LUBIN_UA2018_v013,Lubin,118886
4771442.19797525,3358550.72864875,655,PL,PL034L1,PL034L1_PILA_UA2018_v013,Piła,90544
4876307.93758988,3330279.0808188,653,PL,PL035L1,PL035L1_INOWROCLAW_UA2018_v013,Inowrocław,85377
5117857.76772106,3154348.0696996,642,PL,PL036L1,PL036L1_OSTROWIEC_SWIETOKRZYSKI_UA2018_v013,Ostrowiec Świętokrzyski,111207
4835473.95932915,3296446.62749371,654,PL,PL037L1,PL037L1_GNIEZNO_UA2018_v013,Gniezno,105161
4656855.54199468,3370497.32660607,656,PL,PL038L1,PL038L1_STARGARD_SZCZECINSKI_UA2018_v013,Stargard Szczeciński,81645
4860822.04869033,3199955.11752925,668,PL,PL039L1,PL039L1_OSTROW_WIELKOPOLSKI_UA2018_v013,Ostrów Wielkopolski,139918
5235404.23546569,3043165.33229117,643,PL,PL040L1,PL040L1_PRZEMYSL_UA2018_v013,Przemyśl,120003
5251076.79039888,3151874.65426473,640,PL,PL041L1,PL041L1_ZAMOSC_UA2018_v013,Zamość,135962
5257650.65220189,3200320.06316364,639,PL,PL042L1,PL042L1_CHELM_UA2018_v013,Chełm,86598
4965979.15441184,3213661.33307497,650,PL,PL043L1,PL043L1_PABIANICE_UA2018_v013,Pabianice,93566
4741998.2078844,3190189.89781428,666,PL,PL044L1,PL044L1_GLOGOW_UA2018_v013,Głogów,99326
5171334.90224065,3120646.38813146,641,PL,PL045L1,PL045L1_STALOWA_WOLA_UA2018_v013,Stalowa Wola,187993
5013186.97081399,3205302.96627399,648,PL,PL046L1,PL046L1_TOMASZOW_MAZOWIECKI_UA2018_v013,Tomaszów Mazowiecki,73952
5123799.19719093,3407906.35050696,637,PL,PL047L1,PL047L1_LOMZA_UA2018_v013,Łomża,88519
4773382.0705638,3212978.42038999,667,PL,PL048L1,PL048L1_LESZNO_UA2018_v013,Leszno,116295
4777237.21491412,3101484.39002289,662,PL,PL049L1,PL049L1_SWIDNICA_UA2018_v013,Świdnica,104310
