"dist_km","country_2","mean.x","med.x","lower.x","upper.x","std.x"
0.6,"BA",0.757879,0.723644,0.71827,0.870302,0.13617405892827
0.6,"BE",0.803324818181818,0.862086,0.719106,0.878507,0.110915517098211
0.6,"BG",0.830339823529412,0.88124,0.856668,0.890795,0.156842648165381
0.6,"CH",0.8092425,0.8508835,0.805827,0.88670225,0.132476912344294
0.6,"CY",0.8296515,0.8296515,0.81882225,0.84048075,0.0306297444406577
0.6,"CZ",0.789466866666667,0.808393,0.7643865,0.8613325,0.0973085787312467
0.6,"DE",0.752872479166667,0.7827785,0.69230075,0.86742925,0.153261205359517
0.6,"DK",0.671481,0.735487,0.65009325,0.75687475,0.162951360965985
0.6,"EE",0.843272333333333,0.858104,0.8273255,0.866635,0.0413548128073787
0.6,"EL",0.819943666666667,0.886655,0.829849,0.905986,0.188231411825976
0.6,"ES",0.830694232876712,0.875389,0.782855,0.91624,0.131313082008813
0.6,"FI",0.729107571428571,0.827661,0.7382745,0.8420045,0.224620147582429
0.6,"FR",0.803145481927711,0.83348,0.761549,0.886076,0.127678298015293
0.6,"HR",0.738039571428571,0.805535,0.7607795,0.828709,0.189164877471002
0.6,"HU",0.845778631578947,0.84842,0.7959435,0.880481,0.0620484422655311
0.6,"IE",0.6872206,0.814158,0.553835,0.844012,0.213342802723223
0.6,"IS",0.772167,0.772167,0.772167,0.772167,NA
0.6,"IT",0.848090630952381,0.8943115,0.8171325,0.91924275,0.123697868138537
0.6,"LT",0.851341333333333,0.8492385,0.8103345,0.89445675,0.0482839027903365
0.6,"LU",0.700403,0.700403,0.700403,0.700403,NA
0.6,"LV",0.76908225,0.823413,0.7176315,0.87486375,0.189074930485906
0.6,"ME",0.879959,0.879959,0.879959,0.879959,NA
0.6,"MK",0.836845,0.882333,0.8070565,0.9121215,0.125083497387412
0.6,"MT",0.630016,0.630016,0.630016,0.630016,NA
0.6,"NL",0.772861714285714,0.806028,0.7186945,0.855618,0.132613615255122
0.6,"NO",0.738885833333333,0.7524905,0.65977825,0.87827625,0.170304010401889
0.6,"PL",0.822935068965517,0.861449,0.8114435,0.89982725,0.139288576102374
0.6,"PT",0.822805583333333,0.851805,0.82176625,0.90824175,0.145299785743731
0.6,"RO",0.853083514285714,0.899326,0.80282,0.9197555,0.10395941450545
0.6,"RS",0.835889357142857,0.8628975,0.82221225,0.90583825,0.118328658578624
0.6,"SE",0.735203583333333,0.761757,0.710521,0.841199,0.197500489360709
0.6,"SI",0.7052005,0.7052005,0.67228725,0.73811375,0.0930927290635526
0.6,"SK",0.81212025,0.8070915,0.74992,0.886217,0.0827223097973835
0.6,"TR",0.782143657894737,0.8300225,0.74110525,0.891404,0.167183814790113
0.6,"UK",0.585277063829787,0.580608,0.445796,0.7002975,0.185313570472298
0.6,"XK",0.820044,0.799274,0.7732015,0.8565015,0.0852199194730903
0.7,"AL",0.7130145,0.8503705,0.67398475,0.88940025,0.354203758971678
0.7,"AT",0.670601333333333,0.668526,0.58715,0.78902575,0.164066639745765
0.7,"BA",0.717876,0.678377,0.671753,0.848686,0.158880766291896
0.7,"BE",0.768288090909091,0.839893,0.6726865,0.8582575,0.132923941606811
0.7,"BG",0.810637764705882,0.861446,0.834278,0.87374,0.153202029411138
0.7,"CH",0.7832969,0.8260735,0.7737935,0.86781875,0.139093011223466
0.7,"CY",0.8015215,0.8015215,0.78897575,0.81406725,0.0354847396002846
0.7,"CZ",0.756711333333333,0.776458,0.7253365,0.838221,0.108128890513436
0.7,"DE",0.719116697916667,0.7468365,0.64601025,0.84665625,0.161884618620932
0.7,"DK",0.64580075,0.691839,0.621223,0.71641675,0.133478533848144
0.7,"EE",0.817678666666667,0.835246,0.799338,0.844803,0.0479429309213917
0.7,"EL",0.792639555555556,0.867765,0.80149,0.890317,0.219180458066584
0.7,"ES",0.805376931506849,0.854705,0.746664,0.902365,0.147351233913445
0.7,"FI",0.7001,0.799376,0.694654,0.8160675,0.221501516408654
0.7,"FR",0.774033397590361,0.805726,0.722026,0.867662,0.141173721193804
0.7,"HR",0.697321142857143,0.773125,0.7209095,0.800953,0.213993660436027
0.7,"HU",0.822324789473684,0.823156,0.765069,0.860561,0.0698074377186422
0.7,"IE",0.6655416,0.783269,0.479474,0.818806,0.197585924400753
0.7,"IS",0.734987,0.734987,0.734987,0.734987,NA
0.7,"IT",0.826673416666667,0.8766965,0.78671775,0.90592,0.128801656154155
0.7,"LT",0.826784,0.824727,0.77892225,0.87703875,0.0563177249504985
0.7,"LU",0.65047,0.65047,0.65047,0.65047,NA
0.7,"LV",0.73072675,0.7942435,0.670634,0.85433625,0.220657891029492
0.7,"ME",0.859952,0.859952,0.859952,0.859952,NA
0.7,"MK",0.80989275,0.862941,0.77500875,0.897825,0.145820310639213
0.7,"MT",0.56879,0.56879,0.56879,0.56879,NA
0.7,"NL",0.741942914285714,0.7737,0.6718105,0.831554,0.138875106142888
0.7,"NO",0.700451666666667,0.712031,0.60309575,0.85869275,0.190137476813664
0.7,"PL",0.797395896551724,0.8386185,0.78003875,0.883777,0.154790313235124
0.7,"PT",0.804536,0.827325,0.792523,0.893652,0.138393445251375
0.7,"RO",0.8285578,0.882985,0.7699985,0.9064235,0.122400845782305
0.7,"RS",0.819691214285714,0.8406195,0.792581,0.8902085,0.102686131689037
0.7,"SE",0.699991,0.722092,0.66286825,0.81473225,0.203853204891523
0.7,"SI",0.656682,0.656682,0.6185485,0.6948155,0.107857825761509
0.7,"SK",0.780927125,0.7749405,0.70856875,0.86736225,0.09654911198739
0.7,"TR",0.753514776315789,0.8022655,0.6979555,0.87350225,0.17612243426341
0.7,"UK",0.53061285106383,0.519573,0.408209,0.6520865,0.198602324537819
