"dist_km","country_2","mean_diff"
1.7,"BA",4.4406210479575e-17
1.7,"BE",-3.53160376968304e-17
1.7,"BG",-1.95873877779183e-17
1.7,"CH",0
1.7,"CY",-2.77555756156289e-17
1.7,"CZ",-1.85054464360199e-17
1.7,"DE",-2.8338457808978e-17
1.7,"DK",2.77555756156289e-17
1.7,"EE",0
1.7,"EL",1.23388230574253e-17
1.7,"ES",-1.59695182662724e-17
1.7,"FI",7.92986194984138e-18
1.7,"FR",-8.70896824891161e-18
1.7,"HR",2.37914614224788e-17
1.7,"HU",4.38331525681442e-17
1.7,"IE",1.10968092353891e-17
1.7,"IS",0
1.7,"IT",5.97634179660834e-18
1.7,"LT",9.2481880624382e-18
1.7,"LU",0
1.7,"LV",2.77555756156289e-17
1.7,"ME",0
1.7,"MK",0
1.7,"MT",0
1.7,"NL",-5.23359877261217e-17
1.7,"NO",1.85037170770859e-17
1.7,"PL",-2.58656990701412e-17
1.7,"PT",-2.31345873718831e-17
1.7,"RO",1.42669389447244e-17
1.7,"RS",7.93210053691627e-18
1.7,"SE",-6.93889390390723e-18
1.7,"SI",2.77555756156289e-17
1.7,"SK",2.77555756156289e-17
1.7,"TR",-1.97100108757932e-17
1.7,"UK",-1.53578967842421e-17
1.7,"XK",1.8508234586138e-17
1.8,"AL",-2.77555756156289e-17
1.8,"AT",5.55111512312578e-17
1.8,"BA",0
1.8,"BE",5.55111512312578e-17
1.8,"BG",1.30582585186122e-17
1.8,"CH",5.54704936497896e-18
1.8,"CY",-2.77555756156289e-17
1.8,"CZ",2.22086109539447e-17
1.8,"DE",-3.64291929955129e-17
1.8,"DK",-1.38777878078145e-17
1.8,"EE",1.85014583225599e-17
1.8,"EL",4.93462572115972e-17
1.8,"ES",5.47536949189734e-17
1.8,"FI",-1.58635960502988e-17
1.8,"FR",2.34016221624172e-17
1.8,"HR",-2.37914614224788e-17
1.8,"HU",5.25923648563824e-17
1.8,"IE",1.11022302462516e-17
1.8,"IS",0
1.8,"IT",-2.31120603289763e-17
1.8,"LT",-4.62629631688196e-17
1.8,"LU",0
1.8,"LV",0
1.8,"ME",0
1.8,"MK",-2.77555756156289e-17
1.8,"MT",0
1.8,"NL",-7.93635990259389e-18
1.8,"NO",9.25185853854297e-18
1.8,"PL",-2.77555756156289e-17
1.8,"PT",3.23811519545057e-17
1.8,"RO",4.12449867166566e-17
1.8,"RS",-2.77555756156289e-17
1.8,"SE",1.38777878078145e-17
1.8,"SI",0
1.8,"SK",0
1.8,"TR",1.02478504026969e-17
1.8,"UK",1.77137296962652e-17
1.8,"XK",-1.8508234586138e-17
1.9,"AL",0
1.9,"AT",4.62597162091885e-17
1.9,"BA",3.33066907387547e-17
1.9,"BE",3.53209081362771e-17
1.9,"BG",-4.24528927126456e-17
1.9,"CH",-5.54704936497896e-18
1.9,"CY",5.55111512312578e-17
1.9,"CZ",2.77555756156289e-17
1.9,"DE",-2.42861286636753e-17
1.9,"DK",-2.77555756156289e-17
1.9,"EE",-1.85037170770859e-17
1.9,"EL",-4.93462572115972e-17
1.9,"ES",0
1.9,"FI",0
1.9,"FR",2.87757706719074e-17
1.9,"HR",-1.98239590975396e-17
1.9,"HU",8.76063887004406e-18
1.9,"IE",0
1.9,"IS",0
1.9,"IT",1.8513720132844e-17
1.9,"LT",-4.62584456597676e-17
1.9,"LU",0
1.9,"LV",-1.38777878078145e-17
1.9,"ME",0
1.9,"MK",0
1.9,"MT",0
1.9,"NL",1.59145390318408e-18
1.9,"NO",9.25185853854297e-18
1.9,"PL",3.7342820257241e-17
1.9,"PT",-3.23811519545057e-17
1.9,"RO",-1.2691360859066e-17
1.9,"RS",-3.96411419315013e-18
1.9,"SE",-1.84969408135079e-17
1.9,"SI",2.77555756156289e-17
1.9,"SK",3.46944695195361e-18
1.9,"TR",-3.35877986836077e-17
1.9,"UK",-1.06332551363233e-17
1.9,"XK",-5.55111512312578e-17
2,"AL",-2.77555756156289e-17
2,"AT",-2.77555756156289e-17
2,"BA",3.33066907387547e-17
2,"BE",4.03705913050776e-17
2,"BG",6.52912925930609e-18
2,"CH",1.11035854989672e-17
2,"CY",-5.55111512312578e-17
2,"CZ",2.22068321847554e-17
2,"DE",2.48566053536511e-17
2,"DK",2.77555756156289e-17
2,"EE",0
2,"EL",0
2,"ES",9.89213809206017e-18
2,"FI",2.37944865401476e-17
2,"FR",5.48307490546393e-17
2,"HR",3.96121008018811e-18
2,"HU",-4.96735784815069e-17
2,"IE",1.66506348639461e-17
2,"IS",0
2,"IT",-6.63363936367768e-18
2,"LT",-9.25270557149022e-18
2,"LU",0
2,"LV",-1.38777878078145e-17
2,"ME",0
2,"MK",-5.55111512312578e-17
2,"MT",0
2,"NL",-3.17748679550573e-18
2,"NO",-9.25185853854297e-18
2,"PL",3.16002873712488e-17
2,"PT",0
2,"RO",-3.18445666661457e-18
2,"RS",-1.58612969608705e-17
2,"SE",2.31974089821378e-18
2,"SI",-5.55111512312578e-17
2,"SK",-1.38777878078145e-17
2,"TR",2.41227850468995e-17
2,"UK",2.36243616461609e-17
2,"XK",5.55111512312578e-17
2.1,"AL",0
2.1,"AT",-4.62584456597676e-17
2.1,"BA",3.33066907387547e-17
2.1,"BE",-3.53258940802166e-17
2.1,"BG",3.26544155788079e-17
2.1,"CH",2.22071709979343e-17
2.1,"CY",2.77555756156289e-17
2.1,"CZ",-1.66499572375883e-17
2.1,"DE",-6.36622904548438e-18
2.1,"DK",-1.38777878078145e-17
2.1,"EE",0
2.1,"EL",3.08335051164072e-17
2.1,"ES",7.60426729195313e-19
2.1,"FI",2.37944865401476e-17
2.1,"FR",-5.55111512312578e-17
2.1,"HR",1.58632330361785e-17
2.1,"HU",-8.76349203365586e-18
2.1,"IE",-2.22071709979343e-17
2.1,"IS",0
2.1,"IT",2.57533510679287e-17
2.1,"LT",-4.62584456597676e-17
2.1,"LU",0
2.1,"LV",0
2.1,"ME",0
2.1,"MK",2.77555756156289e-17
