X;Y;citynumber;cityname;cityfile;country;field_4;field_5
18.254534890451;52.2108031239591;227;Konin;pl022l_konin;Pologne;4883845;3265402
19.1160368326166;50.809622090663;228;Czestochowa;pl024l_czestochowa;Pologne;4961644.27;3117543.44
17.0378182055909;51.1106733957836;229;Wroclaw;pl004l_wroclaw;Pologne;4812990.64;3134762.18
23.1727060594358;53.1341764072862;230;Bialystok;pl011l_bialystok;Pologne;5197093.63;3416023.93
18.0897968544436;51.7626400355228;231;Kalisz;pl027l_kalisz;Pologne;4878201.03;3214534.98
14.5431782654444;53.4382209584145;232;Szczecin;pl007l_szczecin;Pologne;4622722.24;3379493.93
15.7346095224273;50.9031691482341;233;Jelenia Gora;pl019l_jelenia_gora;Pologne;4723927.36;3103773.17
17.9225126393614;50.668473530658;234;Opole;pl016l_opole;Pologne;4879859.85;3092141.96
20.6909814729268;49.6250797196462;235;Nowy Sacz;pl020l_nowy_sacz;Pologne;5090438.56;3001942.79
22.004045458338;50.0373584006161;236;Rzeszow;pl015l_rzeszow;Pologne;5176650.17;3061900.3
22.9278415540939;54.0985229314334;237;Suwalki;pl021l_suwalki;Pologne;5161703.41;3518926.83
-8.42900252086828;40.2112226974524;238;Coimbra;pt005l_coimbra;Portugal;2761629.96;2092552.94
-8.42836101434399;41.5510098262688;239;Braga;pt003l_braga;Portugal;2794720.87;2237518.85
-9.13861067660921;38.70813206136;240;Lisboa;pt001l_lisboa;Portugal;2665224.66;1945220.16
-8.89229840759504;38.5246971036012;241;Setubal;pt006l_setubal;Portugal;2681531.86;1920076.15
-8.65368357188346;40.640379210077;242;Aveiro;pt008l_aveiro;Portugal;2753702.4;2143624.73
-7.93461391144556;37.0137723783061;243;Faro;pt009l_faro;Portugal;2728021.25;1736548.07
-8.61076003635484;41.14988791142;244;Oporto;pt002l_oporto;Portugal;2769915.32;2197844.53
-25.6687993150036;37.7392293949918;245;Ponta Delgada;pt007l_ponta_delgada;Portugal;1282477.3;2359290.24
